"","height","weight","female","income","ethnicity","education","mother_education","father_education","walk","exercise","smokenow","tense","angry"
"879","65","120","1","10000","white","12","12","12","8","7","1","0","0"
"880","62","125","1",NA,"white","16","16","16","8","7","2","0","0"
"881","65","142","1","15000","white","12","12","12","8","1","2","0","0"
"882","63","113","1","13000","white","12","12","12","2","2","1","0","0"
"883","66","120","1","35000","white","18","18","18","7","7","2","0","0"
"884","64","110","1","20000","white","13","13","13","1","1","1","7","7"
"885","68","116","1","35000","white","16","16","16","6","2","2","6","6"
"886","72","185","0","30000","white","12","12","12","8","6","2","0","0"
"887","64","110","1","12000","white","12","12","12","8","1","2","1","1"
"888","70","125","1","26000","white","13",NA,"13","7","2","2","2","2"
"889","65","115","1","12500","white","12","12","12","3","6","1","1","1"
"890","64","130","1","8000","white","12","12","12","2","1","1","1","1"
"891","64","120","1","15000","hispanic","16","16","16","2","6","2","7","7"
"892","67","207","0","65000","white","14","14","14","2","7","1","1","1"
"893","73","175","0","25000","white","10",NA,"10","8","6","1","6","6"
"894","73","185","0","8000","hispanic","14","14","14","4","6","2","1","1"
"895","65","110","0","15000","other","14","14","14","7","4","2","1","1"
"896","64","160","1","12000","white","16","16","16","4","1","1","1","1"
"897","72","195","0","45000","white","12","12","12","8","1","2","2","2"
"898","67","140","1","35000","black","13","13","13","5","6","2","2","2"
"899","67","162","0","40000","white","16","16","16","7","6","2","0","0"
"900","66","140","1","15000","hispanic","14","14","14","7","2","2","1","1"
"901","74","145","0","29000","white","12","12","12","8","4","2","0","0"
"902","62","123","1",NA,"white","12",NA,NA,"8","1","2","0","0"
"903","60","114","1","5000","white","10","10","10","8","1","1","0","0"
"904","64","96","1","15000","white","12","12","12","5","4","1","7","7"
"905","63","175","1","15000","white","13","13","13","4","2","2","1","1"
"906","74","250","0","20000","white","12",NA,NA,"4","2","2","1","1"
"907","74","205","0","3000","black","6",NA,NA,"8","5","2","0","0"
"908","63","120","1","1000","black","16","16","16","8","2","2","5","5"
"909","62","140","1","8000","black","11","11","11","3","2","1","7","7"
"910","62","103","1","5000","white","12","12",NA,"4","6","1","1","1"
"911","67","160","1","25000","white","16","16","16","8","5","2","2","2"
"912","75","219","0","5000","white","13","13","13","7","5","1","0","0"
"913","69","163","0","20000","white","12","12","12","7","4","2","0","0"
"914","65","133","1","15000","white","12","12","12","2","1","1","0","0"
"915","73","150","0","30000","white","12","12","12","2","2","2","0","0"
"916","63","200","1","12000","white","12",NA,"12","1","1","1","0","0"
"917","59","998","1","5000","white","11",NA,NA,"1","1","2","3","3"
"918","60","120","1","0","white","12","12","12","7","1","1","7","7"
"919","65","122","1","15000","white","14","14","14","8","7","2","2","2"
"920","64","145","0","5000","black","14","14","14","4","1","2","0","0"
"921","64","130","1","15000","black","10",NA,NA,"5","2","2","1","1"
"922","66","195","1",NA,"white","15","15","15","1","1","1","5","5"
"923","64","135","1","25000","white","18",NA,NA,"8","1","2","0","0"
"924","67","210","1","10000","white","14","14","14","7","1","2","1","1"
"925","69","140","0","16000","white","12","12","12","8","1","1","0","0"
"926","71","185","0","45000","white","12","12","12","2","5","1","0","0"
"927","72","170","0","40000","white","14","14","14","5","5","2","0","0"
"928","72","200","0","15000","white","12","12","12","8","6","1","1","1"
"929","63","140","1","0","white","12","12","12","4","1","2","7","7"
"930","66","152","1",NA,"white","13","13","13","8","5","1","0","0"
"931","70","125","0","25000","white","14",NA,NA,"3","1","2","0","0"
"932","64","145","1","19000","white","14","14","14","7","5","1","0","0"
"933","64","128","1","17600","white","16","16","16","2","2","1","3","3"
"934","68","155","0","7000","white","12",NA,NA,"8","1","2","0","0"
"935","74","207","0","30000","white","12","12","12","5","4","2","2","2"
"936","62","125","1","18000","white","11","11","11","1","1","1","0","0"
"937","63","135","1","15000","hispanic","8","8",NA,"7","1","1","0","0"
"938","65","135","1","25000","white","16","16","16","4","2","1","2","2"
"939","66","155","1","0","white","14","14","14","6","1","2","1","1"
"940","60","120","1","6000","white","5","5","5","8","1","2","7","7"
"941","69","170","0","70000","white","18","18","18","7","6","2","0","0"
"942","61","115","1","15000","other","16","16","16","5","1","2","0","0"
"943","68","140","0","15000","white","12","12","12","8","1","1","0","0"
"944","65","135","1","25000","white","17","17","17","8","1","1","0","0"
"945","66","120","1","35000","white","16","16","16","4","6","2","0","0"
"946","70","155","0","18000","white","16","16","16","5","3","2","0","0"
"947","72","165","0","28000","black","15","15","15","2","6","2","0","0"
"948","66","160","1","45000","white","12","12","12","8","1","1","0","0"
"949","67","150","0","25000","hispanic","12","12","12","8","4","2","1","1"
"950","64","135","1","15000","hispanic","11","11","11","8","6","2","0","0"
"951","71","172","0","22000","hispanic","14","14",NA,"7","2","1","0","0"
"952","63","128","1","0","white","12","12","12","8","6","2","0","0"
"953","73","190","0","35000","white","12",NA,NA,"3","3","2","0","0"
"954","64","140","1","18000","black","15",NA,"15","1","6","2","0","0"
"955","68","150","0","35000","white","14","14","14","7","5","1","0","0"
"956","64","115","1","16400","black","12","12","12","4","1","2","5","5"
"957","66","135","0","22000","black","16","16","16","1","1","1","1","1"
"958","67","128","1","30000","white","16",NA,NA,"4","1","2","0","0"
"959","64","135","1","17000","hispanic","12","12","12","4","5","2","2","2"
"960","64","147","1","25000","black","14","14","14","8","6","2","7","7"
"961","62","138","1","10000","white","12","12","12","6","1","1","3","3"
"962","69","180","0","40000","white","12","12","12","1","3","2","1","1"
"963","63","125","1","12500","white","12","12","12","2","1","2","0","0"
"964","62","134","1",NA,"white","12","12","12","8","1","2","0","0"
"965","63","180","1","15000","white","12",NA,NA,"1","1","2","0","0"
"966","63","135","1","10000","white","12","12",NA,"7","3","2","7","7"
"967","72","195","0","35000","white","15",NA,NA,"1","1","2","3","3"
"968","61","93","1","0","hispanic","16","16","16","8","6","2","2","2"
"969","75","202","0","105000","white","12","12","12","2","2","1","1","1"
"970","71","160","0","25000","white","12","12","12","2","1","1","1","1"
"971","70","170","0","1e+05","white","18","18","18","8","7","2","1","1"
"972","60","130","1","25000","white","12",NA,NA,"1","1","1","0","0"
"973","69","158","0","21000","white","12",NA,"12","1","1","1","0","0"
"974","64","200","1","10000","white","14","14","14","1","1","2","7","7"
"975","72","222","0","33000","white","12","12","12","2","1","1","3","3"
"976","69","149","0","26000","white","18","18","18","1","7","2","0","0"
"977","63","136","1","60000","white","10","10",NA,"7","1","2","0","0"
"978","66","200","1",NA,"white","16","16","16","2","1","2","0","0"
"979","64","110","1","15000","white","16","16","16","8","5","2","0","0"
"980","71","235","0","18000","white","16","16","16","7","7","2","1","1"
"981","64","115","1",NA,"white","12","12","12","8","1","2","0","0"
"982","59","105","1","15000","white","8",NA,NA,"8","1","1","0","0"
"983","68","170","0","5000","white","13","13","13","6","4","2","0","0"
"984","75","210","0",NA,"white","16","16","16","7","5","2","1","1"
"985","77","270","0","60000","white","17","17","17","8","2","2","0","0"
"986","68","150","1","12000","white","14","14","14","8","1","2","3","3"
"987","70","140","0","28000","black","18","18","18","8","1","2","0","0"
"988","69","154","0","42000","white","18","18","18","5","6","1","0","0"
"989","63","103","1","2000","white","12","12","12","8","1","1","0","0"
"990","65","147","1",NA,"white","16","16","16","1","1","2","1","1"
"991","73","190","0","20000","black","18","18","18","8","6","2","0","0"
"992","66","145","0","28000","other","15","15","15","8","1","2","0","0"
"993","72","212","0","10000","black","17","17","17","4","2","1","0","0"
"994","66","164","0","0","white","16",NA,NA,"8","1","2","0","0"
"995","72","161","0","31000","black","12","12","12","8","6","1","7","7"
"996","69","172","1","17000","black","13","13","13","7","1","2","4","4"
"997","67","220","1","16000","white","12",NA,NA,"4","1","2","3","3"
"998","66","170","1","35000","white","15","15","15","8","1","2","0","0"
"999","67","111","1","3000","white","12","12","12","4","1","1","7","7"
"1000","68","149","1","5000","white","11","11","11","7","6","1","1","1"
"1001","72","155","0","25000","white","10",NA,NA,"1","1","1","0","0"
"1002","70","210","0",NA,"white","12","12","12","1","1","2","0","0"
"1003","68","150","1","16000","white","18","18","18","8","6","2","4","4"
"1004","65","120","1","35000","black","15","15","15","8","7","2","3","3"
"1005","62","140","1","27000","black","17","17","17","5","1","2","0","0"
"1006","69","155","0","25000","white","17","17","17","5","5","2","1","1"
"1007","62","200","1","0","white","14","14","14","8","1","2","1","1"
"1008","70","145","0","40000","white","16","16","16","4","4","1","1","1"
"1009","66","151","1","45000","white","16","16","16","5","2","2","0","0"
"1010","66","185","0","14000","white","12","12",NA,"7","1","2","2","2"
"1011",NA,"999","1",NA,"black","16",NA,NA,"8","2","2","0","0"
"1012","66","200","1","25000","white","14","14","14","8","1","1","0","0"
"1013","62","130","1",NA,"black","12","12","12","3","1","2","0","0"
"1014","72","230","0","40000","white","12","12","12","7","5","2","0","0"
"1015","74","214","0",NA,"white","12","12",NA,"4","3","1","1","1"
"1016","69","165","0",NA,"white","10","10","10","1","1","2","0","0"
"1017","69","187","0","34000","white","12",NA,NA,"6","1","1","0","0"
"1018","66","205","0","40000","white","12",NA,"12","7","2","2","0","0"
"1019","71","190","0","25000","white","16","16","16","6","1","2","0","0"
"1020","69","165","0","35000","white","14","14","14","1","7","2","0","0"
"1021","60","104","1","12000","hispanic","12","12","12","8","1","1","0","0"
"1022","65","999","1","30000","white","17","17","17","8","3","2","4","4"
"1023","62","180","1","23000","white","12","12","12","2","1","1","6","6"
"1024","67","150","1","2000","white","12","12","12","4","2","2","3","3"
"1025","67","175","0","20000","white","14","14","14","8","6","1","0","0"
"1026","68","240","1","10000","black","9","9",NA,"3","1","2","0","0"
"1027","65","175","1","0","black","6",NA,NA,"1","1","2","4","4"
"1028","63","115","1","25000","white","16","16","16","2","1","2","0","0"
"1029","65","140","1",NA,"other","12","12",NA,"8","1","2","2","2"
"1030","64","210","1","5000","other","12","12","12","1","1","2","7","7"
"1031","66","150","1","5000","black","11",NA,NA,"8","1","1","0","0"
"1032","66","160","1","60000","black","16","16","16","8","1","2","0","0"
"1033","74","170","0","12000","black","16","16",NA,"4","1","1","3","3"
"1034","65","157","1","25000","white","18","18","18","2","1","2","1","1"
"1035","63","180","1","22000","black","14","14","14","2","1","2","0","0"
"1036","62","130","1","0","white","12","12","12","4","1","1","2","2"
"1037","68","165","0","8000","white","17","17","17","2","2","2","0","0"
"1038","68","999","1","5000","white","17","17","17","8","7","2","0","0"
"1039","66","124","1","2000","white","16","16","16","7","6","2","1","1"
"1040","64","110","1","5000","white","14","14","14","8","2","2","0","0"
"1041","61","130","1","10000","white","13","13","13","7","1","2","0","0"
"1042","65","122","1","18600","white","16","16","16","6","6","2","0","0"
"1043","62","120","1","20000","white","14","14","14","8","7","2","0","0"
"1044","73","200","0","1e+05","white","18","18","18","2","1","2","0","0"
"1045","62","135","1","50000","white","15","15","15","1","1","1","2","2"
"1046","70","170","0","27000","white","12","12","12","6","5","2","1","1"
"1047","58","100","1","1000","black","12","12","12","8","1","1","0","0"
"1048","68","145","0","18000","white","12","12","12","4","2","1","4","4"
"1049","67","140","1","17000","white","14","14","14","4","1","1","7","7"
"1050","64","180","1","10000","white","12","12","12","8","1","2","0","0"
"1051","71","165","0",NA,"black","16","16","16","8","1","2","0","0"
"1052","68","139","1",NA,"white","16","16","16","8","3","1","0","0"
"1053","70","208","0","14000","white","14",NA,NA,"1","1","2","0","0"
"1054","72","200","0","7200","white","14",NA,NA,"8","1","1","0","0"
"1055","67","145","0",NA,"white","11","11","11","8","1","1","7","7"
"1056","63","130","1","0","other","8","8","8","4","1","1","3","3"
"1057","63","112","1","33000","white","17","17","17","7","2","2","0","0"
"1058","66","180","0","23000","white","12","12","12","1","1","2","0","0"
"1059","65","138","1","10000","white","12","12","12","4","1","2","0","0"
"1060","61","124","0","22000","white","12","12","12","2","6","2","2","2"
"1061","61","110","1","13000","hispanic","12","12",NA,"7","1","2","2","2"
"1062","67","150","1","33000","white","12","12","12","8","6","2","3","3"
"1063","73","250","0","36000","white","12","12","12","7","1","1","0","0"
"1064","66","180","1",NA,"black","10",NA,"10","8","1","2","0","0"
"1065","71","185","1","10000","black","14","14","14","4","1","2","0","0"
"1066","64","145","1","6000","white","12","12","12","5","3","2","1","1"
"1067","70","199","0","25000","white","11",NA,NA,"8","1","2","0","0"
"1068","67","165","1","12000","white","12","12","12","8","5","2","3","3"
"1069","62","190","1","10000","white","11",NA,NA,"5","1","1","1","1"
"1070","67","131","1","21000","white","12","12","12","6","1","2","2","2"
"1071","69","210","0","26000","white","12","12","12","5","1","2","1","1"
"1072","66","170","1","22000","black","12","12","12","8","1","1","0","0"
"1073","66","155","1","23000","black","15","15","15","4","1","2","0","0"
"1074","66","150","0","20000","white","15","15","15","8","7","2","1","1"
"1075","64","133","1",NA,"white","16",NA,"16","4","1","2","3","3"
"1076","66","130","1","10000","white","13","13","13","4","1","2","0","0"
"1077","64","137","1","15000","white","12",NA,NA,"2","1","2","0","0"
"1078","72","190","0","7000","black","14","14","14","5","5","2","1","1"
"1079","64","195","1","15000","white","12","12","12","7","1","2","2","2"
"1080","64","170","1","0","white","12","12","12","6","1","2","2","2"
"1081","65","160","1","26000","white","16","16","16","1","1","1","0","0"
"1082","68","190","0",NA,"white","12",NA,"12","8","1","2","1","1"
"1083","72","150","0","10000","white","11","11","11","7","5","1","0","0"
"1084","65","999","1",NA,"white","18","18","18","8","1","2","2","2"
"1085","63","150","1","0","white","8","8","8","1","1","2","0","0"
"1086","71","185","0","3000","white","14","14","14","8","5","2","1","1"
"1087","64","135","1","27000","hispanic","17","17","17","2","2","2","1","1"
"1088","70","190","0","25000","black","16","16","16","5","4","1","0","0"
"1089","66","125","1","45000","white","18","18","18","8","1","2","0","0"
"1090","64","112","1","28000","white","17","17","17","5","7","2","7","7"
"1091","69","154","1","25000","white","12","12","12","1","7","1","1","1"
"1092","67","123","1","15000","white","12","12","12","8","6","2","1","1"
"1093","75","178","0","55000","white","18","18","18","8","7","2","0","0"
"1094","66","125","1","20000","hispanic","17","17","17","8","7","2","0","0"
"1095","67","125","1","8500","white","12","12","12","8","1","1","0","0"
"1096","68","132","1","0","white","12","12","12","1","1","2","0","0"
"1097","67","142","1","15000","white","13","13","13","5","2","1","0","0"
"1098","75","214","0","30000","black","8",NA,NA,"6","5","1","0","0"
"1099","71","175","0","30000","white","16","16","16","1","1","2","0","0"
"1100","62","175","1","0","white","12","12","12","8","1","2","0","0"
"1101","68","180","1","5000","white","13","13","13","6","7","2","2","2"
"1102","67","124","1","5000","white","14","14","14","2","3","1","0","0"
"1103","68","135","1","20000","white","12","12","12","7","7","2","1","1"
"1104","70","183","1","20000","white","15",NA,"15","7","1","2","1","1"
"1105","70","151","0","22000","white","6","6","6","5","1","2","0","0"
"1106","67","145","0","25000","white","16","16","16","1","6","2","0","0"
"1107","64","122","1","0","white","16","16","16","1","1","1","0","0"
"1108","65","180","1",NA,"white","13",NA,NA,"7","1","1","0","0"
"1109","64","140","1","5000","black","12",NA,NA,"7","2","2","3","3"
"1110","65","120","1","15000","white","12","12","12","8","1","1","0","0"
"1111","71","160","0","3000","white","8","8","8","8","4","2","2","2"
"1112","63","137","1","16000","white","12","12","12","6","1","1","0","0"
"1113","70","170","0",NA,"white","12","12","12","3","2","2","2","2"
"1114","70","175","0","30000","white","14","14","14","8","6","2","1","1"
"1115","64","126","1","0","white","12","12","12","8","1","2","0","0"
"1116","61","148","1","10000","black","12","12",NA,"1","1","2","0","0"
"1117","68","142","1",NA,"white","14","14","14","7","1","2","0","0"
"1118","65","162","1","15000","black","12","12","12","1","5","2","7","7"
"1119","67","170","0","28000","white","12","12","12","1","2","2","0","0"
"1120","67","150","1","15000","white","12",NA,NA,"2","2","2","2","2"
"1121","68","998","1","15000","white","12","12","12","6","1","2","3","3"
"1122","59","110","1","5000","white","6",NA,NA,"8","1","2","0","0"
"1123","68","180","0",NA,"white","9",NA,NA,"8","1","1","0","0"
"1124","63","135","1","5000","white","12",NA,NA,"7","7","1","7","7"
"1125","65","153","0","31500","white","14","14","14","2","4","2","0","0"
"1126","66","168","0","95000","white","18","18","18","7","2","2","3","3"
"1127","68","160","0","35000","white","17","17","17","7","1","1","0","0"
"1128","69","150","1","20000","white","12",NA,NA,"4","1","2","0","0"
"1129","67","145","0","38000","white","12","12","12","1","2","1","7","7"
"1130","72","250","0","10000","white","8","8",NA,"8","1","2","0","0"
"1131","63","139","1","15000","white","16","16","16","7","1","2","0","0"
"1132","74","199","0","30000","white","12","12","12","8","1","2","5","5"
"1133","74","225","0","35900","white","16","16","16","4","6","2","0","0"
"1134","66","104","1","12000","white","13","13",NA,"1","7","2","1","1"
"1135","68","145","1",NA,"white","12",NA,"12","8","4","2","0","0"
"1136","68","105","1",NA,"white","16","16",NA,"6","1","2","0","0"
"1137","72","165","0","15000","white","15","15","15","2","1","2","7","7"
"1138","69","115","1","10000","white","16","16","16","2","2","1","0","0"
"1139","66","150","1","45000","white","18","18","18","7","5","2","0","0"
"1140","62","175","1","5000","white","12","12","12","4","5","2","3","3"
"1141","68","130","0","5000","white","11","11","11","8","1","1","0","0"
"1142","74","185","0","40000","white","16","16","16","8","6","2","0","0"
"1143","62","150","1",NA,"white","16","16","16","8","1","2","0","0"
"1144","72","180","0","21500","white","12","12","12","8","6","1","4","4"
"1145","66","132","0","14000","white","12",NA,NA,"8","1","1","4","4"
"1146","67","175","0","38000","other","17","17","17","7","4","2","0","0"
"1147","65","130","1","1000","white","12","12","12","8","7","2","0","0"
"1148","66","240","0","14000","white","12","12",NA,"8","1","2","4","4"
"1149","65","130","1","15000","white","12","12","12","8","2","1","1","1"
"1150","60","145","1",NA,"white","12","12","12","5","4","2","0","0"
"1151","64","110","1","15000","white","16","16","16","6","2","1","0","0"
"1152","62","132","1","0","hispanic","12",NA,NA,"8","1","2","0","0"
"1153","64","160","1","25000","white","12",NA,NA,"4","1","2","0","0"
"1154","68","145","1","24000","white","13","13","13","7","6","2","0","0"
"1155","64","130","1","4500","white","16","16","16","8","4","1","4","4"
"1156","64","127","1","18000","white","16","16","16","7","5","2","0","0"
"1157","70","220","0",NA,"white","8","8","8","8","1","1","0","0"
"1158","64","115","1","45000","white","12","12","12","8","7","2","0","0"
"1159","63","100","1","14000","white","12",NA,"12","2","2","2","0","0"
"1160","69","160","1","10000","white","12","12","12","1","1","2","7","7"
"1161","67","150","1","9500","white","12","12","12","2","1","1","1","1"
"1162","63","140","1","11000","white","15","15","15","1","1","2","0","0"
"1163","67","140","0","17000","white","12","12","12","8","5","2","0","0"
"1164","60","130","1","6000","white","13","13","13","8","6","2","0","0"
"1165","62","140","1","2500","white","11",NA,NA,"8","1","2","0","0"
"1166","72","163","0","40000","white","16","16","16","7","5","2","0","0"
"1167","67","190","1","0","white","14","14","14","6","5","2","2","2"
"1168","67","165","0","25000","white","16","16","16","8","2","2","1","1"
"1169",NA,"194","0","25000","white","13","13","13","6","1","1","0","0"
"1170","68","170","1","15000","white","13","13","13","8","1","2","2","2"
"1171","66","170","1","28000","black","15","15","15","8","2","1","0","0"
"1172","66","136","1","33000","black","12","12","12","8","1","2","1","1"
"1173","68","210","1","5000","white","16","16","16","8","4","2","0","0"
"1174","60","149","1","4000","white","8",NA,NA,"8","1","2","7","7"
"1175","67","150","1","0","white","12","12",NA,"8","6","1","7","7"
"1176","65","130","0","4100","white","16","16","16","5","2","1","0","0"
"1177","60","89","0","5000","white","11","11",NA,"1","1","2","0","0"
"1178","69","135","1","25000","white","12","12","12","1","1","2","0","0"
"1179","72","205","0","32000","white","12","12",NA,"2","7","2","0","0"
"1180","65","170","0","15000","hispanic","9","9","9","8","1","1","0","0"
"1181","69","170","0","15000","white","14","14","14","7","3","1","0","0"
"1182","64","140","1","13000","white","8",NA,NA,"8","1","1","0","0"
"1183","64","150","0","8000","hispanic","8","8","8","1","4","2","0","0"
"1184","68","160","0",NA,"other","12",NA,NA,"1","1","2","0","0"
"1185","62","100","1","0","other","17","17","17","1","1","2","3","3"
"1186","67","145","1",NA,"white","11","11","11","1","1","2","1","1"
"1187","65","170","1","0","white","13","13","13","5","4","2","0","0"
"1188","64","125","1","17000","white","12","12","12","8","2","2","1","1"
"1189","67","137","1","15000","white","12","12","12","8","1","2","0","0"
"1190","66","170","0","18000","white","13","13","13","8","4","2","0","0"
"1191","73","165","0","12000","white","12","12","12","7","7","2","1","1"
"1192","74","295","0","7000","white","7","7","7","7","1","2","1","1"
"1193","66","121","1","0","white","12","12","12","2","2","2","2","2"
"1194","65","130","1","1200","white","14","14","14","6","3","2","1","1"
"1195","72","170","0","0","white","12","12","12","6","7","2","0","0"
"1196","64","120","1","0","white","12","12","12","6","4","2","2","2"
"1197","62","999","1",NA,"white","9",NA,NA,"7","1","2","1","1"
"1198","74","173","0",NA,"white","11","11","11","8","1","1","0","0"
"1199","63","165","0","14000","white","12","12","12","1","1","1","0","0"
"1200","63","115","1","17000","white","12","12","12","2","1","1","3","3"
"1201","66","150","0","30000","white","12","12","12","8","2","2","3","3"
"1202","69","196","0","5000","white","6","6","6","8","1","2","0","0"
"1203","72","230","0","0","white","10",NA,NA,"1","4","2","0","0"
"1204","62","155","1",NA,"white","14","14","14","4","1","2","0","0"
"1205","63","118","1",NA,"white","14","14","14","2","6","1","1","1"
"1206","64","140","1","62000","white","12","12","12","7","1","2","0","0"
"1207","70","260","0","25000","white","12",NA,NA,"4","1","2","0","0"
"1208","69","175","0",NA,"white","12","12","12","7","2","2","0","0"
"1209","66","185","1","22000","hispanic","12","12","12","5","2","2","0","0"
"1210","63","130","1","15000","white","12","12","12","5","4","1","2","2"
"1211","62","115","1",NA,"white","16","16","16","5","5","2",NA,NA
"1212","73","210","0","27000","white","12","12","12","3","3","2","3","3"
"1213","63","135","1","20000","white","16","16","16","3","5","2","0","0"
"1214","69","160","1","9000","white","11","11","11","8","7","2","2","2"
"1215","66","120","1","0","white","14","14","14","3","5","2","0","0"
"1216","73","168","0","17000","white","12","12",NA,"4","5","2","0","0"
"1217","65","119","1","5000","white","14","14","14","8","1","2","4","4"
"1218","66","135","1",NA,"white","15","15","15","1","1","2","1","1"
"1219","71","145","0","15000","white","12","12","12","1","1","1","4","4"
"1220","68","160","1","1800","white","12","12","12","6","1","2","7","7"
"1221","64","145","1","18000","white","12","12","12","3","1","2","1","1"
"1222","63","120","1","25000","white","18","18","18","8","1","2","0","0"
"1223","72","176","0",NA,"white","12","12","12","3","7","1","0","0"
"1224","66","150","1","5000","black","14","14","14","8","6","2","2","2"
"1225","70","220","0","20000","black","16","16","16","8","5","2","2","2"
"1226","64","115","1","75000","white","15","15","15","7","4","2","1","1"
"1227","66","170","1","3500","white","12","12","12","6","3","2","0","0"
"1228","61","130","1","36000","white","12",NA,"12","8","1","2","0","0"
"1229","72","210","0","30000","white","12","12","12","5","3","1","3","3"
"1230","65","145","1","25000","white","13","13","13","1","7","1","0","0"
"1231","64","200","1","1000","white","14","14","14","3","1","2","4","4"
"1232","68","187","0","60000","white","12",NA,NA,"8","1","2","0","0"
"1233","64","170","1","5000","white","12",NA,NA,"1","1","2","1","1"
"1234","74","195","0","35000","white","13",NA,"13","8","1","2","0","0"
"1235","67","160","0","9000","white","13","13","13","8","1","1","0","0"
"1236","70","184","0","35000","white","9","9","9","7","1","2","0","0"
"1237","66","150","1","11000","white","10","10","10","6","1","1","0","0"
"1238","71","180","0","12000","white","12","12","12","8","6","2","0","0"
"1239","71","170","0","30000","white","12","12","12","7","4","1","0","0"
"1240","71","155","0","19000","black","7",NA,NA,"8","1","1","0","0"
"1241","67","215","1","5000","white","12","12",NA,"2","1","2","0","0"
"1242","74","205","0","9000","white","9",NA,NA,"1","1","1","0","0"
"1243","75","225","0","30000","white","16","16","16","7","2","2","0","0"
"1244","62","118","1","0","white","12","12","12","4","1","2","5","5"
"1245","72","150","0","9000","white","12","12","12","2","4","2","2","2"
"1246","66","145","1","15000","hispanic","16","16","16","6","5","2","0","0"
"1247","65","135","1","8000","black","12","12","12","8","5","2","3","3"
"1248","70","175","0","25000","white","8",NA,NA,"8","1","2","7","7"
"1249","66","129","1","10000","white","10","10","10","4","1","2","0","0"
"1250","70","176","0",NA,"white","18","18","18","8","1","2","1","1"
"1251","72","160","0","33000","white","12",NA,"12","8","4","2","1","1"
"1252","70","175","0","5000","black","10",NA,NA,"8","7","2","0","0"
"1253","72","185","1","5000","black","5",NA,NA,"1","1","2","0","0"
"1254","64","237","1","15000","black","9",NA,NA,"8","1","2","0","0"
"1255","60","140","1","12000","hispanic","12","12","12","8","1","2","7","7"
"1256","64","136","1","18000","white","15","15","15","3","4","1","2","2"
"1257","61","169","1","5000","hispanic","8","8","8","5","1","2","0","0"
"1258","66","181","1","15000","black","12","12","12","6","1","2","0","0"
"1259","65","193","1","30000","white","13","13","13","7","1","2","0","0"
"1260","65","198","1","12500","white","12","12","12","5","4","2","3","3"
"1261","62","145","1","10000","black","12",NA,"12","1","1","2","0","0"
"1262","68","212","0","8500","black","13","13","13","1","1","2","0","0"
"1263","67","162","1",NA,"black","7","7",NA,"8","1","2","7","7"
"1264","67","205","1","15000","white","13","13","13","1","2","2","0","0"
"1265","73","175","0","21000","black","14","14","14","8","1","2","0","0"
"1266","63","122","1","0","white","12","12","12","8","6","2","0","0"
"1267","64","153","1","21000","white","12","12","12","2","1","2","0","0"
"1268","70","210","0",NA,"white","12","12","12","7","2","2","0","0"
"1269","63","120","1",NA,"white","12","12","12","8","1","2","0","0"
"1270","66","135","1","0","white","13","13","13","7","6","2","0","0"
"1271","61","107","1",NA,"white","12","12",NA,"8","7","2","0","0"
"1272","68","160","1","21000","white","17","17","17","4","2","2","0","0"
"1273","63","123","1","0","white","13","13","13","2","5","2","4","4"
"1274","66","160","1","5000","white","12","12","12","4","1","2","0","0"
"1275","71","153","1","22000","white","17","17","17","2","1","2","2","2"
"1276","67","155","0",NA,"black","8",NA,NA,"4","1","2","0","0"
"1277","73","155","0","30000","white","14","14","14","8","4","2","0","0"
"1278","64","185","1","0","white","12","12","12","3","1","1","3","3"
"1279","61","140","1","123000","white","14","14","14","8","3","2","0","0"
"1280","63","190","1","8000","white","9",NA,"9","8","1","2","4","4"
"1281","63","140","1","0","white","9",NA,NA,"1","1","1","1","1"
"1282","62","115","1","0","white","8","8","8","7","1","1","0","0"
"1283","64","145","1","2000","white","9","9",NA,"3","1","2","0","0"
"1284","67","195","1","7600","white","6",NA,"6","5","1","2","0","0"
"1285","67","145","1","0","white","12","12","12","1","1","2","2","2"
"1286","66","157","1","5000","white","8",NA,NA,"7","1","2","0","0"
"1287","72","160","0","15000","white","14","14","14","7","5","2","2","2"
"1288","73","185","0",NA,"white","16","16","16","6","1","2","0","0"
"1289","66","135","1","5000","white","15","15","15","1","1","2","0","0"
"1290","66","135","1","15000","black","12","12","12","5","1","2","0","0"
"1291","61","114","1","0","white","18","18","18","3","1","2","0","0"
"1292","63","138","1","10000","white","12","12","12","2","1","2","4","4"
"1293","73","244","0","35000","white","12","12","12","8","2","2","2","2"
"1294","64","130","1","15000","white","12","12","12","1","1","2","7","7"
"1295","66","158","1","15000","white","16","16","16","7","5","1","0","0"
"1296","70","155","1","4000","white","12","12","12","8","3","1","0","0"
"1297","68","165","0","16000","white","8","8",NA,"2","6","2","0","0"
"1298","67","128","1","200","white","12","12","12","7","1","2","0","0"
"1299","74","195","0","23000","white","16","16","16","4","4","2","0","0"
"1300","64","123","1","16000","white","16","16","16","8","5","1","2","2"
"1301","61","130","1","0","white","12","12","12","2","1","2","1","1"
"1302","66","250","1","0","white","12","12","12","1","1","2","0","0"
"1303","60","200","1","6000","white","12","12","12","2","1","2","3","3"
"1304","59","125","1","600","white","9","9","9","8","1","2","0","0"
"1305","62","160","1","0","black","16","16","16","5","1","2","1","1"
"1306","74","160","0",NA,"black","14","14","14","3","1","2","2","2"
"1307","62","187","1","0","black","14","14","14","8","1","2","2","2"
