"G1mat","G2mat","G3mat","G1por","G2por","G3por","school","sex","age","address","famsize","Pstatus","Medu","Fedu","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences"
15,14,14,14,15,15,0,1,18,1,0,1,2,1,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6
NA,NA,NA,7,8,8,0,1,18,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
12,13,13,10,9,10,0,1,18,1,0,1,2,2,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0
NA,NA,NA,15,14,15,0,1,18,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7,7,0,8,7,8,0,1,18,1,0,1,2,2,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0
6,7,8,12,11,11,0,1,18,1,0,1,2,2,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15
6,8,8,7,8,7,0,1,18,1,0,1,3,2,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0
10,9,10,10,12,14,0,1,18,1,0,1,4,2,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10
12,11,11,15,16,16,0,1,18,1,0,1,4,2,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11
8,8,8,10,10,11,0,1,18,1,0,1,4,3,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2
10,10,9,14,13,14,0,1,18,1,0,1,4,3,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0
9,12,11,13,14,13,0,1,18,1,0,1,4,4,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3
9,9,9,12,12,13,0,1,18,1,0,1,4,4,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22
9,9,9,11,12,12,0,1,18,1,0,1,4,4,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22
10,10,0,12,12,13,0,1,18,1,0,1,4,4,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0
10,10,0,11,12,12,0,1,18,1,0,1,4,4,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0
NA,NA,NA,13,14,15,0,1,18,1,1,0,3,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
15,13,15,17,17,17,0,1,18,1,1,0,4,4,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9
6,5,0,11,9,0,0,1,18,1,1,1,1,1,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0
10,8,9,9,10,11,0,1,18,1,1,1,2,1,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14
NA,NA,NA,11,10,11,0,1,18,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
9,8,8,11,11,12,0,1,18,1,1,1,2,2,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2
NA,NA,NA,9,11,12,0,1,18,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,11,12,0,1,18,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
6,6,8,10,10,10,0,1,18,1,1,1,3,3,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13
16,15,15,16,16,17,0,1,18,1,1,1,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11
10,11,10,10,10,10,0,1,18,1,1,1,4,3,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8
NA,NA,NA,8,9,11,0,1,18,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
16,15,16,18,18,17,0,1,18,1,1,1,4,4,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5
NA,NA,NA,11,10,10,0,1,19,0,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
15,12,12,10,10,11,0,1,19,0,0,1,3,3,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0
NA,NA,NA,9,10,11,0,1,19,0,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
13,11,11,NA,NA,NA,0,1,19,1,0,1,1,2,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3
NA,NA,NA,7,11,11,0,1,19,1,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
5,0,0,11,9,11,0,1,19,1,0,1,3,2,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0
15,14,13,NA,NA,NA,0,1,19,1,0,1,3,3,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20
NA,NA,NA,11,10,10,0,1,19,1,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
8,9,8,NA,NA,NA,0,1,19,1,0,1,4,4,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38
11,11,11,11,13,14,0,1,19,1,1,0,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12
17,18,18,14,15,15,0,1,20,1,0,0,3,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0
NA,NA,NA,9,10,10,0,1,21,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
6,8,8,7,8,5,0,1,22,1,0,1,3,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16
NA,NA,NA,13,14,14,1,0,15,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,10,11,1,0,15,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,10,10,1,0,15,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,13,13,1,0,15,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,10,11,1,0,15,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,16,16,1,0,15,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,12,12,1,0,15,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,14,14,1,0,15,0,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,10,9,1,0,15,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,10,10,1,0,15,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,7,8,1,0,15,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,8,9,1,0,15,0,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,11,12,1,0,15,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,10,9,1,0,15,1,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,13,14,1,0,15,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,10,10,1,0,16,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,11,12,1,0,16,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,7,8,1,0,16,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,9,10,1,0,16,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,12,14,1,0,16,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,10,13,1,0,16,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,14,13,1,0,16,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,11,12,1,0,16,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,12,12,1,0,16,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,10,11,1,0,16,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,10,11,1,0,16,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,13,14,1,0,16,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,16,17,17,1,0,16,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,10,10,1,0,16,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,15,15,15,1,0,16,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,16,16,1,0,16,0,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,16,16,17,1,0,16,0,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,16,17,18,1,0,16,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,14,14,1,0,16,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,9,9,1,0,16,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,14,15,1,0,16,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,8,8,1,0,16,0,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,11,11,1,0,16,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,14,16,1,0,16,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,13,12,1,0,16,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,9,8,1,0,16,0,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,5,5,7,1,0,16,1,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,14,15,1,0,16,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,14,14,1,0,16,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,8,8,1,0,16,1,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,8,8,1,0,16,1,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,11,1,0,16,1,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,13,14,1,0,16,1,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,10,10,1,0,16,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,17,16,16,1,0,16,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,6,8,1,0,16,1,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,6,7,1,0,16,1,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,13,13,1,0,16,1,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,8,8,1,0,16,1,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,12,1,0,16,1,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,9,11,1,0,16,1,1,0,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,7,8,1,0,16,1,1,0,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,8,8,1,0,16,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,15,16,1,0,16,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,10,10,1,0,16,1,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,11,11,1,0,16,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,11,1,0,17,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,10,1,0,17,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,11,11,1,0,17,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,6,7,1,0,17,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7,6,0,8,8,9,1,0,17,0,0,1,1,1,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0
6,5,5,7,8,9,1,0,17,0,0,1,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14
12,11,12,13,13,13,1,0,17,0,0,1,1,2,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0
NA,NA,NA,9,10,11,1,0,17,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,10,11,1,0,17,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,9,9,1,0,17,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,9,11,1,0,17,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,15,17,17,1,0,17,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,12,1,0,17,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
10,10,10,8,9,9,1,0,17,0,0,1,3,1,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17
NA,NA,NA,7,9,10,1,0,17,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,10,10,1,0,17,0,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,14,14,1,0,17,0,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,17,18,18,1,0,17,0,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
12,13,13,12,12,12,1,0,17,0,0,1,4,4,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4
NA,NA,NA,11,11,12,1,0,17,0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,7,8,1,0,17,0,1,0,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,9,10,1,0,17,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,10,11,1,0,17,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,9,10,1,0,17,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,9,10,1,0,17,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,9,10,1,0,17,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
13,11,11,10,11,12,1,0,17,1,0,1,2,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8
NA,NA,NA,9,11,11,1,0,17,1,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,12,13,1,0,17,1,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,10,9,1,0,17,1,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,17,18,18,1,0,17,1,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,18,18,18,1,0,17,1,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,8,0,1,0,17,1,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,9,11,1,0,17,1,0,1,4,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,15,16,1,0,17,1,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
12,12,11,15,14,15,1,0,17,1,1,0,3,2,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2
NA,NA,NA,11,11,10,1,0,17,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,10,10,1,0,17,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
16,15,15,15,14,15,1,0,17,1,1,1,4,4,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0
NA,NA,NA,10,11,10,1,0,18,0,0,0,4,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,11,10,1,0,18,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,7,7,1,0,18,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
8,8,10,10,11,12,1,0,18,0,0,1,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2
NA,NA,NA,9,0,0,1,0,18,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10,9,10,14,17,15,1,0,18,0,0,1,2,2,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2
NA,NA,NA,8,6,0,1,0,18,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,14,15,1,0,18,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
14,12,11,7,5,0,1,0,18,0,0,1,4,4,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10
6,5,6,7,9,10,1,0,18,0,0,1,4,4,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7
NA,NA,NA,16,15,15,1,0,18,0,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
13,13,13,NA,NA,NA,1,0,18,0,1,0,1,4,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0
NA,NA,NA,7,9,10,1,0,18,0,1,0,3,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,5,0,0,1,0,18,0,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,6,8,1,0,18,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
19,18,19,15,17,17,1,0,18,0,1,1,4,4,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0
8,9,10,13,14,14,1,0,18,0,1,1,4,4,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4
NA,NA,NA,6,8,8,1,0,18,1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,5,8,1,0,18,1,0,0,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,10,10,1,0,18,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
6,5,0,7,8,7,1,0,18,1,0,1,1,1,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0
6,5,0,11,12,9,1,0,18,1,0,1,1,1,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0
NA,NA,NA,11,11,12,1,0,18,1,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,8,8,1,0,18,1,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,8,10,1,0,18,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,13,14,1,0,18,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
11,10,10,10,10,10,1,0,18,1,0,1,2,3,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0
15,15,15,16,16,16,1,0,18,1,0,1,3,3,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0
10,9,9,10,10,10,1,0,18,1,0,1,3,3,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0
11,11,10,13,12,13,1,0,18,1,0,1,3,3,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0
NA,NA,NA,18,18,18,1,0,18,1,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,10,11,1,0,18,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,13,14,1,0,18,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
18,16,16,19,17,18,1,0,18,1,1,1,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0
NA,NA,NA,9,8,10,1,0,18,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,12,13,1,0,18,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7,9,8,15,15,16,1,0,18,1,1,1,3,1,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0
