"","age","gender","race","gayFavorFederalMarriage","gayFavorStateMarriage","gayKnowSomeone"
"36658",61,"Female","Black","No",NA,"No"
"36659",63,"Male","White","Yes","No","No"
"36660",82,"Female","White","Yes","No","No"
"36661",50,"Female","White","No",NA,NA
"36662",42,"Female","White","No","No","Yes"
"36663",57,"Female","White","No",NA,NA
"36664",42,"Male",NA,"No",NA,NA
"36665",30,"Female","Other","Yes",NA,NA
"36666",28,"Male","White","Yes","No",NA
"36667",63,"Male","White","Yes",NA,NA
"36668",71,"Female","White","No","No",NA
"36669",49,"Female","White","No","Yes","Yes"
"36670",37,"Male","White","Yes","No","No"
"36671",67,"Male","White","No","No","Yes"
"36672",24,"Female","White","No",NA,NA
"36673",38,"Male","White","No",NA,NA
"36674",18,"Male","White","No","Yes",NA
"36675",52,"Female","Hispanic","Yes",NA,NA
"36676",27,"Female","Black","Yes","No",NA
"36677",77,"Female","White","Yes",NA,NA
"36678",52,"Female","Hispanic","Yes",NA,NA
"36679",37,"Male","Black","No","No","Yes"
"36680",32,"Female","White","Yes",NA,NA
"36681",64,"Female","White","Yes",NA,NA
"36682",35,"Female","White","Yes",NA,NA
"36683",24,"Female","White","Yes","Yes",NA
"36684",47,"Female","White","No",NA,NA
"36685",39,"Female","Black","No",NA,NA
"36686",61,"Male","White","No",NA,NA
"36687",55,"Male","White","No","No","Yes"
"36688",40,"Male","White","Yes","Yes","No"
"36689",46,"Male","White","Yes","No","Yes"
"36690",67,"Female","White","Yes","No",NA
"36691",65,"Male","White","No","Yes",NA
"36692",77,"Female","White","Yes",NA,NA
"36693",19,"Male","White","No",NA,"Yes"
"36694",45,"Female","White","Yes","No",NA
"36695",55,"Female","White","No",NA,NA
"36696",45,"Female","White","No",NA,NA
"36697",36,"Female","White","No","No",NA
"36698",56,"Female","White","No",NA,NA
"36699",70,"Male","White","Yes",NA,"No"
"36700",39,"Female","Black","No",NA,"No"
"36701",77,"Female","White","No",NA,NA
"36702",72,"Female","White","Yes",NA,NA
"36703",30,"Male","White","No",NA,NA
"36704",45,"Male","White","No",NA,NA
"36705",25,"Male","Hispanic","Yes","Yes",NA
"36706",20,"Female","White","No","Yes","Yes"
"36707",37,"Female","White","Yes",NA,"No"
"36708",57,"Male","White","No","Yes",NA
"36709",62,"Male","White","Yes",NA,NA
"36710",62,"Male","White","Yes",NA,NA
"36711",63,"Male","Other","No",NA,NA
"36712",45,"Female","White","No","No","Yes"
"36713",36,"Male","White","No",NA,NA
"36714",61,"Female","White","No","Yes",NA
"36715",84,"Female","White","No",NA,"No"
"36716",51,"Female","White","No",NA,NA
"36717",50,"Female","White","Yes",NA,NA
"36718",48,"Female","White","No","Yes","Yes"
"36719",40,"Female","White","No",NA,NA
"36720",60,"Female","White","No","Yes","Yes"
"36721",23,"Female","Black","No","Yes","Yes"
"36722",60,"Male","Hispanic","Yes","No",NA
"36723",50,"Male","White","No",NA,NA
"36724",35,"Male","White","No",NA,NA
"36725",40,"Male","White","No",NA,NA
"36726",26,"Female","White","No",NA,"No"
"36727",59,"Female","White","Yes",NA,NA
"36728",33,"Male","White","No",NA,NA
"36729",36,"Female","Other","No","Yes",NA
"36730",40,"Female","Black","No",NA,NA
"36731",60,"Female","White","No",NA,NA
"36732",32,"Female","White","Yes","No","Yes"
"36733",40,"Female","Hispanic","Yes","No","No"
"36734",52,"Female","White","Yes","No",NA
"36735",71,"Female","White","No","No",NA
"36736",78,"Male","White","No",NA,NA
"36737",73,"Male","White","Yes",NA,NA
"36738",40,"Female","White","Yes","No","No"
"36739",24,"Female","White","Yes",NA,NA
"36740",60,"Male","Other","No",NA,NA
"36741",20,"Male","White","Yes",NA,NA
"36742",83,"Female","White","No",NA,NA
"36743",50,"Female","White","No","No",NA
"36744",68,"Male","White","Yes","No",NA
"36745",39,"Female",NA,"No",NA,NA
"36746",60,"Female","White","No",NA,"No"
"36747",19,"Male","Hispanic","No",NA,NA
"36748",43,"Female","White","No",NA,"No"
"36749",21,"Male","White","Yes",NA,NA
"36750",56,"Male","White","No",NA,NA
"36751",64,"Male","White","No",NA,NA
"36752",70,"Male","White","Yes",NA,NA
"36753",48,"Female","White","No",NA,NA
"36754",52,"Female","Black","No",NA,NA
"36755",46,"Female","White","No",NA,NA
"36756",57,"Male","White","Yes",NA,NA
"36757",NA,"Female","White","No","No",NA
"36758",29,"Female","Black","Yes",NA,NA
"36759",37,"Male","Black","Yes","Yes","No"
"36760",30,"Male","White","No",NA,NA
"36761",NA,"Male",NA,"No",NA,NA
"36762",26,"Male","Other","Yes",NA,NA
"36763",32,"Male","White","No","No","Yes"
"36764",37,"Female","White","Yes","No","Yes"
"36765",57,"Male","White","Yes",NA,"Yes"
"36766",40,"Female","White","No","No","Yes"
"36767",86,"Female","White","No","No","No"
"36768",29,"Male","White","No",NA,NA
"36769",84,"Male","White","No",NA,NA
"36770",24,"Male","White","Yes",NA,"No"
"36771",48,"Male","White","No","No",NA
"36772",NA,"Female",NA,"Yes","No","No"
"36773",52,"Male","Black","Yes",NA,NA
"36774",44,"Female","White","Yes","No",NA
"36775",65,"Female","White","Yes",NA,"No"
"36776",42,"Male","White","Yes",NA,NA
"36777",82,"Female","White","Yes","No","No"
"36778",40,"Female","White","Yes","No",NA
"36779",38,"Female","White","No","No","Yes"
"36780",78,"Male","White","No",NA,NA
"36781",24,"Female","White","No",NA,NA
"36782",50,"Female","Other","No",NA,"Yes"
"36783",63,"Male","White","Yes",NA,"Yes"
"36784",53,"Female","Other","No",NA,"Yes"
"36785",49,"Male","White","Yes",NA,NA
"36786",43,"Female","White","No","Yes",NA
"36787",52,"Male","White","No",NA,"Yes"
"36788",47,"Female","White","Yes",NA,"No"
"36789",88,"Female",NA,"Yes","No","No"
"36790",73,"Male","White","Yes",NA,NA
"36791",52,"Male","White","No","No",NA
"36792",49,"Male","White","Yes",NA,"No"
"36793",57,"Male","White","No","No","Yes"
"36794",47,"Male","White","Yes",NA,NA
"36795",19,"Female","White","Yes","No","No"
"36796",54,"Male","White","No","No","No"
"36797",79,"Female","White","No",NA,"Yes"
"36798",29,"Female","Hispanic","No",NA,"Yes"
"36799",84,"Female","White","Yes",NA,NA
"36800",59,"Female","White","No","No",NA
"36801",49,"Male","Other","Yes","No","No"
"36802",36,"Female","White","No",NA,NA
"36803",70,"Female","White","No","No","No"
"36804",23,"Male","White","Yes","No","No"
"36805",48,"Female","White","Yes",NA,NA
"36806",60,"Female","White","No",NA,"No"
"36807",42,"Female","White","No",NA,NA
"36808",65,"Male","White","No",NA,NA
"36809",42,"Female","White","No","No","Yes"
"36810",50,"Female","White","No",NA,NA
"36811",55,"Female",NA,"No",NA,"No"
"36812",29,"Female","White","Yes",NA,NA
"36813",62,"Female","White","No",NA,NA
"36814",21,"Female","Hispanic","Yes",NA,NA
"36815",47,"Female","White","Yes","Yes","Yes"
"36816",37,"Female","White","No","Yes",NA
"36817",42,"Male",NA,"Yes","Yes",NA
"36818",21,"Male","White","No",NA,NA
"36819",23,"Male","Hispanic","No","No","No"
"36820",47,"Male","White","No","No",NA
"36821",51,"Female","White","Yes",NA,"Yes"
"36822",71,"Male","White","No","No",NA
"36823",27,"Female","White","No","Yes","No"
"36824",88,"Male","White","No","Yes",NA
"36825",39,"Male","White","No","Yes",NA
"36826",49,"Male","Other","No","Yes","Yes"
"36827",48,"Female",NA,"Yes","No",NA
"36828",NA,"Female",NA,"No",NA,NA
"36829",59,"Male","White","Yes",NA,NA
"36830",72,"Female","White","No",NA,"No"
"36831",58,"Female","White","No",NA,NA
"36832",36,"Male","White","Yes",NA,NA
"36833",35,"Male","White","No","No",NA
"36834",40,"Female","White","No","Yes","Yes"
"36835",36,"Female","Black","No","No",NA
"36836",38,"Female","White","No",NA,NA
"36837",45,"Male","White","No",NA,NA
"36838",88,"Female","White","No","No","No"
"36839",57,"Male","White","No","Yes","Yes"
"36840",50,"Female","White","No","Yes","Yes"
"36841",53,"Male","White","Yes",NA,"Yes"
"36842",60,"Male","White","Yes",NA,NA
"36843",28,"Male","White","No",NA,NA
"36844",20,"Female","White","No",NA,NA
"36845",66,"Male","White","No",NA,"No"
"36846",28,"Female","White","Yes","Yes",NA
"36847",51,"Male","White","No",NA,NA
"36848",33,"Female","Black","Yes",NA,NA
"36849",62,"Male","Other","Yes","No",NA
"36850",58,"Male","White","Yes","No","No"
"36851",25,"Female","White","No",NA,NA
"36852",48,"Female","White","No","No","Yes"
"36853",38,"Male","White","Yes","No","No"
"36854",34,"Female","White","Yes","No","Yes"
"36855",64,"Male",NA,"No",NA,NA
"36856",56,"Female","Black","No","No",NA
"36857",65,"Male","White","Yes",NA,NA
"36858",52,"Male","White","No",NA,NA
"36859",42,"Female","White","Yes",NA,NA
"36860",46,"Female","White","Yes","No",NA
"36861",25,"Male","Black","No",NA,NA
"36862",37,"Female","White","No",NA,"Yes"
"36863",28,"Female","Black","Yes",NA,NA
"36864",26,"Female","White","Yes",NA,NA
"36865",30,"Female","White","No",NA,NA
"36866",65,"Female","White","Yes",NA,NA
"36867",58,"Male","White","No","Yes",NA
"36868",42,"Female","White","No",NA,NA
"36869",35,"Female","White","No",NA,"Yes"
"36870",45,"Female","Other","No",NA,NA
"36871",53,"Male","White","No",NA,"Yes"
"36872",77,"Female","White","No","Yes","No"
"36873",62,"Male","White","No",NA,NA
"36874",61,"Female","White","Yes","Yes","No"
"36875",47,"Male","Other","No","Yes",NA
"36876",46,"Male","White","Yes","Yes","Yes"
"36877",21,"Female","White","No",NA,NA
"36878",37,"Female","White","Yes",NA,NA
"36879",31,"Male","Black","Yes",NA,NA
"36880",35,"Male","White","Yes","No","No"
"36881",27,"Female","Black","Yes",NA,NA
"36882",37,"Female","Black","Yes","No","No"
"36883",50,"Female","White","Yes",NA,"Yes"
"36884",41,"Female","White","No",NA,NA
"36885",66,"Male","White","Yes",NA,NA
"36886",42,"Female","White","No",NA,NA
"36887",49,"Male","White","Yes",NA,NA
"36888",67,"Male","White","Yes",NA,NA
"36889",23,"Female","White","No",NA,NA
"36890",66,"Female","White","Yes",NA,"No"
"36891",51,"Male","Black","No",NA,NA
"36892",35,"Male","White","No",NA,NA
"36893",32,"Male","White","Yes",NA,NA
"36894",30,"Male","White","Yes","No","Yes"
"36895",40,"Female","White","No",NA,NA
"36896",78,"Female","White","No",NA,NA
"36897",NA,"Male",NA,"No","No","No"
"36898",68,"Female","White","Yes",NA,NA
"36899",43,"Female","White","Yes",NA,"No"
"36900",18,"Female","Black","Yes",NA,"Yes"
"36901",19,"Male","White","No","Yes","No"
"36902",27,"Male","Hispanic","No","No",NA
"36903",47,"Female","White","No","No",NA
"36904",44,"Female","White","Yes",NA,NA
"36905",52,"Male",NA,"No","No","No"
"36906",75,"Male","Other","Yes",NA,NA
"36907",50,"Female","White","No",NA,NA
"36908",45,"Female","White","No",NA,NA
"36909",37,"Male","White","No","No",NA
"36910",57,"Male",NA,"No",NA,NA
"36911",50,"Female","Hispanic","No",NA,NA
"36912",47,"Male","White","No","Yes","Yes"
"36913",29,"Female","Hispanic","No","No","No"
"36914",58,"Female","Hispanic","Yes",NA,NA
"36915",59,"Male","Hispanic","No",NA,NA
"36916",42,"Female","White","No","No","Yes"
"36917",45,"Female","White","No",NA,"No"
"36918",49,"Male","White","No",NA,"Yes"
"36919",49,"Male","Other","No",NA,NA
"36920",24,"Male","White","Yes","No","No"
"36921",76,"Female","White","No",NA,"No"
"36922",26,"Female","White","Yes",NA,NA
"36923",51,"Female","White","No",NA,NA
"36924",40,"Female","Hispanic","No",NA,NA
"36925",34,"Female","White","No",NA,"Yes"
"36926",72,"Female","Other","No","No","No"
"36927",32,"Female","White","No",NA,NA
"36928",53,"Female","White","No",NA,NA
"36929",37,"Male","White","Yes",NA,NA
"36930",38,"Female","White","No",NA,"Yes"
"36931",29,"Male","White","No","No","Yes"
"36932",52,"Male","White","Yes",NA,NA
"36933",48,"Female","White","Yes",NA,NA
"36934",27,"Female","White","Yes","No","Yes"
"36935",63,"Male","White","No","No","No"
"36936",63,"Male","White","No","Yes","No"
"36937",27,"Male","Black","No","No","Yes"
"36938",45,"Female","White","No",NA,"Yes"
"36939",38,"Male","White","Yes",NA,NA
"36940",25,"Male","White","Yes",NA,NA
"36941",55,"Male","White","No",NA,NA
"36942",52,"Male","White","No","No","Yes"
"36943",50,"Male","Hispanic","Yes",NA,NA
"36944",26,"Male","White","No","No","Yes"
"36945",23,"Female","White","Yes",NA,NA
"36946",42,"Male","White","No",NA,"Yes"
"36947",42,"Female","White","No",NA,NA
"36948",44,"Female","White","Yes",NA,NA
"36949",27,"Male","White","No",NA,"No"
"36950",50,"Female","Hispanic","No",NA,NA
"36951",53,"Female","Hispanic","No",NA,NA
"36952",60,"Male","White","No",NA,NA
"36953",42,"Female","Hispanic","No",NA,NA
"36954",58,"Female","Other","Yes",NA,NA
"36955",32,"Female","White","No",NA,NA
"36956",46,"Female","Other","Yes","No",NA
"36957",68,"Male","White","Yes",NA,NA
"36958",60,"Female","Hispanic","No",NA,NA
"36959",42,"Female","Other","No",NA,NA
"36960",62,"Female","White","No","No","No"
"36961",21,"Male","White","No",NA,NA
"36962",69,"Male","White","No",NA,NA
"36963",69,"Male","White","Yes","No",NA
"36964",70,"Female","Other","Yes",NA,"No"
"36965",68,"Female","White","Yes","No","Yes"
"36966",43,"Male","White","No",NA,"Yes"
"36967",28,"Female","Hispanic","No",NA,NA
"36968",28,"Female","White","Yes",NA,"Yes"
"36969",41,"Female","White","Yes",NA,"Yes"
"36970",28,"Male","White","Yes",NA,NA
"36971",33,"Female","Black","No","No",NA
"36972",31,"Female","White","Yes",NA,NA
"36973",39,"Male","Hispanic","Yes","No","No"
"36974",23,"Female","White","Yes","No","No"
"36975",61,"Male","White","Yes",NA,NA
"36976",24,"Female","White","No",NA,"Yes"
"36977",26,"Male","White","No","Yes",NA
"36978",43,"Female","White","Yes",NA,NA
"36979",40,"Male","White","Yes","No",NA
"36980",39,"Male","White","Yes",NA,NA
"36981",44,"Male","White","No",NA,NA
"36982",43,"Female","White","Yes",NA,NA
"36983",46,"Male","Black","No",NA,NA
"36984",29,"Female","White","No",NA,NA
"36985",23,"Female","White","Yes",NA,NA
"36986",34,"Male","Hispanic","No",NA,NA
"36987",71,"Female","White","No",NA,NA
"36988",56,"Female","White","Yes",NA,"No"
"36989",33,"Female","Hispanic","No",NA,NA
"36990",60,"Female","White","No",NA,NA
"36991",76,"Female","White","Yes","No","No"
"36992",NA,"Male",NA,"Yes",NA,NA
"36993",49,"Female","Hispanic","No",NA,NA
"36994",43,"Male","White","Yes",NA,NA
"36995",46,"Male","White","Yes","No","Yes"
"36996",65,"Female","White","No",NA,NA
"36997",44,"Male","Hispanic","Yes",NA,NA
"36998",43,"Female","White","No",NA,NA
"36999",54,"Male",NA,"No",NA,NA
"37000",23,"Female","Black","Yes",NA,NA
"37001",81,"Male","White","No",NA,"No"
"37002",45,"Female","White","No",NA,NA
"37003",38,"Male","White","No",NA,NA
"37004",74,"Male","White","No","No",NA
"37005",56,"Female","White","No",NA,NA
"37006",47,"Female","White","No",NA,"Yes"
"37007",35,"Male","White","No","Yes","Yes"
"37008",42,"Male","Hispanic","No",NA,"No"
"37009",43,"Male","White","No","No",NA
"37010",38,"Male","White","Yes",NA,NA
"37011",20,"Female","White","No",NA,NA
"37012",80,"Female","White","No",NA,NA
"37013",20,"Female","White","No",NA,NA
"37014",65,"Female","White","No",NA,NA
"37015",24,"Male","White","No",NA,NA
"37016",79,"Male","White","No","No",NA
"37017",54,"Male","Other","Yes",NA,NA
"37018",51,"Female","White","No",NA,"Yes"
"37019",35,"Female","White","No","No",NA
"37020",67,"Male","Hispanic","No",NA,NA
"37021",23,"Female","White","Yes","No","Yes"
"37022",79,"Male","White","Yes",NA,"No"
"37023",83,"Female","White","Yes","No","No"
"37024",18,"Female","Other","No",NA,NA
"37025",62,"Male","White","Yes",NA,NA
"37026",67,"Female","White","No",NA,NA
"37027",67,"Male","White","Yes",NA,NA
"37028",28,"Female","Hispanic","Yes",NA,NA
"37029",54,"Female","White","No",NA,NA
"37030",35,"Male","Hispanic","No","Yes",NA
"37031",50,"Female","Black","No",NA,"Yes"
"37032",87,"Male","Other","Yes",NA,NA
"37033",69,"Male","White","No",NA,NA
"37034",34,"Male","White","No",NA,NA
"37035",48,"Male","White","Yes","No","Yes"
"37036",36,"Male","Other","No",NA,NA
"37037",29,"Female","Black","Yes",NA,NA
"37038",41,"Female","White","No",NA,NA
"37039",34,"Female","White","Yes","No",NA
"37040",52,"Female","White","No",NA,"No"
"37041",40,"Male","White","Yes",NA,NA
"37042",49,"Male","White","No",NA,NA
"37043",41,"Male","White","No",NA,"No"
"37044",37,"Male","White","Yes",NA,"No"
"37045",51,"Male","White","No",NA,NA
"37046",71,"Male","White","Yes",NA,NA
"37047",42,"Female","Hispanic","No","No","No"
"37048",42,"Male","White","Yes",NA,"No"
"37049",NA,"Female",NA,"Yes",NA,NA
"37050",56,"Male","White","Yes",NA,NA
"37051",21,"Male","White","No",NA,NA
"37052",44,"Female","White","No",NA,"Yes"
"37053",35,"Male","White","No",NA,"Yes"
"37054",75,"Female","White","No",NA,NA
"37055",59,"Female","White","Yes",NA,NA
"37056",30,"Female","White","Yes",NA,NA
"37057",40,"Male","Other","Yes",NA,"No"
"37058",59,"Female","White","Yes","No","No"
"37059",47,"Male","White","No","No",NA
"37060",34,"Male","White","No",NA,"Yes"
"37061",28,"Male","Hispanic","No","Yes",NA
"37062",22,"Female","Other","Yes","No","Yes"
"37063",45,"Male","White","No",NA,"Yes"
"37064",50,"Male","White","No",NA,NA
"37065",69,"Female","White","No",NA,"Yes"
"37066",25,"Male","Hispanic","No",NA,"Yes"
"37067",26,"Female","White","No",NA,"Yes"
"37068",77,"Female","White","Yes","No",NA
"37069",38,"Female","White","Yes",NA,NA
"37070",50,"Male","White","No",NA,NA
"37071",55,"Female","White","No",NA,NA
"37072",24,"Female","Hispanic","Yes",NA,NA
"37073",53,"Female","White","Yes",NA,NA
"37074",45,"Male","White","No",NA,NA
"37075",49,"Male","White","Yes",NA,NA
"37076",40,"Female","White","Yes",NA,"Yes"
"37077",55,"Male","White","Yes",NA,NA
"37078",30,"Male","White","No","No",NA
"37079",80,"Female","White","Yes",NA,NA
"37080",49,"Male","White","Yes",NA,NA
"37081",40,"Female","White","Yes","No","No"
"37082",84,"Female","White","No",NA,NA
"37083",63,"Female","White","Yes",NA,NA
"37084",49,"Male","White","No","No","No"
"37085",21,"Male","Hispanic","No","No","No"
"37086",31,"Female","Black","No",NA,"No"
"37087",50,"Male","White","No","Yes",NA
"37088",50,"Male","White","Yes","No","Yes"
"37089",40,"Male","White","No","Yes",NA
"37090",52,"Female","Other","No",NA,NA
"37091",33,"Male","Other","No","No","Yes"
"37092",32,"Male","White","No","Yes","Yes"
"37093",30,"Male","Black","Yes",NA,NA
"37094",80,"Female","White","No",NA,NA
"37095",50,"Female","White","Yes",NA,"No"
"37096",75,"Male","White","Yes","No",NA
"37097",67,"Male","Other","Yes",NA,NA
"37098",58,"Male","Other","Yes",NA,"Yes"
"37099",23,"Male","White","No","Yes","Yes"
"37100",20,"Female","White","No",NA,"Yes"
"37101",63,"Male","White","No","No",NA
"37102",28,"Male","White","No",NA,NA
"37103",56,"Female","White","No",NA,NA
"37104",32,"Female","White","No",NA,NA
"37105",43,"Female","Other","No",NA,NA
"37106",78,"Male","White","No",NA,NA
"37107",56,"Female","White","No",NA,"Yes"
"37108",49,"Male","White","Yes",NA,NA
"37109",53,"Female","White","No",NA,"No"
"37110",43,"Female","White","No",NA,"No"
"37111",63,"Female","White","Yes",NA,NA
"37112",62,"Male","White","No",NA,NA
"37113",63,"Female","White","No",NA,NA
"37114",50,"Female","Hispanic","Yes",NA,NA
"37115",74,"Female","White","No","No","No"
"37116",65,"Female","White","Yes",NA,NA
"37117",29,"Male","White","No",NA,NA
"37118",25,"Male","Hispanic","Yes",NA,NA
"37119",82,"Female","White","No","No","No"
"37120",54,"Male","Hispanic","Yes",NA,NA
"37121",91,"Female","White","Yes",NA,NA
"37122",47,"Female","White","No",NA,NA
"37123",33,"Female","White","No",NA,"Yes"
"37124",40,"Female","White","No","Yes","Yes"
"37125",34,"Male","White","Yes","No","No"
"37126",40,"Female","Other","No","Yes",NA
"37127",53,"Female","White","No",NA,NA
"37128",72,"Female","White","Yes","No","Yes"
"37129",80,"Female","White","Yes",NA,"No"
"37130",49,"Female","White","Yes","No",NA
"37131",21,"Female","White","Yes","No","Yes"
"37132",64,"Male","White","No",NA,"Yes"
"37133",43,"Female","Black","Yes","No","Yes"
"37134",NA,"Female",NA,"No","Yes","No"
"37135",42,"Male","White","No","No","No"
"37136",35,"Male","White","No",NA,NA
"37137",19,"Male","White","No",NA,NA
"37138",52,"Male","White","No",NA,NA
"37139",61,"Male","White","No","No","No"
"37140",36,"Female","White","Yes",NA,"Yes"
"37141",51,"Male","White","No","No","Yes"
"37142",29,"Female","White","No",NA,"No"
"37143",78,"Male","White","No","No","No"
"37144",58,"Female","White","Yes","No",NA
"37145",25,"Female","Hispanic","No",NA,"Yes"
"37146",25,"Male","Hispanic","Yes",NA,NA
"37147",48,"Female","White","Yes",NA,NA
"37148",31,"Male","Other","No",NA,"Yes"
"37149",38,"Female","White","No","Yes","Yes"
"37150",90,"Female","White","No","No","No"
"37151",75,"Female","White","Yes",NA,NA
"37152",22,"Female","Black","No",NA,NA
"37153",43,"Female","White","No",NA,NA
"37154",27,"Female","White","Yes",NA,NA
"37155",45,"Male","White","No","No","Yes"
"37156",55,"Female","White","Yes",NA,NA
"37157",30,"Female","White","Yes","No","Yes"
"37158",49,"Male","White","No",NA,NA
"37159",41,"Male","White","No",NA,NA
"37160",29,"Female","Hispanic","Yes",NA,NA
"37161",42,"Female","Black","Yes",NA,NA
"37162",54,"Male","White","No",NA,"Yes"
"37163",73,"Female","White","No",NA,NA
"37164",80,"Male","White","No","No","Yes"
"37165",72,"Female","White","Yes",NA,NA
"37166",51,"Female","White","No",NA,NA
"37167",41,"Male","White","Yes",NA,NA
"37168",32,"Female","White","Yes","Yes",NA
"37169",45,"Male","White","Yes","No","No"
"37170",21,"Male","Black","Yes",NA,NA
"37171",45,"Female","White","No",NA,NA
"37172",32,"Male","Hispanic","Yes",NA,NA
"37173",70,"Female","Black","Yes",NA,NA
"37174",49,"Male","White","No","No","Yes"
"37175",57,"Male","White","Yes",NA,NA
"37176",59,"Female","White","Yes",NA,NA
"37177",28,"Female","Hispanic","No","No","No"
"37178",60,"Female","White","No",NA,"Yes"
"37179",47,"Female","White","No",NA,NA
"37180",54,"Male","White","No","Yes",NA
"37181",33,"Male","White","No",NA,"No"
"37182",29,"Female","White","Yes",NA,NA
"37183",68,"Female","White","No",NA,NA
"37184",45,"Male","White","No",NA,NA
"37185",48,"Female","White","Yes",NA,NA
"37186",30,"Male","White","Yes","No",NA
"37187",24,"Female","White","Yes",NA,NA
"37188",50,"Female","White","Yes",NA,NA
"37189",27,"Female","White","Yes",NA,NA
"37190",28,"Male","White","Yes","No",NA
"37191",31,"Male","White","No",NA,"Yes"
"37192",39,"Female","White","No",NA,NA
"37193",67,"Female","White","Yes",NA,NA
"37194",56,"Female","White","No",NA,NA
"37195",35,"Female",NA,"No",NA,NA
"37196",32,"Female","Black","Yes","No","No"
"37197",70,"Male","White","No",NA,NA
"37198",24,"Female","White","Yes",NA,"Yes"
"37199",40,"Male","White","Yes",NA,NA
"37200",52,"Female","White","Yes","No","Yes"
"37201",34,"Male","Hispanic","No",NA,NA
"37202",23,"Male","White","Yes",NA,"Yes"
"37203",18,"Male","Other","Yes",NA,NA
"37204",63,"Female","Hispanic","Yes",NA,"No"
"37205",36,"Female","White","Yes","No","Yes"
"37206",25,"Male","White","No",NA,NA
"37207",37,"Male","White","No",NA,NA
"37208",46,"Male","White","Yes",NA,NA
"37209",58,"Male","White","Yes",NA,"No"
"37210",31,"Female","White","No",NA,NA
"37211",37,"Male","Other","Yes",NA,"Yes"
"37212",44,"Female","White","No","Yes","Yes"
"37213",84,"Male","White","Yes",NA,NA
"37214",60,"Female","White","No","Yes",NA
"37215",55,"Female","White","No","Yes",NA
"37216",60,"Female","White","Yes","No",NA
"37217",43,"Female","Other","No",NA,NA
"37218",23,"Male","White","Yes","Yes",NA
"37219",36,"Male","White","No",NA,"No"
"37220",22,"Male","White","Yes",NA,"Yes"
"37221",27,"Male","White","No",NA,NA
"37222",35,"Male","White","Yes","No","Yes"
"37223",76,"Female","White","No",NA,"Yes"
"37224",36,"Female","Other","Yes",NA,NA
"37225",69,"Female","White","Yes",NA,NA
"37226",68,"Female","White","No",NA,"No"
"37227",47,"Male","White","Yes",NA,NA
"37228",50,"Male","Black","No",NA,NA
"37229",35,"Male","White","No",NA,NA
"37230",38,"Male","White","Yes",NA,NA
"37231",72,"Female","White","No",NA,NA
"37232",66,"Male","White","No",NA,"No"
"37233",29,"Male","White","No","No",NA
"37234",54,"Female","White","Yes",NA,NA
"37235",74,"Male","White","No","No",NA
"37236",47,"Female","White","No",NA,NA
"37237",63,"Female","White","Yes","Yes","No"
"37238",35,"Male","White","Yes",NA,NA
"37239",56,"Male","White","Yes",NA,NA
"37240",71,"Male","White","No",NA,NA
"37241",65,"Male","White","No",NA,NA
"37242",34,"Male","White","Yes","No",NA
"37243",22,"Female","White","No",NA,"Yes"
"37244",56,"Male","White","Yes",NA,NA
"37245",40,"Male","White","Yes","No",NA
"37246",80,"Female","White","Yes","No",NA
"37247",68,"Female","White","Yes",NA,NA
"37248",53,"Female","White","Yes",NA,NA
"37249",25,"Female","White","No",NA,"Yes"
"37250",71,"Male","White","No","No","Yes"
"37251",62,"Female","White","No",NA,NA
"37252",59,"Female","Other","No",NA,NA
"37253",30,"Female","White","No","Yes",NA
"37254",58,"Male","White","No",NA,NA
"37255",37,"Female","White","No","Yes",NA
"37256",36,"Male","White","No",NA,NA
"37257",84,"Male",NA,"No",NA,NA
"37258",51,"Male","White","Yes",NA,"No"
"37259",59,"Female","White","No",NA,NA
"37260",52,"Male","White","No","No","Yes"
"37261",41,"Male","White","No",NA,NA
"37262",38,"Male","White","No",NA,NA
"37263",30,"Female","White","No","No",NA
"37264",84,"Male","White","No",NA,NA
"37265",64,"Female","White","No",NA,"Yes"
"37266",49,"Female","White","Yes",NA,NA
"37267",42,"Female","White","No",NA,NA
"37268",48,"Female","White","Yes",NA,NA
"37269",27,"Female","White","No",NA,"Yes"
"37270",47,"Female","White","Yes","No","Yes"
"37271",48,"Male","White","Yes",NA,"Yes"
"37272",31,"Female","White","Yes",NA,NA
"37273",50,"Female","Hispanic","No","Yes",NA
"37274",79,"Female","White","No",NA,NA
"37275",21,"Male","White","No",NA,NA
"37276",53,"Female","Black","No","No","No"
"37277",48,"Male","White","Yes","No","Yes"
"37278",48,"Female","White","No",NA,NA
"37279",45,"Female","White","Yes",NA,NA
"37280",70,"Male","White","Yes",NA,NA
"37281",47,"Female","Other","No",NA,"No"
"37282",57,"Female","White","No",NA,"Yes"
"37283",41,"Male","White","No",NA,NA
"37284",NA,"Female","White","Yes",NA,NA
"37285",66,"Male","White","No",NA,NA
"37286",51,"Female","White","No","Yes","Yes"
"37287",46,"Male","White","Yes",NA,NA
"37288",40,"Male","White","No",NA,NA
"37289",61,"Female","White","Yes","No",NA
"37290",29,"Male","White","No",NA,"Yes"
"37291",80,"Male","White","No",NA,NA
"37292",49,"Male","White","Yes",NA,"No"
"37293",36,"Male","White","No",NA,"No"
"37294",59,"Female","White","Yes",NA,NA
"37295",48,"Female","White","No","Yes",NA
"37296",41,"Female","White","No",NA,"Yes"
"37297",43,"Male","White","No",NA,NA
"37298",73,"Female","White","Yes",NA,"No"
"37299",51,"Female","Black","No",NA,NA
