"","cfdate","faildate","peacekeepers?","badness","delay","censored?"
"1689",184,70,0,"white",1,1
"1690",180,64,1,"white",6,2
"1691",85,59,1,"white",4,1
"1692",210,70,0,"white",1,2
"1693",130,65,1,"white",1,2
"1694",168,68,0,"white",1,2
"1695",130,68,0,"white",1,1
"1696",130,69,1,"white",1,1
"1697",190,69,1,"white",1,2
"1698",185,72,0,"white",7,2
"1699",214,75,0,"white",6,2
"1700",180,69,0,"white",4,2
"1701",150,71,0,"white",5,2
"1702",210,72,0,"black",7,2
"1703",160,68,1,"white",2,1
"1704",110,64,1,"other",1,2
"1705",190,72,0,"white",4,2
"1706",165,66,1,"white",4,2
"1707",197,72,0,"white",1,2
"1708",128,67,0,"hispanic",7,1
"1709",156,67,0,"white",5,2
"1710",150,66,1,"white",1,2
"1711",164,72,0,"white",7,2
"1712",120,64,1,"white",1,2
"1713",110,63,1,"hispanic",1,2
"1714",181,69,0,"white",4,1
"1715",118,63,1,"hispanic",6,1
"1716",200,70,0,"hispanic",1,2
"1717",162,72,0,"white",7,2
"1718",145,70,1,"white",3,1
"1719",110,65,1,"other",6,1
"1720",200,73,0,"white",7,2
"1721",220,75,0,"white",3,1
"1722",230,69,0,"white",1,2
"1723",133,63,1,"white",1,2
"1724",180,69,0,"other",4,1
"1725",230,61,1,"hispanic",5,2
"1726",185,71,0,"white",4,2
"1727",175,72,0,"hispanic",7,2
"1728",135,65,1,"white",5,2
"1729",120,66,1,"white",5,2
"1730",195,73,0,"white",2,2
"1731",123,64,1,"white",5,1
"1732",137,67,1,"white",7,2
"1733",145,63,1,"white",5,2
"1734",160,66,1,"white",4,2
"1735",150,72,0,"white",1,1
"1736",135,64,1,"white",4,2
"1737",200,62,1,"white",1,2
"1738",130,65,1,"white",1,2
"1739",175,72,0,"hispanic",7,2
"1740",180,59,1,"hispanic",2,1
"1741",115,67,1,"white",1,1
"1742",164,65,1,"hispanic",1,2
"1743",140,64,1,"white",1,2
"1744",175,72,0,"hispanic",1,1
"1745",231,65,1,"hispanic",1,2
"1746",140,64,1,"white",6,2
"1747",150,68,0,"white",6,1
"1748",260,68,1,"white",1,2
"1749",155,66,1,"white",2,2
"1750",210,76,0,"white",5,2
"1751",118,63,1,"white",5,2
"1752",225,74,0,"white",6,2
"1753",220,67,1,"white",5,2
"1754",155,68,0,"white",7,2
"1755",110,61,1,"white",5,1
"1756",140,64,1,"white",1,1
"1757",200,72,0,"white",1,2
"1758",170,68,0,"white",7,2
"1759",150,71,0,"white",1,2
"1760",126,63,1,"white",1,2
"1761",158,65,1,"white",7,2
"1762",125,63,1,"white",7,2
"1763",130,60,1,"white",1,2
"1764",200,72,0,"white",2,1
"1765",203,70,0,"white",1,2
"1766",132,64,1,"white",4,1
"1767",170,68,1,"white",1,1
"1768",105,61,1,"white",2,2
"1769",136,63,1,"white",1,2
"1770",138,67,1,"white",1,1
"1771",140,67,1,"white",5,2
"1772",125,63,1,"white",7,2
"1773",164,71,0,"white",4,2
"1774",108,63,1,"white",3,2
"1775",100,60,1,"white",7,2
"1776",215,74,0,"white",1,2
"1777",125,66,1,"white",6,2
"1778",158,69,0,"white",2,2
"1779",180,67,1,"white",1,2
"1780",145,65,0,"white",1,2
"1781",131,62,0,"hispanic",1,2
"1782",145,65,0,"white",1,2
"1783",140,64,1,"white",4,2
"1784",175,72,0,"white",4,1
"1785",999,66,1,"hispanic",1,2
"1786",130,65,1,"white",1,NA
"1787",167,67,1,"white",1,2
"1788",145,62,1,"white",1,2
"1789",185,71,0,"white",6,2
"1790",115,62,1,"white",1,1
"1791",192,71,0,"white",1,1
"1792",270,70,0,"white",7,2
"1793",135,67,0,"hispanic",7,2
"1794",190,72,0,"white",2,1
"1795",130,62,1,"white",1,2
"1796",165,63,1,"hispanic",1,2
"1797",102,61,1,"white",3,1
"1798",130,72,0,"white",5,2
"1799",110,65,1,"white",6,2
"1800",153,63,1,"white",6,1
"1801",240,66,0,"white",3,2
"1802",125,64,1,"white",6,2
"1803",110,66,1,"white",6,1
"1804",155,68,1,"white",3,2
"1805",150,60,1,"white",1,2
"1806",200,65,0,"white",1,2
"1807",130,65,1,"white",1,2
"1808",110,61,1,"white",7,1
"1809",200,68,1,"white",2,2
"1810",189,60,1,"white",1,2
"1811",134,64,1,"white",6,2
"1812",140,66,1,"white",3,2
"1813",157,69,0,"white",1,2
"1814",999,67,1,"white",5,2
"1815",165,66,1,"hispanic",1,2
"1816",118,67,1,"white",1,2
"1817",180,68,1,"white",2,2
"1818",140,66,0,"white",3,1
"1819",112,69,1,"white",1,1
"1820",135,72,0,"white",1,2
"1821",190,69,0,"white",5,2
"1822",182,71,0,"white",4,1
"1823",210,74,0,"white",4,2
"1824",250,74,0,"white",1,2
"1825",130,60,1,"white",1,2
"1826",160,65,1,"white",1,2
"1827",170,69,0,"white",1,2
"1828",154,69,0,"black",5,2
"1829",999,64,1,"white",1,2
"1830",999,65,1,"white",1,1
"1831",999,65,1,"white",2,2
"1832",135,64,1,"white",1,2
"1833",200,75,1,"white",1,2
"1834",125,65,1,"white",1,2
"1835",110,63,1,"white",1,2
"1836",135,72,0,"white",1,2
"1837",112,60,1,"white",7,1
"1838",135,66,1,"white",5,1
"1839",225,72,0,"white",1,1
"1840",120,64,1,"white",2,2
"1841",100,59,1,"black",1,1
"1842",170,71,0,"other",7,2
"1843",165,72,0,"hispanic",7,2
"1844",108,63,1,"black",1,1
"1845",155,68,1,"black",6,2
"1846",148,62,1,"other",1,2
"1847",152,64,1,"black",1,2
"1848",210,70,0,"white",3,2
"1849",120,66,1,"white",6,2
"1850",125,63,1,"white",6,2
"1851",135,62,0,"other",1,2
"1852",111,64,1,"white",2,1
"1853",240,75,0,"white",1,2
"1854",150,70,0,"white",1,2
"1855",175,64,1,"black",5,1
"1856",150,69,0,"white",6,2
"1857",140,64,1,"hispanic",4,2
"1858",125,67,1,"white",6,2
"1859",250,72,0,"white",1,1
"1860",124,65,1,"white",7,2
"1861",210,63,1,"white",1,1
"1862",190,70,0,"white",5,2
"1863",128,64,1,"white",7,2
"1864",165,68,0,"white",7,2
"1865",190,66,1,"white",1,1
"1866",165,66,0,"hispanic",5,2
"1867",160,73,1,"white",5,2
"1868",185,70,0,"white",4,2
"1869",120,62,1,"white",7,2
"1870",225,70,0,"white",1,2
"1871",150,62,1,"white",1,2
"1872",150,66,0,"white",1,2
"1873",130,66,1,"hispanic",7,2
"1874",130,64,1,"white",2,2
"1875",150,70,1,"white",3,2
"1876",175,74,0,"white",6,2
"1877",155,72,0,"white",7,2
"1878",150,66,0,"white",1,2
"1879",185,62,1,"hispanic",1,2
"1880",160,68,1,"white",7,1
"1881",180,66,1,"white",1,2
"1882",140,66,1,"white",1,2
"1883",190,70,0,"white",1,2
"1884",130,62,1,"white",2,2
"1885",107,69,0,"white",6,2
"1886",165,71,0,"white",1,2
"1887",164,68,0,"black",7,2
"1888",165,72,0,"hispanic",1,2
"1889",140,64,0,"black",7,2
"1890",110,64,1,"hispanic",1,2
"1891",200,60,1,"hispanic",1,2
"1892",195,72,0,"hispanic",4,2
"1893",146,62,1,"black",4,2
"1894",104,64,1,"white",1,1
"1895",215,74,0,"white",7,2
"1896",150,66,0,"other",1,2
"1897",135,68,0,"hispanic",4,2
"1898",145,67,0,"hispanic",7,2
"1899",110,62,0,"other",3,2
"1900",160,71,1,"white",7,2
"1901",130,63,1,"black",2,2
"1902",133,66,0,"other",7,2
"1903",185,70,0,"white",7,2
"1904",165,69,0,"white",6,2
"1905",122,63,1,"white",1,2
"1906",160,71,0,"hispanic",2,2
"1907",180,64,1,"hispanic",7,2
"1908",125,66,1,"white",1,2
"1909",195,72,0,"white",1,2
"1910",115,62,1,"hispanic",1,2
"1911",130,65,1,"hispanic",7,2
"1912",999,65,1,"black",1,2
"1913",181,72,0,"black",1,2
"1914",150,68,1,"white",7,2
"1915",160,70,0,"black",2,2
"1916",150,64,0,"hispanic",6,1
"1917",140,64,1,"white",7,2
"1918",182,68,0,"black",1,1
"1919",150,70,0,"white",1,2
"1920",197,63,1,"other",4,2
"1921",103,66,1,"white",6,2
"1922",155,66,1,"white",5,2
"1923",210,67,1,"white",1,2
"1924",130,68,1,"black",2,1
"1925",140,64,1,"white",6,2
"1926",122,65,1,"white",7,2
"1927",150,70,0,"other",2,2
"1928",150,71,1,"white",1,1
"1929",127,64,1,"white",7,2
"1930",998,70,1,"white",1,2
"1931",102,62,1,"white",1,2
"1932",155,71,0,"white",7,2
"1933",185,74,0,"white",7,1
"1934",105,64,1,"white",1,2
"1935",999,64,1,"white",1,2
"1936",158,71,0,"white",1,2
"1937",130,70,1,"white",6,2
"1938",155,73,0,"white",7,2
"1939",135,64,1,"white",2,1
"1940",230,70,0,"hispanic",1,2
"1941",205,74,0,"white",7,2
"1942",170,63,1,"hispanic",1,1
"1943",107,59,1,"hispanic",1,1
"1944",190,74,0,"white",5,2
"1945",119,66,1,"white",3,2
"1946",150,65,1,"white",1,2
"1947",155,71,0,"white",7,2
"1948",160,69,0,"white",5,2
"1949",160,72,0,"white",4,2
"1950",118,67,1,"hispanic",7,2
"1951",165,70,0,"white",4,2
"1952",220,60,0,"white",2,2
"1953",130,64,1,"white",2,2
"1954",122,64,1,"white",4,2
"1955",128,63,1,"white",2,2
"1956",190,72,0,"white",7,2
"1957",160,63,1,"white",1,2
"1958",156,72,0,"hispanic",6,1
"1959",130,70,1,"white",2,2
"1960",185,66,0,"white",1,2
"1961",180,61,1,"white",1,2
"1962",150,62,1,"hispanic",1,1
"1963",140,69,0,"white",7,2
"1964",145,67,1,"white",1,2
"1965",130,65,1,"hispanic",1,2
"1966",160,65,1,"white",2,2
"1967",172,68,0,"hispanic",5,2
"1968",150,71,1,"white",1,2
"1969",170,74,0,"white",3,2
"1970",150,63,1,"white",7,1
"1971",135,67,1,"white",1,2
"1972",135,65,1,"white",5,1
"1973",220,71,0,"hispanic",6,2
"1974",998,64,1,"white",2,2
"1975",120,65,1,"white",3,2
"1976",160,69,1,"white",1,2
"1977",135,64,1,"hispanic",7,2
"1978",190,72,0,"hispanic",7,2
"1979",130,63,1,"white",5,2
"1980",189,71,0,"other",4,1
"1981",110,65,1,"white",2,2
"1982",180,72,0,"white",1,1
"1983",137,65,1,"white",3,2
"1984",125,64,1,"white",2,2
"1985",200,71,0,"white",2,2
"1986",145,63,1,"white",7,2
"1987",120,62,1,"white",2,2
"1988",145,66,1,"white",7,2
"1989",190,64,1,"white",1,1
"1990",120,67,0,"white",3,2
"1991",185,68,0,"white",7,2
"1992",130,66,1,"white",6,2
"1993",145,66,1,"white",1,1
"1994",139,66,1,"white",1,1
"1995",150,67,0,"white",1,2
"1996",240,66,0,"white",7,2
"1997",225,63,1,"white",1,2
"1998",175,68,1,"white",1,1
"1999",185,70,0,"white",5,2
"2000",174,66,0,"white",2,2
"2001",115,63,1,"white",7,2
"2002",170,70,0,"black",5,1
"2003",195,72,0,"white",1,1
"2004",180,75,0,"white",7,2
"2005",180,62,1,"white",1,2
"2006",150,68,1,"white",4,2
"2007",165,68,1,"white",1,2
"2008",158,70,0,"white",1,2
"2009",195,73,0,"black",7,2
"2010",130,66,1,"white",3,2
"2011",160,66,0,"white",7,2
"2012",124,69,1,"white",4,2
"2013",140,62,1,"white",1,1
"2014",162,63,1,"black",7,2
"2015",120,60,1,"black",1,2
"2016",150,64,1,"other",1,1
"2017",190,68,0,"hispanic",1,1
"2018",125,60,1,"hispanic",1,2
"2019",140,60,1,"white",7,2
"2020",170,73,0,"hispanic",6,2
"2021",138,64,1,"black",2,2
"2022",130,66,1,"other",1,2
"2023",155,69,0,"white",1,2
"2024",170,70,0,"white",1,2
"2025",165,70,1,"white",6,2
"2026",165,72,0,"white",2,2
"2027",120,61,1,"white",1,2
"2028",130,64,1,"white",1,1
"2029",194,72,0,"white",1,2
"2030",155,63,1,"other",1,2
"2031",150,68,0,"white",6,1
