"y.subset" "defects.subset" "poor.subset" "race.subset" "floor.subset" "dist.subset" "bldg.subset"
"1348" 0 0 1 1 3 44 766
"1349" 0 0 2 5 4 44 766
"1350" 0 0 5 3 6 44 767
"1351" 1 1 1 1 6 44 767
"1352" 0 0 3 1 6 44 767
"1353" 0 0 1 1 6 44 767
"1354" 0 0 3 1 7 44 768
"1355" 0 1 1 1 7 44 768
"1356" 0 0 1 1 7 44 768
"1357" NA 0.333333333333333 2 5 7 44 768
"1358" NA 0.605047143609731 1.05263157894737 1 5 44 769
"1359" 0 3 5 4 2 44 770
"1360" 0 1 3 1 2 44 770
"1361" 0 2 3 1 7 44 771
"1362" 0 0 3 7 7 44 771
"1363" NA 0 1 1 2 44 772
"1364" 0 0 3 1 2 44 772
"1365" NA 0 1 1 2 44 772
"1366" NA 1.57575844068086 2.05263157894737 1 7 44 773
"1367" 0 0 4 5 9 44 774
"1368" 0 0 2 5 9 44 774
"1369" 1 0 2 7 9 44 774
"1370" 0 0 2 1 9 44 774
"1371" 0 0 3 1 7 44 775
"1372" 0 0 5 1 7 44 775
"1373" 0 2 5 1 7 44 775
"1374" 1 0 4 1 7 44 775
"1375" 0 0 1.07368421052632 1 2 45 776
"1376" 0 0 1.07368421052632 1 2 45 776
"1377" 0 0 1.07368421052632 1 3 45 777
"1378" 0 1 1 3 2 45 778
"1379" 0 4 2 1 2 45 778
"1380" 0 0 2.07368421052632 1 7 45 779
"1381" 0 2 1.07368421052632 1 2 45 779
"1382" 0 0 2.07368421052632 1 2 45 779
"1383" 0 0 1.07368421052632 3 2 45 780
"1384" 0 1 1.07368421052632 1 2 45 781
"1385" NA 0.424225181429427 1.07368421052632 1 7 45 782
"1386" 0 0 1.07368421052632 1 2 45 783
"1387" 0 0 1.07368421052632 5 2 45 783
"1388" 0 0 1.07368421052632 1 2 45 784
"1389" NA 0 1.07368421052632 1 2 45 784
"1390" NA 0 1.07368421052632 1 2 45 784
"1391" 0 0 2 4 2 45 785
"1392" 0 0 2.07368421052632 5 2 45 786
"1393" 0 0.0226244343891403 1.07368421052632 5 2 45 787
"1394" 0 0 3 4 2 45 788
"1395" 0 0 2 5 2 45 788
"1396" 0 1 3.07368421052632 5 2 45 789
"1397" 0 0 4 1 2 45 790
"1398" 0 0 5 1 3 45 790
"1399" 0 1 6 1 7 45 791
"1400" 1 0 1.5 1 7 45 791
"1401" 0 3 1.5 1 7 45 791
"1402" 0 0 5 1 7 45 791
"1403" 0 5 4 4 3 45 792
"1404" 0 3 5 5 6 45 793
"1405" 0 2 3 5 6 45 793
"1406" 0 0 2 1 8 45 794
"1407" 0 0 2 1 8 45 794
"1408" NA 0 4 1 8 45 794
"1409" 0 0 4 1 8 45 794
"1410" 0 0 4 4 3 45 795
"1411" 0 1 2 4 3 45 795
"1412" 0 0 5 1 4 45 795
"1413" 0 0.0757029906524099 3 4 1 45 796
"1414" NA 0.446849615818567 2.07368421052632 5 2 45 797
"1415" 0 0 2 1 7 45 798
"1416" NA 0.424225181429427 2.07368421052632 1 3.30703624733476 45 799
"1417" 0 2 2 5 2 45 800
"1418" 0 2 3 5 3 45 800
"1419" 0 0 5 5 5 45 801
"1420" 1 2 4 5 6 45 802
"1421" 0 3 3 4 3 45 803
"1422" 0 1 3 1 5 45 804
"1423" 0 0 5 5 6 45 805
"1424" NA 0.424225181429427 2.07368421052632 1 4 45 806
"1425" 0 0 2.04918032786885 1 2 46 807
"1426" 0 0 2.04918032786885 1 2 46 807
"1427" 0 3 1.04918032786885 1 2 46 807
"1428" 0 0 2.04918032786885 1 2 46 807
"1429" 0 1.01181102362205 1.04918032786885 1 2 46 808
"1430" 0 1.01181102362205 2.04918032786885 4 2 46 808
"1431" 0 0 4 1 7 46 809
"1432" 0 1 3 1 2 46 810
"1433" 0 0 1 2 4 46 811
"1434" 1 1 3 1 4 46 811
"1435" NA 0.5 1 1 4 46 811
"1436" 1 0 1.04918032786885 1 4 46 812
"1437" 0 0 2.04918032786885 2 4 46 813
"1438" 0 3 3 2 3 46 814
"1439" 0 0 3 2 4 46 814
"1440" 0 0 3 2 4 46 814
"1441" 0 0 1 4 4 46 814
"1442" 0 0.0118110236220472 3 2 3 46 815
"1443" 0 0 2 1 4 46 816
"1444" 0 1 4 4 4 46 816
"1445" 0 1 1.04918032786885 3 5 46 817
"1446" 0 2 1.04918032786885 1 5 46 817
"1447" 0 2 1.04918032786885 4 5 46 817
"1448" 0 1 1.04918032786885 1 5 46 817
"1449" 0 0 3 2 4 46 818
"1450" 0 0 3 1 4 46 818
"1451" 0 1 5 7 4 46 818
"1452" 0 0 3 1 4 46 818
"1453" 0 3 2 2 3 46 819
"1454" 0 1 3 2 3 46 819
"1455" 0 1 4 4 3 46 820
"1456" 0 0 5 2 4 46 820
"1457" NA 1.66666666666667 4.33333333333333 4 4 46 820
"1458" 0 4 4 1 4 46 820
"1459" 0 1 2 1 3 46 821
"1460" 0 4.01181102362205 2 1 2 46 822
"1461" 0 0 3 1 2 46 823
"1462" 0 0 3 1 6 46 824
"1463" 1 1 7 2 3 46 825
"1464" NA 0 3.04918032786885 1 7 46 826
"1465" 1 0 5.04918032786885 1 7 46 826
"1466" 0 0 2.07339449541284 4 3 47 827
"1467" 1 1 1.07339449541284 1 2 47 828
"1468" 0 1 1.07339449541284 1 2 47 829
"1469" 0 0 1 2 2 47 830
"1470" 0 0 2 5 3 47 830
"1471" 1 3 2 2 2 47 831
"1472" 1 3 4 4 3 47 831
"1473" 1 1 3.07339449541284 5 2 47 832
"1474" 0 0 2.07339449541284 1 2 47 833
"1475" 0 0 1.07339449541284 3 2 47 834
"1476" 0 0 3 4 2 47 835
"1477" 0 1 1.07339449541284 5 2 47 836
"1478" NA 2.44574614747116 4.07339449541284 4 3 47 837
"1479" 0 0 3 1 2 47 838
"1480" 0 0 3 1 2 47 838
"1481" 1 0 3 1 2 47 838
"1482" 1 0 1 1 2 47 838
"1483" 1 8 2 5 2 47 839
"1484" 0 1 3 3 4 47 840
"1485" 0 1 3 1 4 47 840
"1486" 0 1 3 4 4 47 840
"1487" 0 1 3 5 4 47 840
"1488" 0 0 2.01587301587302 1 2 48 841
"1489" 0 1 1.01587301587302 3 2 48 842
"1490" 0 1 1 5 3 48 843
"1491" 0 0 3 5 3 48 843
"1492" 0 0 2 5 3 48 844
"1493" 0 0 2 1 3 48 845
"1494" 0 0 3 1 2 48 845
"1495" 0 0 1.01587301587302 1 2 48 846
"1496" 0 0 1.01587301587302 3 2 48 847
"1497" 0 0 3.01587301587302 1 2 48 848
"1498" 0 0 2 4 3 48 849
"1499" 0 0 3 2 5 48 850
"1500" 0 0 3 5 5 48 850
"1501" 0 1 3 2 5 48 850
"1502" 0 2 3 3 5 48 850
"1503" 0 0 3 4 4 48 851
"1504" 0 3.02843601895735 1 1 2 49 852
"1505" NA 1.39064704573787 1 1 2 49 853
"1506" 0 4 1 1 3 49 854
"1507" 0 1 2 1 2 49 854
"1508" 0 0 1 5 2 49 855
"1509" 0 0 2 5 2 49 855
"1510" 0 0 1 1 2 49 855
"1511" NA 0.390647045737867 1 5 2 49 856
"1512" 0 0 1 2 2 49 857
"1513" 0 1 1 1 2 49 858
"1514" 0 0.0284360189573460 1 5 2 49 859
"1515" NA 0.0284360189573460 3 5 3 49 859
"1516" 0 0 2 5 3 49 860
"1517" 0 0 1 1 2 49 861
"1518" 0 0 1 4 2 49 861
"1519" 0 1 1 5 2 49 861
"1520" 0 0 1 1 2 49 861
"1521" 0 1.01449275362319 3 1 2 49 862
"1522" 0 1 3 1 3 49 863
"1523" 0 0 1 5 2 49 864
"1524" 0 0 3 5 2 49 865
"1525" NA 0.362211026780521 3 4 2 49 866
"1526" NA 0.362211026780521 2 4 3 49 866
"1527" 0 0 2 1 3 49 867
"1528" 0 0 2 1 3 49 867
"1529" NA 0 1 1 2 49 867
"1530" 0 0 2 5 3 49 868
"1531" 0 0 1.06153846153846 2 2 50 869
"1532" 0 0 1.06153846153846 2 2 50 869
"1533" 0 0 1.06153846153846 2 2 50 869
"1534" 0 0 1.06153846153846 5 2 50 869
"1535" 0 0 1 2 2 50 870
"1536" 0 0 2 2 3 50 870
"1537" 0 0 1.06153846153846 2 2 50 871
"1538" 0 0 3 2 3 50 872
"1539" 0 1 2.06153846153846 2 2 50 873
"1540" 0 1 4 2 2 50 874
"1541" 0 1 3 2 3 50 874
"1542" 0 1 1.06153846153846 2 3 50 875
"1543" 0 1 1.06153846153846 2 2 50 876
"1544" 0 1 3 2 2 50 877
"1545" 0 0 2 2 3 50 877
"1546" 0 0 1 2 2 50 878
"1547" 0 1 2 2 3 50 878
"1548" 0 0 1.06153846153846 2 2 50 879
"1549" 0 0 1.06153846153846 5 2 50 879
"1550" 0 0 1.06153846153846 2 2 50 879
"1551" 0 1 1.06153846153846 7 3 50 880
"1552" 0 1 2.06153846153846 6 2 50 881
"1553" 0 0.0135135135135135 3.06153846153846 2 2 50 882
"1554" 0 0.0135135135135135 2.06153846153846 2 2 50 882
"1555" 0 0 1.06153846153846 5 2 50 883
"1556" 0 0 1.06153846153846 5 2 50 883
"1557" 0 1.01351351351351 2 2 3 50 884
"1558" 0 1.01351351351351 4.06153846153846 2 3 50 885
"1559" 0 1 2.06153846153846 2 2 50 886
"1560" 0 1 1.06153846153846 2 2 50 887
"1561" 0 1 1.06153846153846 2 2 50 888
"1562" 0 0 3 2 7 50 889
"1563" 0 0 2 2 7 50 889
"1564" 0 0 3 1 7 50 889
"1565" NA 0 1 1 7 50 889
"1566" 1 0 1.06153846153846 2 7 50 890
"1567" 0 0 2.06153846153846 2 7 50 890
"1568" NA 0.528703928903224 2.30153846153846 2 5 50 891
"1569" 0 1 4 2 2 50 892
"1570" 0 0 3 4 2 50 893
"1571" 1 1 3 5 2 50 893
"1572" 1 2 3 5 2 50 893
"1573" 0 1 4 1 2 50 894
"1574" 0 0 4 4 2 50 894
"1575" 0 0 6 4 2 50 894
"1576" 0 0 4 4 5 50 895
"1577" 1 2 3 2 6 50 895
"1578" 1 5 4 4 3 50 896
"1579" 0 1 6 4 3 50 896
"1580" 1 5 5 4 3 50 896
"1581" 0 1 5 4 3 50 896
"1582" 0 0 1.07042253521127 1 3 51 897
"1583" 0 0 3.07042253521127 1 2 51 898
"1584" 0 0.00398406374501992 1.07042253521127 2 3 51 899
"1585" 0 0 1.07042253521127 3 3 51 900
"1586" 0 0 1.07042253521127 1 2 51 901
"1587" 0 0 2.07042253521127 1 2 51 901
"1588" NA 0 2.07042253521127 4 2 51 901
"1589" 0 0 1.07042253521127 1 2 51 901
"1590" 0 1 3 2 2 51 902
"1591" 0 0 1.07042253521127 1 2 51 903
"1592" 0 0 3.07042253521127 1 2 51 904
"1593" 0 1 1.07042253521127 5 2 51 905
"1594" 1 2 1.07042253521127 2 2 51 906
"1595" 0 0.00398406374501992 1.07042253521127 2 2 51 907
"1596" 0 2 1.07042253521127 4 2 51 908
"1597" 0 0 1.07042253521127 2 2 51 908
"1598" 0 0 1 2 2 51 909
"1599" 0 0 2 2 3 51 909
"1600" 0 0 1.07042253521127 2 2 51 910
"1601" 0 0 1 2 2 51 911
"1602" 0 1 2 2 3 51 911
"1603" 0 0 1 1 2 51 911
"1604" 0 0 1 1 3 51 911
"1605" 0 0 2 1 3 51 912
"1606" 0 0 2 1 3 51 912
"1607" 0 0 1.07042253521127 1 2 51 913
"1608" 1 0 3 4 2 51 914
"1609" 0 1 4 5 1 51 915
"1610" 0 1 1.16129032258065 1 2 52 916
"1611" 0 0 1.16129032258065 1 2 52 917
"1612" 0 0 1.16129032258065 1 2 52 917
"1613" 0 0 2.16129032258065 1 2 52 917
"1614" 0 0 3.16129032258065 1 2 52 917
"1615" 0 0 1.16129032258065 1 2 52 918
"1616" 0 0 1.16129032258065 1 2 52 918
"1617" 0 0 1.16129032258065 1 2 52 919
"1618" 0 0 1.16129032258065 1 2 52 919
"1619" 1 0 2.16129032258065 1 2 52 919
"1620" 1 0 1.16129032258065 1 2 52 919
"1621" 0 0 1.16129032258065 5 2 52 920
"1622" 0 0 2.16129032258065 2 2 52 921
"1623" 1 0 3 2 1 52 922
"1624" 1 0 3 1 2 52 922
"1625" 1 0 3 2 3 52 922
"1626" 1 1 3 2 2 52 923
"1627" 0 0.0256410256410256 2 1 2 52 924
"1628" 0 3 5 3 8 52 925
"1629" 0 0 4 1 8 52 926
"1630" 0 0 5 3 8 52 926
"1631" 0 0.0390625 1.33018867924528 1 2 53 929
"1632" 1 0 1.33018867924528 3 2 53 930
"1633" 0 0 1.33018867924528 1 2 53 931
"1634" 0 0 1.33018867924528 1 2 53 932
"1635" 0 0 1.33018867924528 1 2 53 932
"1636" 0 0 1.33018867924528 1 2 53 932
"1637" NA 0.782672441885804 1.33018867924528 1 2 53 933
"1638" 1 0 1.33018867924528 1 3 53 934
"1639" 1 0 5 2 2 53 935
"1640" 0 0.127865588803089 1.33018867924528 1 2 53 936
"1641" 0 0 2.33018867924528 1 2 53 937
"1642" 0 0 1.33018867924528 1 2 53 938
"1643" 0 0.0888030888030888 2.33018867924528 1 3 53 939
"1644" 0 0 3.33018867924528 1 2 53 940
"1645" 0 0 2.33018867924528 1 2 53 940
"1646" 0 0 3 3 2 53 941
"1647" 1 0 2 2 3 53 941
"1648" 0 0 1.33018867924528 1 2 53 942
"1649" NA 1.78267244188580 1.33018867924528 6 2 53 943
"1650" NA 0.693869353082715 2.33018867924528 2 2 53 944
"1651" 0 0 3 4 2 53 945
"1652" 0 0 4 2 3 53 945
"1653" 0 0 3 1 2 53 946
"1654" 1 5 4 5 3 53 947
"1655" NA 2.69386935308272 2.33018867924528 1 2 53 948
"1656" 0 3 2.33018867924528 1 2 53 949
"1657" 0 0 1.33018867924528 1 2 53 950
"1658" NA 0.782672441885804 4.33018867924528 1 7 53 951
"1659" 1 3 5 1 2 53 952
"1660" 1 6 5 2 6 53 953
"1661" 1 5 6 2 2 53 954
"1662" NA 2.5 7.5 2 2 53 954
"1663" 0 0 7 7 2 53 954
"1664" 0 5 3 2 3 53 955
"1665" NA 0 6 2 3 53 956
"1666" 0 0 6 1 4 53 956
"1667" NA 0.693869353082715 4 1 2 53 999
"1668" 0 0.00892857142857143 1.06756756756757 1 2 54 957
"1669" 0 0.00892857142857143 1.06756756756757 5 2 54 958
"1670" 0 0 1.06756756756757 1 2 54 959
"1671" 0 0 1.06756756756757 1 2 54 960
"1672" 0 0 1.06756756756757 1 2 54 960
"1673" 0 0 1.06756756756757 1 2 54 960
"1674" 0 0 1.06756756756757 1 2 54 960
"1675" 0 0 1.06756756756757 5 2.45228215767635 54 961
"1676" 0 0 1.06756756756757 1 2 54 962
"1677" 0 0 1.06756756756757 1 2 54 962
"1678" 0 0 2 1 3 54 963
"1679" 0 0 1.06756756756757 1 2 54 964
"1680" 0 0 2.06756756756757 1 2 54 965
"1681" 0 0 1.06756756756757 1 2 54 965
"1682" 0 0 2 1 2 54 966
"1683" 0 0 1 1 3 54 966
"1684" 0 0 1.06756756756757 1 3 54 967
"1685" 0 0 1.06756756756757 1 2 54 967
"1686" NA 0 1.06756756756757 1 2 54 967
"1687" 0 0 1 1 3 54 968
"1688" 0 0 2 1 2 54 968
"1689" 0 0 1 1 3 54 968
"1690" 0 0 2 3 2 54 969
"1691" 0 0 1 1 2 54 969
"1692" NA 0.166769523582830 2.06756756756757 1 2.45228215767635 54 970
"1693" 0 0 3 1 3 54 971
"1694" 0 0 4 4 5 54 972
"1695" 0 0 1 1 2 55 973
"1696" 0 0 1 1 2 55 973
"1697" 0 0 3 1 2 55 973
"1698" 0 0 1 1 3 55 973
"1699" 0 0 1.02985074626866 1 2 55 974
"1700" 0 0 1.02985074626866 5 2 55 974
"1701" 0 0 2.02985074626866 1 2 55 975
"1702" 0 0 1.02985074626866 1 2 55 975
"1703" NA 0 1.02985074626866 1 2 55 975
"1704" 0 0 2.02985074626866 1 2 55 975
"1705" NA 0 1.02985074626866 1 2 55 976
"1706" 0 0 1.02985074626866 1 2 55 976
"1707" 0 0 1.02985074626866 1 3 55 976
"1708" 0 0 1.02985074626866 1 2 55 976
"1709" 0 0 1.02985074626866 1 2 55 977
"1710" 0 0 3.02985074626866 1 2 55 978
"1711" 0 0 1 1 3 55 979
"1712" 0 0 2 1 2 55 979
"1713" 0 0 3.02985074626866 1 2 55 980
"1714" 0 0 1.02985074626866 1 2 55 981
"1715" 0 0 2 1 3 55 982
"1716" 0 0 1.02985074626866 1 2 55 983
"1717" 0 0 1.02985074626866 1 2 55 983
"1718" NA 0 1.02985074626866 1 2 55 983
"1719" 0 0 1.02985074626866 1 2 55 983
"1720" 0 0 1.02985074626866 1 2 55 984
"1721" 0 0 1.02985074626866 1 2 55 984
"1722" 0 0 3 1 3 55 985
"1723" 0 0 5 1 3 55 985
"1724" 0 0 3 1 1 55 985
"1725" 0 0 3 1 1 55 985
"1726" 0 0 1 1 2 55 986
"1727" 0 0 2 1 2 55 986
"1728" 0 0 2 1 3 55 987
"1729" 0 0 3 1 2 55 987
"1730" 0 0 1.02985074626866 1 3 55 988
"1731" 0 0 4 1 2 55 989
"1732" NA 0 1 1 2 55 989
"1733" NA 0 3 1 3 55 989
"1734" 0 0 1 1 2 55 990
"1735" 0 0 4 1 2 55 990
"1736" 0 0 1.02985074626866 1 3 55 991
"1737" 0 0 3 1 2 55 992
"1738" 0 0 2 1 3 55 992
"1739" 0 0 1.02985074626866 1 3 55 993
"1740" 0 3 1.02985074626866 1 2 55 994
"1741" 0 0 1 1 2 55 995
"1742" 0 0 2 1 2 55 995
"1743" 0 0 1.02985074626866 1 2 55 996
"1744" 0 1 1.02985074626866 1 2 55 996
"1745" 0 0 1.02985074626866 1 2 55 997
"1746" 0 4 2 1 2 55 998
"1747" 0 0 3 1 2 55 1000
