"borough" "numunits" "stories" "race" "personrm" "housewgt" "sequenceno" "under6" "cd" "unitflr2" "regext" "totincom2" "subsidy" "housing" "poverty" "povertyx2" "extwin4_2" "extflr5_2" "intcrack2" "inthole2" "intpeel_cat" "intleak2" "duration" "board2" "struct" "old" "help" "rodent2" "foreign" "dilap" "black_Mean" "board2_Mean" "foreign_Mean" "help_Mean" "hispanic_Mean" "old_Mean" "poverty_Mean" "povertyx2_Mean" "pubhous_Mean" "regext_Mean" "struct_Mean" "dilap_Mean" "ownhous_Mean" "duration_Mean" "extwin4_2_Mean" "extflr5_2_Mean" "intcrack2_Mean" "inthole2_Mean" "intleak2_Mean" "vacrate" "bldg"
"8035" 3 12 7 5 2 196.52831 763465 1 31 8 NA 100000 0 4 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0.04 0.15 0.33 0.88 0.11 0.61 0.13 0.25 0.03 0.65 0.83 0.02 0.22 11.31 0.01 0.05 0.11 0.07 0.23 0.13 4688
"8036" 3 9 3 1 1 179.11474 82135 1 31 4 NA 27800 NA 2 0 0 0 1 NA NA NA NA 8 0 NA 1 NA NA NA 0 0.04 0.15 0.33 0.88 0.11 0.61 0.13 0.25 0.03 0.65 0.83 0.02 0.22 11.31 0.01 0.05 0.11 0.07 0.23 0.13 4689
"8063" 3 12 7 2 0.33 204.34231 270975 1 31 5 1 40000 1 1 0 0 0 0 0 NA NA 0 14 1 1 0 1 1 0 0 0.04 0.15 0.33 0.88 0.11 0.61 0.13 0.25 0.03 0.65 0.83 0.02 0.22 11.31 0.01 0.05 0.11 0.07 0.23 0.13 4705
"8068" 3 12 7 2 0.5 179.11474 368880 1 31 8 1 32000 1 1 0 0 0 0 0 NA 0 0 1 0 1 0 NA 0 NA 0 0.04 0.15 0.33 0.88 0.11 0.61 0.13 0.25 0.03 0.65 0.83 0.02 0.22 11.31 0.01 0.05 0.11 0.07 0.23 0.13 4707
"8069" 3 12 7 1 0.5 179.11474 5624 1 31 NA 1 16164 0 1 0 1 0 0 0 0 0 0 16 0 1 0 NA 0 1 0 0.04 0.15 0.33 0.88 0.11 0.61 0.13 0.25 0.03 0.65 0.83 0.02 0.22 11.31 0.01 0.05 0.11 0.07 0.23 0.13 4707
"8070" 3 12 7 4 0.67 193.45658 232857 1 31 9 0 13020 0 1 0 1 0 0 0 0 1 0 9 0 0 0 1 1 1 0 0.04 0.15 0.33 0.88 0.11 0.61 0.13 0.25 0.03 0.65 0.83 0.02 0.22 11.31 0.01 0.05 0.11 0.07 0.23 0.13 4707
"8112" 3 12 7 1 0.33 181.20005 840434 1 32 8 NA 60300 NA 3 0 0 0 0 NA NA NA NA 5 0 NA 0 NA NA NA 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4723
"8126" 3 8 4 1 0.33 154.67311 489858 1 32 5 NA 70000 0 2 0 0 0 0 0 0 0 0 2 0 1 1 1 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4731
"8133" 3 12 6 1 0.5 196.71842 106394 1 32 NA 1 50000 NA 3 0 0 0 0 0 0 0 0 15 0 1 1 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4735
"8148" 3 10 4 1 0.5 145.89642 980956 2 32 4 1 175000 NA 3 0 0 0 0 0 0 0 0 14 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4743
"8149" 3 10 4 1 0.5 196.71842 639207 1 32 4 0 80000 0 2 0 0 0 0 0 0 0 0 8 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4743
"8150" 3 10 4 1 0.33 181.20005 588156 1 32 4 1 75000 NA 3 0 0 0 0 0 0 0 0 8 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4743
"8151" 3 10 4 1 1 177.93823 270409 1 32 5 1 80000 NA 3 0 0 0 0 0 0 0 0 2 0 1 0 1 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4743
"8164" 3 12 6 1 0.33 181.20005 605097 1 32 8 NA 105000 NA 3 0 0 0 0 NA NA NA NA 25 0 NA 0 NA NA NA 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4750
"8165" 3 12 7 4 1 196.71842 715445 1 32 8 1 100000 0 2 0 0 0 0 0 0 0 0 4 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4751
"8166" 3 12 7 1 1 196.71842 221846 1 32 8 1 32400 0 2 0 0 0 0 1 0 2 0 27 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4751
"8215" 3 12 7 4 0.5 196.71842 754311 1 32 8 1 50000 0 4 0 0 0 0 0 0 0 0 13 0 1 0 0 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4774
"8216" 3 12 7 5 1 197.94475 409625 1 32 8 1 150000 NA 4 0 0 0 0 0 0 1 0 2 0 1 0 1 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4774
"8217" 3 12 7 1 1 196.71842 448629 1 32 8 1 115000 0 4 0 0 0 0 0 0 0 1 7 1 0 0 0 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4774
"8218" 3 12 7 1 0.33 196.71842 915089 1 32 8 1 120000 0 4 0 0 0 0 0 0 0 0 2 0 1 0 1 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4774
"8221" 3 12 7 5 0.67 177.93823 369272 1 32 7 1 85000 NA 3 0 0 0 0 0 0 0 0 14 0 1 0 1 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4777
"8228" 3 12 7 1 1 154.67311 857874 1 32 8 1 150000 0 4 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4781
"8229" 3 12 7 1 1 154.67311 181648 2 32 8 NA 114000 NA 4 0 0 0 0 NA NA NA NA 1 0 NA 0 NA NA NA 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4781
"8246" 3 12 6 1 0.33 181.20005 307586 1 32 8 0 65000 NA 3 0 0 NA 0 0 0 0 0 3 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4792
"8247" 3 12 6 1 0.75 145.89642 24637 1 32 8 1 151030 NA 3 0 0 0 0 0 0 0 0 6 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4793
"8255" 3 7 4 1 1 196.71842 713690 1 32 5 NA 201000 NA 2 0 0 0 0 NA NA NA NA 0 0 NA 1 NA NA NA 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4798
"8313" 3 12 6 1 0.25 203.9617 218084 1 32 7 1 466973 NA 3 0 0 NA NA 0 0 0 1 6 1 1 0 1 0 0 NA 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4824
"8314" 3 12 5 1 1 181.20005 493647 1 32 5 1 66000 NA 3 0 0 0 0 0 0 0 0 26 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4825
"8335" 3 4 2 1 0.5 174.61026 757417 1 32 3 0 155300 0 4 0 0 0 NA 1 0 2 1 3 0 1 1 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4836
"8355" 3 11 5 1 0.67 177.93823 945520 1 32 7 1 226000 NA 3 0 0 0 0 0 0 0 0 3 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4847
"8368" 3 11 5 1 0.5 229.31269 512490 1 32 4 1 124600 0 2 0 0 0 0 1 1 0 1 12 0 1 1 1 1 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4852
"8429" 3 12 7 1 0.33 196.71842 155482 1 32 8 0 19500 0 2 0 0 0 0 0 0 0 0 14 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4884
"8447" 3 12 6 1 1 196.71842 524842 1 32 7 0 44000 0 4 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4894
"8448" 3 12 6 1 1 196.71842 909523 1 32 7 0 15012 0 2 0 1 0 0 0 0 0 0 32 0 1 0 0 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4894
"8449" 3 12 6 1 0.33 196.71842 858532 1 32 7 1 32500 0 2 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4894
"8458" 3 12 6 1 0.25 196.71842 502886 1 32 7 NA 75000 NA 2 0 0 0 0 NA NA NA NA 3 0 NA 0 NA NA NA 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4900
"8459" 3 12 6 1 0.5 229.31269 291320 1 32 7 NA 33000 NA 2 0 0 0 0 NA NA NA NA 8 0 NA 0 NA NA NA 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4900
"8461" 3 12 6 1 0.8 154.67311 236785 1 32 7 NA 471973 0 2 0 0 0 0 0 0 0 1 10 0 1 0 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4902
"8468" 3 12 6 2 0.33 196.71842 556131 1 32 5 NA 6780 NA 2 1 1 0 0 NA NA NA NA 38 0 NA 1 NA NA NA 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4907
"8469" 3 12 6 5 0.25 198.29055 454669 1 32 5 1 7200 1 2 1 1 0 0 0 0 0 0 29 0 1 1 1 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4907
"8470" 3 12 6 1 0.2 196.71842 507263 1 32 7 NA 33156 NA 2 0 0 0 0 NA NA NA NA 9 0 NA 1 NA NA NA 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4907
"8473" 3 11 6 1 0.67 229.31269 886205 1 32 7 0 47000 0 2 0 0 0 0 0 0 0 0 27 0 1 1 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4910
"8478" 3 12 7 5 0.67 174.61026 451505 1 32 7 NA 24648 NA 4 0 1 0 0 0 0 0 0 7 0 1 0 NA 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4912
"8479" 3 12 7 1 1 198.29055 765926 1 32 7 NA 7819 1 4 1 1 0 0 0 0 0 0 11 0 NA 0 NA 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4912
"8496" 3 11 6 1 0.33 196.71842 648922 1 32 7 1 11520 0 2 0 1 0 0 0 0 0 0 35 0 1 1 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4920
"8497" 3 11 6 2 0.67 203.03672 144131 1 32 7 1 97000 0 2 0 0 0 0 0 0 0 1 16 0 1 1 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4920
"8498" 3 11 6 1 0.67 229.31269 591930 1 32 7 NA 91000 0 2 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4920
"8499" 3 11 6 1 1 229.31269 779862 1 32 7 NA 142000 0 2 0 0 0 0 0 0 0 0 3 0 1 1 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4920
"8510" 3 11 6 5 0.33 203.9617 364642 1 32 NA 0 90000 0 2 0 0 0 0 0 0 0 1 2 0 0 1 0 0 1 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4924
"8511" 3 12 6 1 0.33 196.71842 952520 1 32 2 0 44000 0 2 0 0 0 0 0 0 0 0 12 0 1 1 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4925
"8526" 3 12 6 1 0.5 196.71842 3091 1 32 6 1 134000 0 2 0 0 0 0 0 0 0 0 13 1 NA 1 1 0 0 0 0.05 0.07 0.26 0.91 0.04 0.45 0.09 0.18 0.01 0.7 0.92 0 0.29 11.24 0 0.02 0.08 0.03 0.12 0.14 4933
"8543" 3 12 7 1 2 190.0111 54711 1 33 3 NA 102000 NA 3 0 0 0 0 0 0 1 0 3 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 4939
"8544" 3 12 7 1 1 203.9617 802521 1 33 3 1 200000 NA 3 0 0 0 0 0 0 NA 0 1 0 1 0 1 0 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 4939
"8545" 3 12 6 1 1 190.0111 590938 1 33 3 0 0 NA 3 1 1 0 0 0 0 0 0 35 0 0 0 0 1 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 4940
"8546" 3 12 6 1 1 185.06721 248942 1 33 3 1 35000 NA 3 0 0 0 0 0 0 0 0 13 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 4940
"8606" 3 10 5 1 0.5 219.2391 244538 1 33 5 1 15600 NA 3 0 1 0 0 0 0 0 0 22 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 4963
"8629" 3 11 5 1 0.4 190.0111 640553 1 33 4 1 174200 NA 3 0 0 0 0 0 0 0 0 6 0 1 0 1 1 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 4972
"8634" 3 7 4 1 0.33 185.06721 327542 1 33 3 0 7862 0 2 1 1 0 0 0 0 2 1 25 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 4977
"8671" 3 12 6 1 0.33 185.06721 750317 1 33 8 0 84000 0 4 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 4995
"8672" 3 12 6 5 1 185.06721 350398 1 33 8 1 66000 NA 3 0 0 0 0 0 0 0 0 4 0 1 0 1 0 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 4995
"8673" 3 12 6 1 1 185.06721 220171 1 33 8 NA 418633 NA 3 0 0 0 0 NA NA NA NA 7 0 NA 0 NA NA NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 4995
"8717" 3 12 6 1 0.33 185.06721 106139 1 33 7 NA 37880 NA 2 0 0 0 0 NA NA NA NA 6 0 NA 1 NA NA NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5020
"8718" 3 12 6 1 1 185.06721 165411 1 33 7 1 10000 0 2 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5020
"8719" 3 12 6 1 0.33 185.06721 562438 1 33 7 1 80000 0 2 0 0 0 0 0 0 0 0 24 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5020
"8725" 3 11 5 2 0.5 219.2391 547278 1 33 5 1 55000 0 2 0 0 0 0 0 NA 2 1 2 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5023
"8728" 3 11 5 1 0.5 219.2391 487440 1 33 5 1 11000 NA 3 0 1 0 0 0 0 0 1 5 0 1 1 1 0 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5026
"8729" 3 12 7 5 0.67 216.55204 166043 1 33 9 NA 200000 0 4 0 0 0 0 0 0 0 0 3 0 1 0 0 0 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5027
"8730" 3 12 7 1 0.33 185.06721 595931 1 33 9 0 77500 0 2 0 0 0 0 1 0 1 1 27 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5027
"8731" 3 12 7 2 0.5 203.03672 77593 1 33 9 NA 290000 NA 4 0 0 0 0 NA NA NA NA 27 0 NA 0 NA NA NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5027
"8745" 3 9 5 1 0.33 185.06721 30835 1 33 3 0 24000 0 2 0 0 0 0 0 0 0 1 25 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5033
"8746" 3 9 4 1 2 185.06721 928178 1 33 3 1 75434 0 2 0 0 0 0 1 0 2 0 5 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5034
"8749" 3 9 3 1 1 193.45658 574730 2 33 2 1 170000 0 4 0 0 0 0 0 0 0 0 10 1 1 0 1 1 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5037
"8750" 3 9 3 1 0.5 185.06721 873942 1 33 2 1 80000 0 2 0 0 0 0 0 0 0 0 10 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5037
"8763" 3 12 7 1 0.33 185.06721 820269 1 33 8 NA 130000 NA 3 0 0 0 0 NA NA NA NA 8 0 NA 0 NA NA NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5043
"8764" 3 12 7 1 0.33 219.2391 473502 1 33 8 1 416973 NA 3 0 0 0 0 0 0 0 0 9 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5043
"8765" 3 12 7 1 0.33 219.2391 675136 1 33 8 NA 150000 NA 3 0 0 0 0 NA NA NA NA 6 0 NA 0 NA NA NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5043
"8766" 3 12 7 1 0.5 200.16906 392518 1 33 8 NA 150000 NA 3 0 0 0 0 NA NA NA NA 6 0 NA 0 NA NA NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5043
"8771" 3 11 6 1 0.17 219.2391 391901 1 33 7 1 102901 NA 3 0 0 0 0 0 0 0 1 12 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5047
"8772" 3 11 6 1 0.6 200.16906 176168 1 33 8 1 89100 NA 3 0 0 0 0 0 0 0 0 23 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5047
"8780" 3 11 5 1 0.33 219.2391 930341 1 33 2 1 120000 NA 3 0 0 0 0 1 0 0 0 13 0 0 0 0 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5050
"8781" 3 11 5 1 1 200.16906 431286 1 33 2 1 90000 NA 3 0 0 0 0 0 0 0 0 28 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5050
"8782" 3 11 5 5 1 196.52831 770494 1 33 3 1 90000 0 2 0 0 0 0 0 0 0 0 18 0 1 0 1 0 1 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5050
"8783" 3 11 5 1 0.33 219.2391 820936 1 33 3 1 77000 NA 3 0 0 0 0 0 0 0 1 6 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5050
"8785" 3 10 5 1 0.6 193.45658 716967 2 33 2 1 281000 0 2 0 0 0 0 0 0 0 0 14 0 1 1 1 0 NA 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5052
"8786" 3 10 5 1 0.75 185.06721 685590 2 33 2 1 70000 0 4 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5052
"8825" 3 11 6 1 0.67 193.45658 180361 1 33 6 NA 457173 0 2 0 0 0 0 0 0 0 0 3 0 1 1 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5073
"8831" 3 8 4 2 0.67 153.14673 782213 1 33 6 1 120400 NA 2 0 0 0 0 0 0 0 0 29 0 1 1 NA 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5077
"8836" 3 12 7 1 0.6 193.45658 245365 1 33 9 NA 75000 0 4 0 0 0 0 0 0 0 0 4 0 1 0 1 0 0 0 0.09 0.05 0.31 0.9 0.1 0.69 0.13 0.21 0.04 0.79 0.91 0.03 0.27 12.66 0.01 0.02 0.13 0.05 0.19 0.09 5079
