"y" "defects" "poor" "race" "floor" "dist" "bldg"
"9853" 0 1 4 5 7 35 5565
"9854" 0 1 3 4 5 35 5566
"9855" 0 1 5 4 5 35 5567
"9856" 0 2 5 4 5 35 5568
"9857" 1 4 5 4 6 35 5569
"9858" 0 0 3 2 4 35 5570
"9859" 1 2 2 2 4 35 5570
"9860" 0 2 2 2 4 35 5570
"9861" 1 2 4 4 5 35 5571
"9862" 1 2 3 4 5 35 5571
"9863" 1 2 5 4 5 35 5571
"9864" NA 2 3 4 6 35 5571
"9865" 1 1 6 3 5 35 5572
"9866" 0 0 6 4 5 35 5572
"9867" 1 0 6 4 5 35 5572
"9868" 0 3 7 4 5 35 5572
"9869" 0 4 3 1 5 35 5573
"9870" 0 1.02147239263804 6 3 6 35 5574
"9871" NA 0 3 3 6 35 5575
"9872" 0 0 4 4 6 35 5575
"9873" 0 3 3 1 7 35 5576
"9874" 0 0 6 1 7 35 5577
"9875" 0 2 5 2 7 35 5577
"9876" 0 0 3 4 7 35 5577
"9877" 1 1 4 4 4 35 5578
"9878" 1 1 2.1171875 4 4 35 5579
"9879" 1 1 3 4 4 35 5580
"9880" 1 0 4 3 5 35 5581
"9881" 1 2 6 2 3 35 5582
"9882" 1 2 4 4 3 35 5583
"9883" 0 1 5 3 4 35 5584
"9884" 0 1 4 3 4 35 5584
"9885" 0 0 6 3 2 35 5585
"9886" 0 1 3.1171875 4 2 35 5586
"9887" 1 0 7 2 3 35 5587
"9888" 0 0.406896551724138 5 4 3 35 5588
"9889" 0 0 1.1171875 5 2 35 5589
"9890" 0 0 1.1171875 1 2 35 5590
"9891" 0 0 1.1171875 5 2 35 5590
"9892" 0 0 2.1171875 4 2 35 5591
"9893" 1 3 4 4 5 35 5592
"9894" 1 2 3 4 5 35 5593
"9895" 0 0 3 2 5 35 5593
"9896" 1 0 3 4 5 35 5593
"9897" 1 4 4 4 5 35 5593
"9898" 1 1 5 4 6 35 5594
"9899" 1 4 4 2 7 35 5595
"9900" 1 6 4 2 7 35 5595
"9901" 1 2 6 2 1 35 5595
"9902" 1 3 4 1 2 35 5595
"9903" 1 0 4 5 7 35 5596
"9904" 0 0 3 1 7 35 5596
"9905" 0 2 3 1 7 35 5596
"9906" NA 1.37215382690975 2.1171875 1 2 35 5597
"9907" 0 2 3 2 3 35 5598
"9908" 0 0 5 1 4 35 5599
"9909" 0 2 5 1 4 35 5599
"9910" 1 1 6 2 2 35 5600
"9911" 1 2 6 4 2 35 5600
"9912" 1 2 5 4 3 35 5600
"9913" 0 1 6 2 2 35 5601
"9914" NA 1.30689655172414 6 4 3 35 5602
"9915" 0 1.30689655172414 4 2 3 35 5602
"9916" NA 1.30689655172414 6 2 3 35 5602
"9917" 1 3 7 3 2 35 5603
"9918" 0 0 5 2 3 35 5603
"9919" 0 1 7 3 3 35 5603
"9920" 0 3 7 1 3 35 5603
"9921" 0 0 6 3 8 35 5604
"9922" 0 1 7 2 8 35 5604
"9923" 0 1 6 2 8 35 5604
"9924" 0 0 6 2 8 35 5604
"9925" 1 1 7 4 6 35 5605
"9926" 0 1 4 1 6 35 5605
"9927" 1 1 7 4 6 35 5605
"9928" NA 1 6.66666666666667 4 4 35 5605
"9929" 0 0 6 4 3 35 5606
"9930" 0 0 4 4 3 35 5607
"9931" 1 1 4 4 3 35 5607
"9932" 0 0 5 4 3 35 5607
"9933" 0 0 4.1171875 1 5 35 5608
"9934" 0 0 5 1 5 35 5609
"9935" 1 0 4 1 6 35 5610
"9936" 0 1 4 1 6 35 5611
"9937" 1 3 5 2 7 35 5612
"9938" 0 1 4 2 7 35 5612
"9939" 0 1 5 2 7 35 5613
"9940" 1 2 6 2 7 35 5613
"9941" 0 0 6 2 8 35 5614
"9942" 0 0 4 2 8 35 5614
"9943" 1 0 6 3 8 35 5614
"9944" 0 1 7 4 8 35 5614
"9945" 1 3 4 5 7 35 5615
"9946" 1 2 5 4 7 35 5615
"9947" 1 1 4 4 7 35 5615
"9948" 0 5 5 2 7 35 5615
"9949" 0 2 6 2 5 35 5616
"9950" 1 0 7 4 5 35 5616
"9951" 1 2 6 2 6 35 5616
"9952" 0 1 4 1 7 35 5617
"9953" 0 0 4 1 7 35 5618
"9954" 1 3 4 4 2 35 5619
"9955" NA 2 2 1 7 35 5620
"9956" 0 2 2 1 7 35 5620
"9957" 1 1.02147239263804 2 1 7 35 5621
"9958" 0 0 3 1 7 35 5622
"9959" 0 3 4 2 6 35 5623
"9960" NA 1.37215382690975 5.1171875 2 6 35 5624
"9961" 0 0 4 2 6 35 5625
"9962" 0 0 5 4 6 35 5625
"9963" 0 1 4 1 3 35 5626
"9964" NA 1.37215382690975 3.1171875 1 4 35 5627
"9965" 1 0 3 5 4 35 5628
"9966" 1 0 4 2 4 35 5629
"9967" 0 1 2 1 3 35 5630
"9968" NA 2.33333333333333 3.33333333333333 1 4 35 5630
"9969" 0 3 4 1 4 35 5630
"9970" 0 3 6 2 4 35 5630
"9971" 1 3 5 3 5 35 5631
"9972" 1 1 3 2 5 35 5631
"9973" 1 1 3 2 6 35 5632
"9974" 0 1 3 2 8 35 5633
"9975" 0 0 3 4 8 35 5633
"9976" NA 0.5 3 2 8 35 5633
"9977" 0 1 5 4 2 35 5634
"9978" 0 0 4 7 6 35 5635
"9979" NA 0 4 4 7 35 5635
"9980" 0 0 2 1 7 35 5635
"9981" 0 0 4 3 7 35 5635
"9982" 0 0 3 4 7 35 5636
"9983" 0 0 5 3 7 35 5636
"9984" 0 2 3 2 7 35 5636
"9985" 0 0 3 2 7 35 5637
"9986" 0 0 3 2 8 35 5638
"9987" 0 0 2 2 8 35 5638
"9988" 0 1 3 2 8 35 5638
"9989" 0 0 4 2 8 35 5638
"9990" 0 3 2 1 6 35 5639
"9991" 0 1 2 1 6 35 5639
"9992" NA 1.66666666666667 2 5 6 35 5639
"9993" 0 1 2 4 7 35 5639
"9994" 0 2 3 7 1 35 6079
"9995" 0 1 4 2 4 35 6079
"9996" NA 1.5 5 2 5 35 6079
"9997" 0 0 5.1171875 2 1 35 6090
"9998" 0 4 4 2 2 35 6091
"9999" 0 2 5 3 5 35 6091
"10000" 0 1 5 2 2 35 6095
"10001" 1 2 3 4 3 35 6116
"10002" 1 6 3 2 4 35 6116
"10003" NA 4 3 2 6 35 6116
"10004" 0 1 4 3 2 35 6145
"10005" 0 0 4 4 3 35 6145
"10006" 0 0 3 4 4 35 6145
"10007" 0 0 4 3 5 35 6145
"10008" 0 0 3 4 6 35 6146
"10009" 0 0 2 2 3 35 6147
"10010" NA 2 5 2 4 35 6147
"10011" 0 4 4 2 5 35 6147
"10012" 0 0.0242424242424242 3 2 6 35 6148
"10013" 1 4 6 2 2 35 6163
"10014" 1 3 4 4 3 35 6164
"10015" 1 3 2 4 4 35 6164
"10016" 1 0 2 2 5 35 6164
"10017" NA 4 4 2 2 35 6168
"10018" 0 4 5 3 4 35 6168
"10019" 0 0 4 4 3 35 6171
"10020" 1 4 2 3 4 35 6171
"10021" NA 1.37215382690975 4.1171875 3 5 35 6172
"10022" NA 1.37215382690975 4.49448811349693 3 6 35 6173
"10023" 0 0 2 3 7 35 6174
"10024" 1 6 3 4 1 35 6175
"10025" 1 2 5 2 3 35 6176
"10026" 1 4 5 4 5 35 6177
"10027" 0 5 4 4 6 35 6178
"10028" 1 1 3 4 2 35 6182
"10029" 1 0 4 4 4 35 6183
"10030" 0 1 4 4 5 35 6183
"10031" 1 6 2 4 2 35 6187
"10032" 1 0 5 4 4 35 6188
"10033" 1 5 3 4 5 35 6189
"10034" NA 1.40558847736568 4.1171875 4 6 35 6190
"10035" NA 1.37215382690975 4.1171875 4 7 35 6191
"10036" 0 1 2 3 2 35 6202
"10037" 1 4 3 4 3 35 6202
"10038" 1 1 2 4 4 35 6202
"10039" 0 1 4 4 5 35 6202
"10040" 1 6 5 2 6 35 6203
"10041" 1 6 3 2 2 35 6206
"10042" 1 0 4 4 5 35 6207
"10043" 0 2 2 2 2 35 6207
"10044" 1 2 2 2 3 35 6208
"10045" 1 1 4 3 5 35 6209
"10046" 1 2 4 4 2 35 6210
"10047" 1 5 4 4 3 35 6210
"10048" NA 1.40558847736568 4.49448811349693 4 4 35 6211
"10049" 1 0 3 4 5 35 6212
"10050" 1 4 5 4 6 35 6212
"10051" 0 1 4 2 3 35 6215
"10052" 0 3 3 2 6 35 6215
"10053" NA 3.37215382690975 3.1171875 4 3 35 6219
"10054" 0 1.13240418118467 3 2 5 35 6220
"10055" 1 3 4 2 6 35 6221
"10056" 1 5 6 4 2 35 6228
"10057" 0 1 5 4 3 35 6228
"10058" 1 3 4 4 4 35 6228
"10059" 1 6 2 2 5 35 6228
"10060" NA 1.37215382690975 2.1171875 2 7 35 6229
"10061" 0 2 5 2 3 35 6233
"10062" NA 2 2 2 4 35 6233
"10063" 1 2 4 2 3 35 6245
"10064" NA 1.37215382690975 5.1171875 4 5 35 6246
"10065" NA 0.666666666666667 1.18503937007874 1 5 36 5640
"10066" 0 0 2.18503937007874 2 5 36 5640
"10067" 1 1 2.18503937007874 2 5 36 5640
"10068" 0 1 2.18503937007874 1 5 36 5640
"10069" 0 4 3.18503937007874 2 3 36 5641
"10070" 1 0 2.18503937007874 2 3 36 5641
"10071" 0 0 2.18503937007874 2 3 36 5641
"10072" 0 1 5 2 3 36 5642
"10073" 0 1 3 2 4 36 5642
"10074" 0 1 2 2 2 36 5642
"10075" 1 0.164912280701754 2.18503937007874 2 3 36 5643
"10076" NA 1.80508300122016 2.18503937007874 2 3 36 5644
"10077" 0 2.16491228070175 2.18503937007874 2 3 36 5645
"10078" 0 0 3.18503937007874 2 3 36 5646
"10079" 0 0 2 2 2 36 5647
"10080" 0 0 2 2 3 36 5647
"10081" 0 0 2 2 4 36 5647
"10082" 0 1 4 2 4 36 5648
"10083" 0 1 6 1 4 36 5648
"10084" 0 1 6 2 4 36 5648
"10085" 0 1 3 2 2 36 5649
"10086" 0 0 3 2 3 36 5650
"10087" 0 0 3 2 4 36 5651
"10088" 1 0 3 2 1 36 5651
"10089" 0 3 4 2 2 36 5652
"10090" 0 1 2.18503937007874 4 3 36 5653
"10091" 0 0.444827586206897 2.18503937007874 2 3 36 5654
"10092" 0 1 4.18503937007874 2 2 36 5655
"10093" 1 1 6 2 2 36 5656
"10094" 1 2 5 2 3 36 5656
"10095" 1 3 4 2 3 36 5657
"10096" 1 5 4 2 3 36 5657
"10097" 0 3 3 2 4 36 5658
"10098" 1 2 4 2 4 36 5659
"10099" 0 2 4 2 2 36 5660
"10100" 1 2 6 2 3 36 5660
"10101" NA 1.80508300122016 3.18503937007874 2 3 36 5661
"10102" 1 3 4 7 3 36 5662
"10103" NA 0 3 2 3 36 5663
"10104" 1 0 6 1 3 36 5663
"10105" 1 3 2.18503937007874 2 8 36 5664
"10106" 0 0 1.18503937007874 2 8 36 5664
"10107" 0 1 1.18503937007874 2 8 36 5664
"10108" NA 1.33333333333333 1.18503937007874 2 8 36 5664
"10109" 0 2 2.18503937007874 2 8 36 5665
"10110" 0 0 3.18503937007874 2 8 36 5665
"10111" 0 0 3.18503937007874 2 8 36 5665
"10112" 1 5 4 2 5 36 5666
"10113" 0 1 4 1 6 36 5667
"10114" 0 1 6 5 6 36 5667
"10115" 0 2 5 2 6 36 5667
"10116" 0 1 2.18503937007874 1 2 36 5668
"10117" NA 2.80508300122016 4.18503937007874 2 4 36 5669
"10118" 1 4 4 2 3 36 5670
"10119" 1 5 4 2 6 36 5670
"10120" 1 1 7 2 6 36 5671
"10121" 0 3.08641975308642 5 2 4 36 5672
"10122" 0 2.08641975308642 4 2 4 36 5672
"10123" 0 0 4 2 7 36 5673
"10124" 0 0 5 6 7 36 5673
"10125" 0 0 4 2 7 36 5673
"10126" 0 0 5 2 7 36 5673
"10127" 1 4 4 2 1 36 5674
"10128" 1 1.16491228070175 3 2 2 36 5675
"10129" NA 1.80508300122016 2.18503937007874 2 5 36 5676
"10130" NA 0.0766871165644172 3 2 4 36 5677
"10131" 0 0.0766871165644172 3 2 4 36 5677
"10132" NA 1.80508300122016 3.18503937007874 2 5 36 5678
"10133" 0 0 3 2 5 36 5679
"10134" 1 4 4 2 4 36 5680
"10135" NA 1.80508300122016 3.18503937007874 4 4 36 5681
"10136" 1 6 6 7 2 36 5682
"10137" 0 1 4.18503937007874 2 2 36 5683
"10138" NA 1.80508300122016 4.18503937007874 2 4 36 5684
"10139" 0 4 7 2 3 36 5685
"10140" 1 6 6 2 4 36 5686
"10141" 0 8 7 2 4 36 5686
"10142" 0 3 7 2 4 36 5686
"10143" 0 8 6 2 5 36 5687
"10144" 0 0 5 2 3 36 5688
"10145" 0 3 5 2 4 36 5689
"10146" 0 0 4 2 4 36 5690
"10147" NA 1.80508300122016 3.18503937007874 2 5 36 5691
"10148" 1 3 6 3 5 36 5692
"10149" 0 1 3 2 8 36 5693
"10150" NA 0.666666666666667 2 2 8 36 5693
"10151" 0 0 2 2 8 36 5693
"10152" 0 1 3 2 8 36 5693
"10153" 0 1 2.18503937007874 2 2 36 5694
"10154" 1 1 4 2 2 36 5695
"10155" 0 1 5 2 2 36 5695
"10156" 1 4 6 2 3 36 5696
"10157" 1 2 3 2 3 36 5697
"10158" 1 2 6 2 3 36 5697
"10159" NA 1.66666666666667 5.66666666666667 2 3 36 5697
"10160" 0 1 5 2 3 36 5697
"10161" 0 2 1.18503937007874 4 7 36 5698
"10162" 0 2 3.18503937007874 2 2 36 5699
"10163" 0 0 2.18503937007874 2 2 36 5699
"10164" 1 0 3.18503937007874 4 2 36 5699
"10165" 1 4 5 2 6 36 5700
"10166" 0 1 4.18503937007874 2 7 36 5701
"10167" 0 1 2.18503937007874 4 7 36 5701
"10168" 1 0 2.18503937007874 2 7 36 5701
"10169" 0 0 1.18503937007874 2 7 36 5702
"10170" 1 2 4 2 7 36 5703
"10171" 1 1 4 2 7 36 5703
"10172" 1 2 2 2 7 36 5703
"10173" 0 2 6 2 3 36 5703
"10174" 1 4 4 2 4 36 5704
"10175" 0 0 4 5 4 36 5704
"10176" 0 2 4 2 4 36 5704
"10177" 0 0 4 2 3 36 5704
"10178" 0 0 3 2 4 36 5705
"10179" 1 0 6 2 4 36 5706
"10180" 1 3 6 2 5 36 5707
"10181" 0 1 3 2 4.72560975609756 36 5708
"10182" 1 2 6 4 5 36 5709
"10183" 1 3 5 2 5 36 5710
"10184" 1 6 3 4 6 36 5711
"10185" 0 0 3 2 2 36 5712
"10186" 1 0 3 4 2 36 5712
"10187" 1 7 4 2 4 36 5713
"10188" 0 3 4 2 4 36 5714
"10189" NA 6 3 2 5 36 5715
"10190" 0 6 4 2 5 36 5715
"10191" 0 2 5 3 4 36 5716
"10192" 0 0 4 3 4 36 5716
"10193" 0 3 5 2 7 36 5717
"10194" 0 1 7 2 7 36 5717
"10195" 0 2 6 3 7 36 5718
"10196" 0 2 6 2 8 36 5719
"10197" 0 0 6 2 6 36 5720
"10198" 0 0 5 2 6 36 5720
"10199" 0 1 4 2 2 36 5720
"10200" 1 1 4 2 6 36 5721
"10201" 1 0 5 4 6 36 5721
"10202" 0 1 4 4 6 36 5721
"10203" 1 2 5 7 2 36 5721
"10204" 0 0 4 2 2 36 5722
"10205" 1 0 5 4 2 36 5722
"10206" 1 1 4 2 2 36 5722
"10207" 1 2 4 2 3 36 5723
"10208" 1 5 6 4 3 36 5724
"10209" 1 4 4 1 3 36 5724
"10210" 1 5 4 2 4 36 5724
"10211" 0 0 6 2 7 36 5725
"10212" 1 2 7 3 7 36 5725
"10213" 1 2 7 2 7 36 5725
"10214" 1 0 6 3 7 36 5725
"10215" 1 2 6 6 5 36 5726
"10216" 0 2 6 2 5 36 5726
"10217" NA 1.33333333333333 5 2 5 36 5726
"10218" 0 0 4 4 6 36 5726
"10219" 1 1.16491228070175 6 3 2 36 5727
"10220" NA 1.80508300122016 6.18503937007874 2 3 36 5728
"10221" 1 0 6 2 3 36 5729
"10222" 0 0 5 4 4 36 5729
"10223" NA 2 5 2 7 36 5730
"10224" 0 2 5 2 7 36 5730
"10225" NA 2 3 2 7 36 5730
"10226" NA 1.80508300122016 4.18503937007874 2 5 36 5731
"10227" 1 5 3 2 4 36 5732
"10228" NA 1.80508300122016 5 4 6 36 5733
"10229" 1 3 7 2 6 36 5734
"10230" 1 0 3.18503937007874 3 6 36 5735
"10231" 1 2 5 4 6 36 5736
"10232" 0 0 3 2 8 36 5737
"10233" 0 1 3 2 8 36 5737
"10234" 0 0 4 2 8 36 5737
"10235" 0 4 6 2 7 36 5737
"10236" 0 1.07668711656442 4 2 7 36 5738
"10237" 0 0 4 2 7 36 5739
"10238" 0 1 6 2 7 36 5739
"10239" NA 5 3 1 6 36 5740
"10240" 1 5 3 2 4 36 5740
"10241" 0 0 3 2 4 36 5741
"10242" 1 4 5 2 4 36 5742
"10243" 0 1 3 2 7 36 5743
"10244" 1 3 3 2 7 36 5743
"10245" NA 2 2 2 7 36 5743
"10246" 0 2 5 2 7 36 5743
"10247" 0 0.0864197530864197 3 2 8 36 5744
"10248" 1 0 3 2 7 36 5745
"10249" 0 1 4 1 8 36 5746
"10250" 0 0 2 2 8 36 5747
"10251" 0 0 3 2 7 36 5747
"10252" 0 0 3 2 7 36 5747
"10253" 0 0 5 2 7 36 5747
"10254" 0 0 3 2 8 36 5748
"10255" 0 1 3.5 2 8 36 5748
"10256" 0 1 6 2 8 36 5748
"10257" 0 0 5 2 8 36 5749
"10258" 0 0 4 2 8 36 5750
"10259" 0 1 4 2 8 36 5750
"10260" 0 1 6 2 3 36 5751
"10261" 0 1 6 2 8 36 5752
"10262" 0 1 7 2 8 36 5752
"10263" 0 4 6 2 8 36 5752
"10264" 0 1 7 4 8 36 5752
"10265" 0 0 6 3 7 36 5753
"10266" NA 1.80508300122016 5.18503937007874 2 7 36 5754
"10267" 0 0 6 4 7 36 5755
"10268" NA 1.80508300122016 4.18503937007874 2 7 36 5756
"10269" 0 1 3 2 8 36 5757
"10270" 1 1 4 2 8 36 5758
"10271" NA 1.80508300122016 4.18503937007874 2 8 36 5759
"10272" 0 0 3 2 8 36 5760
"10273" 1 3 5 3 6 36 5761
"10274" 0 0 4 2 6 36 5762
"10275" 0 1 4 2 6 36 5762
"10276" 0 1 5 2 6 36 5762
"10277" 0 2 5 2 7 36 5763
"10278" 1 3 6 2 7 36 5763
"10279" 1 4 5 2 7 36 5763
"10280" NA 3 3.66666666666667 2 7 36 5763
"10281" 0 3 6 2 8 36 5764
"10282" 0 1 5 2 8 36 5764
"10283" 0 1 6 2 8 36 5764
"10284" 1 2 4 2 6 36 5765
"10285" 1 3 4 2 2 36 5766
"10286" 1 2 4 2 6 36 5767
"10287" 1 1 4 2 2 36 5768
"10288" 0 1 2 1 4 36 6074
"10289" 1 1 5 2 2 36 6077
"10290" 1 2 4 2 3 36 6077
"10291" NA 1.80508300122016 4.18503937007874 2 4 36 6078
"10292" 0 0 3 2 1 36 6080
"10293" 1 2 4 2 2 36 6081
"10294" 0 1 4 2 3 36 6082
"10295" 0 0 4 2 1 36 6083
"10296" 0 0 5 4 2 36 6083
"10297" 0 1 6 2 3 36 6083
"10298" 0 0 3 4 2 36 6088
"10299" NA 0 4 2 3 36 6088
"10300" NA 0 5 2 3 36 6088
"10301" 1 3 2 2 5 36 6089
"10302" 0 1.80508300122016 4 2 3 36 6092
"10303" 0 2 4.18503937007874 2 3 36 6096
"10304" 0 1 5.18503937007874 2 4 36 6096
"10305" 0 0.164912280701754 5 2 4 36 6097
"10306" 1 1 5 2 3 36 6100
"10307" 0 3 4 2 4 36 6100
"10308" 0 6 4 2 6 36 6100
"10309" 1 4 5 2 5 36 6101
"10310" 0 1 5 2 6 36 6102
"10311" NA 4 2 2 2 36 6105
"10312" 1 4 2 4 3 36 6105
"10313" NA 4 2 2 5 36 6105
"10314" NA 2.88177011778458 5.18503937007874 2 3 36 6113
"10315" 1 6 5 2 3 36 6117
"10316" 0 2 4 2 4 36 6117
"10317" 1 5 5 2 2 36 6125
"10318" 1 7 6 4 5 36 6126
"10319" 0 1 5 2 2 36 6127
"10320" 1 2 3 7 4 36 6128
"10321" 1 3 5 2 5 36 6128
"10322" 1 2 3 2 6 36 6128
"10323" 0 5 4 2 3 36 6132
"10324" 1 3 4 2 4 36 6132
"10325" 1 3 5 2 5 36 6132
"10326" NA 1.80508300122016 5.18503937007874 2 6 36 6133
"10327" 1 3 4 2 7 36 6134
"10328" 1 3 6 3 6 36 6135
"10329" 0 3 5 2 3 36 6139
"10330" 0 4 5 3 4 36 6139
"10331" 1 1 4 2 5 36 6139
"10332" 1 4 5 2 6 36 6139
"10333" 1 4 5 3 3 36 6140
"10334" 1 8 4 2 6 36 6141
"10335" 1 5 5 2 2 36 6152
"10336" 0 1 3 2 5 36 6153
"10337" 0 1 4 2 2 36 6153
"10338" 1 5 5 2 3 36 6153
"10339" 1 1 2 2 2 36 6157
"10340" 1 2 2 2 3 36 6157
"10341" 1 4 3 2 4 36 6157
"10342" 1 2 2 2 5 36 6157
"10343" 1 3 2 2 6 36 6158
"10344" 1 5 6 3 4 36 6158
"10345" 1 2 6 2 6 36 6158
"10346" 0 2 6 2 3 36 6159
"10347" 0 2 5 2 2 36 6184
"10348" 1 5 5 2 6 36 6185
"10349" 1 7 3 2 3 36 6193
"10350" 1 3 2 2 4 36 6194
"10351" 1 5 3 2 6 36 6195
"10352" 0 1 3 2 2 36 6195
"10353" 0 1.08641975308642 6 2 4 36 6196
"10354" 0 4 4 3 5.5 36 6197
"10355" 0 5 3 2 6 36 6197
"10356" 0 5 3 2 5 36 6197
"10357" NA 3.80508300122016 5.18503937007874 2 2 36 6198
"10358" 0 2 4 2 3 36 6199
"10359" 0 4 3 2 4 36 6200
"10360" 0 4 5 2 5 36 6200
"10361" 0 2 4 2 2 36 6201
"10362" 0 3 3 4 3 36 6201
"10363" 1 2 5 2 4 36 6201
"10364" 1 1 4 2 2 36 6216
"10365" 0 0 6 2 4 36 6216
"10366" 0 0 5.33333333333333 4 5 36 6216
"10367" 0 1 4 2 6 36 6216
"10368" 0 3 4 6 7 36 6217
"10369" 1 3 4 2 2 36 6222
"10370" 1 6 3 2 7 36 6223
"10371" 1 5.96551724137931 3 2 3 36 6224
"10372" 1 9 3 2 4 36 6225
"10373" 0 5.08641975308642 4 2 2 36 6226
"10374" 0 1 4 2 3 36 6227
"10375" 1 2 5 3 4 36 6227
"10376" 0 5 4 2 5 36 6230
"10377" 1 7 4 2 6 36 6230
"10378" 0 4 3 2 4 36 6231
"10379" 0 2 5 2 6 36 6232
"10380" 1 6 4 2 3 36 6234
"10381" 1 2 4 2 4 36 6234
"10382" 1 5 3 2 5 36 6235
"10383" NA 5 3 2 7 36 6235
"10384" 0 6 6 2 5 36 6242
"10385" 0 4 4 2 7 36 6242
"10386" 1 7 4 2 3 36 6243
"10387" 1 5 3 2 4 36 6244
"10388" 0 0 4 2 6 36 6247
"10389" 1 5 6 3 4 36 6248
"10390" 1 4.08641975308642 4 4 5 36 6249
"10391" 1 0 3 2 3 36 6250
"10392" 1 4 2 2 2 36 6250
"10393" 1 6 5 2 5 36 6250
"10394" 0 2 2 2 7 36 6250
"10395" 0 0 5 1 6 37 5769
"10396" 1 0 3 2 6 37 5769
"10397" 0 0 4 1 7 37 5769
"10398" 0 0 1.33678756476684 1 8 37 5770
"10399" 1 0 2.33678756476684 1 8 37 5770
"10400" 0 0 1.33678756476684 1 8 37 5770
"10401" 0 2 1.33678756476684 2 7 37 5770
"10402" NA 3 1.33678756476684 2 7 37 5771
"10403" NA 3 1.33678756476684 2 7 37 5771
"10404" 0 3 2.33678756476684 2 7 37 5771
"10405" 0 0 1.33678756476684 2 7 37 5772
"10406" 0 0 1.33678756476684 4 7 37 5772
"10407" 1 4 5 2 7 37 5773
"10408" 0 1 1.33678756476684 2 7 37 5774
"10409" 0 0 1.33678756476684 2 7 37 5774
"10410" 0 0 3.33678756476684 2 7 37 5774
"10411" 1 1 2.33678756476684 2 9 37 5774
"10412" 0 0 3 5 5 37 5775
"10413" 0 1 3 1 5 37 5775
"10414" 0 0 1.33678756476684 1 7 37 5776
"10415" 0 1 4 5 5 37 5777
"10416" 1 0 3 3 3 37 5778
"10417" 0 1 2 3 4 37 5779
"10418" 0 0 2.33678756476684 4 1 37 5780
"10419" 0 1.20091324200913 3 1 6 37 5781
"10420" 0 0.404651162790698 3 5 3 37 5782
"10421" 0 0.404651162790698 3 1 3 37 5782
"10422" 0 1 3 1 2 37 5783
"10423" 0 1 3 1 3 37 5784
"10424" 0 0 3 1 4 37 5784
"10425" 0 0 4 3 5 37 5784
"10426" 0 0 3 4 1 37 5784
"10427" 0 0 5 2 2 37 5785
"10428" 0 0 7 3 3 37 5785
"10429" NA 0.333333333333333 4.33333333333333 3 3 37 5785
"10430" 1 1 6 3 3 37 5785
"10431" 1 0 2.33678756476684 3 8 37 5786
"10432" 0 0 1.33678756476684 3 8 37 5786
"10433" 0 1 1.33678756476684 3 8 37 5786
"10434" 0 1 4.33678756476684 2 8 37 5786
"10435" 0 1 3 3 2 37 5787
"10436" 0 1 5 3 6 37 5788
"10437" 0 2 4 1 5 37 5789
"10438" NA 1.13356701743531 3.33678756476684 1 6 37 5790
"10439" NA 1.13356701743531 5.33678756476684 1 6 37 5790
"10440" 0 2 3 2 6 37 5791
"10441" NA 2 3 2 6 37 5791
"10442" 1 0.0416666666666667 3.33678756476684 1 6 37 5792
"10443" 0 0 3.33678756476684 2 8 37 5793
"10444" 0 0 1.33678756476684 2 8 37 5794
"10445" 0 0 1.33678756476684 2 8 37 5795
"10446" NA 1.13356701743531 2.33678756476684 4 8 37 5796
"10447" 1 2 4 2 5 37 5797
"10448" 0 1 6 2 6 37 5797
"10449" 1 2 4 4 6 37 5797
"10450" 1 2 5 2 6 37 5797
"10451" NA 1.13356701743531 2.33678756476684 1 4 37 5798
"10452" NA 1.13356701743531 2.33678756476684 1 5 37 5798
"10453" 0 1 2 2 3 37 5799
"10454" 0 1 4 4 3 37 5800
"10455" 1 1.04166666666667 4 4 5 37 5801
"10456" 1 0 4 4 5 37 5802
"10457" 1 1.04166666666667 4.33678756476684 3 4 37 5803
"10458" 1 5 5 3 3 37 5804
"10459" 0 1 5 4 7 37 5805
"10460" 0 0 6 2 7 37 5806
"10461" 0 1 6 2 7 37 5807
"10462" 0 1 6 2 7 37 5808
"10463" 0 1 5 3 3 37 5809
"10464" 0 1 6 3 5 37 5809
"10465" 0 2.09952606635071 5 4 3 37 5810
"10466" NA 1.13356701743531 4.33678756476684 4 5 37 5811
"10467" 0 1 4 2 5 37 5812
"10468" 0 4 4 3 5 37 5813
"10469" 0 2 6 2 5 37 5814
"10470" 1 1 7 3 6 37 5815
"10471" 1 4 7 4 6 37 5815
"10472" 1 3.09952606635071 6 3 6 37 5816
"10473" 0 4.09952606635071 7 2 7 37 5816
"10474" 0 1 6 4 7 37 5817
"10475" 0 0 6 3 7 37 5817
"10476" 0 0 5 2 7 37 5817
"10477" 0 0 6 3 7 37 5817
"10478" 0 0.0995260663507109 5 3 2 37 5818
"10479" 0 0 4 3 2 37 5819
"10480" NA 2.13356701743531 4.33678756476684 2 3 37 5820
"10481" 1 2 3 3 3 37 5821
"10482" 1 6 5.33678756476684 3 4 37 5822
"10483" NA 6 3.33678756476684 4 5 37 5822
"10484" 0 1.5 3 4 4 37 5823
"10485" 1 5 4 4 4 37 5823
"10486" 1 2 4 4 5 37 5823
"10487" 0 0 4 3 7 37 5824
"10488" 0 0 5 4 2 37 5825
"10489" 1 0 3 7 2 37 5826
"10490" NA 0 3 3 2 37 5826
"10491" 0 0 2 4 4 37 5827
"10492" 0 0 3 3 2 37 5828
"10493" 0 0 2 3 4 37 5828
"10494" NA 1.66666666666667 7 3 4 37 5829
