borough,numunits,stories,race,personrm,housewgt,sequenceno,under6,cd,unitflr2,regext,totincom2,subsidy,housing,poverty,povertyx2,extwin4_2,extflr5_2,intcrack2,inthole2,intpeel_cat,intleak2,duration,board2,struct,old,help,rodent2,foreign,dilap,black_Mean,board2_Mean,foreign_Mean,help_Mean,hispanic_Mean,old_Mean,poverty_Mean,povertyx2_Mean,pubhous_Mean,regext_Mean,struct_Mean,dilap_Mean,ownhous_Mean,duration_Mean,extwin4_2_Mean,extflr5_2_Mean,intcrack2_Mean,inthole2_Mean,intleak2_Mean,vacrate
2,1,1,3,0.33,160.00757,238062,1,28,2,0,42000,,3,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.43,210.63762,437192,1,28,2,0,100000,,3,0,0,0,0,0,0,0,0,16,1,1,1,1,1,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,5,1,2,0.33,287.50828,923335,1,28,1,,4560,,3,1,1,0,0,,,,,15,1,,1,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,5,2,2,1.25,256.27889,849445,1,28,2,0,28000,0,4,0,1,0,0,0,0,0,0,0,1,0,1,,1,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.6,160.00757,935286,1,28,2,0,37000,0,4,0,0,0,0,0,0,0,0,8,0,0,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,5,0.22,222.99952,811545,1,28,2,0,18000,,3,0,1,0,0,0,0,0,0,52,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,4,0.67,317.95175,935524,1,28,2,,11172,,3,1,1,0,0,,,,,15,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,4,0.44,317.95175,722264,1,28,3,0,54800,,3,0,0,0,0,0,0,0,1,15,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,2,2,0.4,202.15978,289502,1,28,4,0,32000,,3,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,2,2,0.22,135.07400,1533,1,28,3,0,108000,,3,0,0,0,0,0,0,0,0,10,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.17,160.00757,98743,1,28,2,0,0,,3,1,1,0,0,0,0,1,0,12,0,1,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.67,210.63762,181959,1,28,2,0,60000,,3,0,0,0,0,0,0,0,0,17,0,1,0,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.67,160.00757,116554,1,28,2,1,44332,,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,4,1,1,0.5,187.30088,641415,2,28,2,,20000,,3,0,1,0,0,,,,,7,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.17,228.31641,470188,1,28,3,,76000,,3,0,0,0,0,0,0,0,0,12,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,1,160.00757,707808,2,28,2,0,25600,0,4,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,2,2,0.71,202.15978,678261,1,28,3,0,80000,,3,0,0,0,0,0,0,0,0,6,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.14,228.31641,25653,1,28,2,,12000,,3,0,1,0,0,,,,,10,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,5,1,1,1,194.63782,18107,1,28,3,1,0,0,4,1,1,0,,0,0,0,0,27,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,4,1,1,0.33,163.98099,631405,1,28,3,0,6200,0,4,1,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,4,1,1,0.5,202.15978,830017,1,28,3,0,16324,0,4,0,1,0,0,0,0,0,0,7,0,1,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,4,1,4,0.5,133.37080,219649,1,28,3,0,12000,0,4,0,1,0,0,0,0,0,0,2,0,0,1,,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.67,210.63762,385719,1,28,2,0,150600,,3,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.33,210.63762,518913,1,28,2,0,38200,0,4,0,0,0,1,0,0,2,0,1,0,0,1,1,1,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,5,1,2,0.75,256.27889,300698,2,28,2,0,16000,0,4,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,5,1,2,0.75,135.07400,147378,2,28,2,,57000,0,4,0,0,0,0,,,,,3,0,,1,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.67,202.15978,762656,3,28,2,0,35600,0,4,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.33,210.63762,465328,1,28,2,0,85500,,3,0,0,0,0,0,0,0,0,15,0,0,0,1,1,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.4,202.15978,822451,1,28,2,0,51520,,3,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.33,222.99952,888945,1,28,2,0,40000,,3,0,0,0,,0,0,0,0,1,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,2,2,0.67,210.63762,446754,1,28,1,,90000,,4,0,0,0,0,,,,,7,0,,1,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.5,160.00757,163546,1,28,2,0,100000,,3,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,2,1,2,0.5,210.63762,705702,1,28,2,0,65000,,3,0,0,0,,0,0,0,1,8,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.43,135.07400,737373,1,28,2,,5300,,3,1,1,0,0,,,,,5,0,,1,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,2,2,0.5,256.27889,700884,1,28,2,,123000,,3,0,0,0,0,0,0,0,0,18,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.57,210.63762,269542,1,28,2,0,45000,,3,0,0,0,0,0,0,0,0,15,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.57,210.63762,456873,1,28,2,0,122000,,3,0,0,0,0,0,0,0,0,10,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.33,160.00757,960907,1,28,3,0,22901,,3,0,1,0,0,0,0,0,0,10,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,4,2,1,0.33,213.67767,646858,1,28,1,0,52000,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,1.25,160.00757,51127,3,28,3,0,46000,0,4,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.8,210.63762,543330,2,28,2,0,64000,,3,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.2,135.07400,355947,1,28,2,0,50000,,3,0,0,0,0,0,0,0,0,26,0,1,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.29,135.07400,227580,1,28,2,0,13000,,3,0,1,0,0,0,0,0,1,51,0,1,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,2,1,0.17,133.37080,400912,1,28,3,,60000,,3,0,0,0,0,,,,,21,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.57,160.00757,243790,2,28,2,0,28000,0,4,0,1,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.43,210.63762,238670,1,28,2,0,120000,,3,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.4,202.15978,296181,1,28,2,,10800,,3,1,1,0,0,,,,,5,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,2,2,0.75,202.15978,15634,1,28,2,,57600,,4,0,0,0,0,,,,,1,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,5,2,1,0.67,210.63762,653285,1,28,3,,40000,,4,0,0,0,,,,,,15,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,5,1,2,0.5,210.63762,851811,2,28,3,,85000,,3,0,0,0,,,,,,20,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,1.33,256.27889,590157,3,28,2,0,20000,0,4,0,1,0,0,0,0,0,1,3,0,1,0,,1,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.6,210.63762,661447,1,28,3,0,74725,,3,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.5,180.83807,823520,1,28,2,0,61000,0,4,0,0,0,,0,,0,0,7,0,1,0,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.75,256.27889,840935,1,28,3,0,85000,0,4,0,0,0,0,0,0,2,,7,0,1,0,1,1,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.43,135.07400,970203,1,28,2,0,158000,,3,0,0,0,0,0,0,0,0,35,1,1,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.14,210.63762,249373,1,28,3,0,18720,,3,0,0,0,0,0,0,0,0,35,1,1,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.67,317.95175,28183,1,28,2,0,51264,0,4,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.83,202.15978,853874,2,28,3,0,107000,,3,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.8,180.83807,750535,2,28,2,0,80000,,3,0,0,0,0,0,0,0,0,4,0,1,0,1,1,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.17,160.00757,550358,1,28,2,,23265,,3,0,0,0,,,,,,42,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.67,210.63762,563684,2,28,2,0,88000,,3,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.2,187.30088,355106,1,28,3,,18000,,3,0,1,0,,,,,,22,,,1,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.4,160.00757,788942,1,28,2,0,85000,,3,0,0,0,0,0,0,0,0,28,0,1,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.17,194.63782,160166,1,28,2,0,16000,,3,0,1,0,0,0,0,0,0,33,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,1.5,254.20311,488135,4,28,2,0,30000,0,4,0,1,0,0,0,0,,,2,0,1,1,1,1,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,5,2,2,1,256.27889,183666,1,28,3,0,40000,0,4,0,0,0,0,0,,0,0,3,0,1,1,0,1,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.2,135.07400,777419,1,28,2,0,43000,,3,0,0,0,0,0,0,0,0,13,0,1,1,1,1,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.4,287.50828,164600,1,28,3,0,60000,0,4,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.56,210.63762,717126,1,28,2,0,61000,,3,0,0,0,0,0,,0,0,1,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.17,160.00757,259824,1,28,2,,3500,,3,1,1,0,0,0,0,1,0,52,0,1,1,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,2,0.5,160.00757,769050,1,28,2,0,71000,,3,0,0,0,0,0,,0,0,9,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,2,1,5,0.33,160.00757,956777,1,28,3,0,28800,,3,0,0,0,,0,0,0,0,44,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,3,0.22,202.15978,731897,1,28,2,0,36400,,3,0,0,0,0,0,0,0,0,13,0,1,0,1,1,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,2,1,1,0.5,210.63762,410513,1,28,2,0,150042,,3,0,0,0,0,0,0,0,0,25,0,1,0,1,1,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.17,135.07400,544336,1,28,3,0,32800,,3,0,0,0,0,0,0,0,0,23,0,1,0,1,1,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.25,256.27889,114597,1,28,3,,24100,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.6,210.63762,184430,1,28,3,1,20000,,3,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,2,1,0.33,210.63762,763327,1,28,,0,52000,0,4,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,2,2,0.8,210.63762,438392,1,28,3,0,64000,,3,0,0,0,0,0,0,0,0,8,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,1.5,135.07400,656630,1,28,2,0,55800,,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.29,135.07400,138376,1,28,2,,98000,,3,0,0,0,0,,,,,15,0,,1,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.25,194.63782,893483,1,28,3,0,11400,0,4,0,1,0,0,0,,0,0,5,0,0,1,0,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,5,0.56,202.15978,876217,1,28,2,0,62760,,3,0,0,0,0,0,0,0,0,8,0,0,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,2,1,0.11,160.00757,951303,1,28,3,0,60000,,3,0,0,0,0,0,0,0,0,37,0,1,1,0,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,1,1,0.33,135.07400,681926,1,28,2,0,20000,,3,0,1,0,0,0,0,0,0,9,0,1,1,,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,4,1.4,176.79071,420099,3,28,2,0,75000,,3,0,0,0,0,0,,0,0,4,0,1,1,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.17,135.07400,172258,1,28,3,0,64200,,3,0,0,0,0,0,0,0,0,37,0,1,0,1,0,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,1.25,287.50828,896609,3,28,2,0,14000,0,4,1,1,0,0,0,0,0,0,20,0,1,0,0,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.4,180.83807,187947,1,28,3,,50000,,3,0,0,0,0,,,,,27,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,1,2,2,0.83,256.27889,923802,3,28,2,,77000,,4,0,0,0,0,,,,,6,0,,1,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,2,2,0.83,135.07400,980710,3,28,2,0,52000,0,4,0,0,0,0,1,0,1,1,6,0,0,1,1,1,0,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,2,2,0.67,256.27889,937669,3,28,2,0,64000,0,4,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,0.75,139.50704,855829,1,28,3,0,43080,0,4,0,0,0,0,1,1,1,0,3,0,0,0,0,1,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,1,0.2,160.00757,510239,1,28,2,,4000,,4,1,1,0,,,,,,3,0,,0,,,,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
2,3,1,2,1.25,135.07400,223786,2,28,3,0,93000,,3,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0.51,0.05,0.54,0.85,0.10,0.43,0.15,0.31,0.07,0.21,0.81,0.01,0.60,12.73,0.00,0.01,0.05,0.01,0.11,0.02
