"","y","dist100","arsenic","educ4","assoc"
"1257",1,0.394220008850098,2.04,0,0
"1258",0,0.265179996490479,1.34,0,0
"1259",0,0.292150001525879,1.19,0,0
"1260",0,0.498540000915527,0.63,0,0
"1261",0,0.975130004882812,1.13,0,0
"1262",0,0.909240036010742,2.24,0,0
"1263",0,0.808440017700195,2.21,0,0
"1264",0,0.545050010681152,1.35,0,0
"1265",1,0.577369995117188,0.64,0,0
"1266",1,0.899710006713867,2,0,0
"1267",0,0.870189971923828,2.85,0,1
"1268",0,0.87140998840332,2.09,0,0
"1269",0,0.684229965209961,1.9,0,0
"1270",1,0.940869979858398,3.58,0,0
"1271",0,0.833099975585938,3.31,0,0
"1272",1,0.164340000152588,0.89,0,0
"1273",0,0.597610015869141,0.6,0,0
"1274",0,0.375789985656738,2.47,0,0
"1275",1,0.444720001220703,1.76,2,1
"1276",1,0.53564998626709,2.87,2.5,1
"1277",1,0.472849998474121,2.82,2.5,1
"1278",1,0.669189987182617,1.7,0,0
"1279",1,0.512509994506836,1.81,0,0
"1280",1,0.39351001739502,2.43,0,0
"1281",0,0.592840003967285,0.51,0,0
"1282",1,0.542410011291504,2.55,0,0
"1283",1,0.552060012817383,1.91,0,0
"1284",1,0.33609001159668,2.17,0,0
"1285",1,0.754710006713867,1.23,2.25,0
"1286",1,0.192240009307861,3.17,0,0
"1287",1,0.0551200008392334,1.37,0,0
"1288",1,0.171650009155273,2.4,0,0
"1289",1,0.192590007781982,1.71,0,0
"1290",1,0.129670000076294,2.92,0,0
"1291",1,0.205170001983643,1.81,0,0
"1292",1,0.397529983520508,2.86,0,0
"1293",1,0.414620018005371,3.16,0,0
"1294",1,0.717490005493164,2.63,0,0
"1295",1,0.594710006713867,1.91,0,0
"1296",1,0.274650001525879,1.1,2.5,0
"1297",1,0.828140029907227,4.68,0,0
"1298",1,0.76916000366211,4.27,0,0
"1299",1,0.406980018615723,2.31,0,0
"1300",1,0.153579998016357,1.6,0,0
"1301",1,0.177310009002686,2.47,0,0
"1302",0,0.110410003662109,2.3,2.5,1
"1303",1,0.332529983520508,1.77,2.5,0
"1304",1,0.333300018310547,2.24,2.5,0
"1305",1,0.500449981689453,3.09,1.25,0
"1306",1,0.54798999786377,0.58,2,0
"1307",1,0.474269981384277,1.79,0,0
"1308",1,0.605419998168945,2.95,0,0
"1309",1,0.779830017089844,3.67,1.5,0
"1310",1,0.8275,1.63,1.75,1
"1311",1,0.575709991455078,2.21,2.25,0
"1312",1,0.827590026855469,2.2,0,0
"1313",1,1.06053001403809,1.37,2.25,0
"1314",1,0.786790008544922,1.25,2.25,0
"1315",1,0.0999400043487549,2.59,2.5,0
"1316",1,1.00549003601074,1.71,2.5,0
"1317",1,0.103660001754761,3.03,3,0
"1318",1,0.0611499977111816,1.06,0,0
"1319",1,0.250030002593994,2.52,2.5,0
"1320",1,0.284309997558594,1,1.5,0
"1321",0,0.293299999237061,2.05,1,1
"1322",0,0.251499996185303,1.44,2.5,0
"1323",0,0.0929500007629395,1.46,1.25,0
"1324",1,0.12503999710083,1.32,1.25,0
"1325",1,0.0772800016403198,0.52,0,1
"1326",1,0.25257999420166,0.89,0,0
"1327",1,0.194799995422363,0.92,1.25,0
"1328",1,0.143629999160767,0.54,0,0
"1329",1,0.194190006256104,0.53,0,0
"1330",1,0.212810001373291,0.84,0,0
"1331",1,0.400769996643066,1.34,0,0
"1332",1,0.313990001678467,1.19,2.5,0
"1333",1,0.497760009765625,0.95,0,0
"1334",0,0.845869979858398,3.12,0,0
"1335",1,0.780189971923828,3.1,0,0
"1336",1,0.881309967041016,3.04,0,0
"1337",1,0.314969997406006,0.58,0,0
"1338",0,0.404519996643066,1.64,2.5,0
"1339",0,0.471269989013672,1.48,2,0
"1340",0,0.118500003814697,0.69,0,0
"1341",0,0.12125,0.51,3,0
"1342",1,0.297399997711182,0.63,3,1
"1343",1,0.153450002670288,0.53,0,0
"1344",1,0.516360015869141,0.61,0,0
"1345",0,0.499269981384277,0.69,2.5,0
"1346",0,0.629259986877441,0.94,0,0
"1347",1,0.172700004577637,0.67,0,0
"1348",0,0.35601001739502,1.23,2.75,0
"1349",0,0.401069984436035,0.92,0,1
"1350",1,0.57701000213623,1.71,0,0
"1351",1,0.428930015563965,1.22,0,0
"1352",1,0.315410003662109,4.19,1.25,0
"1353",1,0.64088996887207,2.03,2,1
"1354",1,0.38617000579834,3.96,2.25,0
"1355",1,0.429000015258789,3.78,0,0
"1356",1,0.438800010681152,2.56,1.25,0
"1357",1,1.23581001281738,4.53,0,0
"1358",1,1.44708999633789,2.29,1.25,1
"1359",1,1.54595993041992,3.21,1.5,0
"1360",1,1.34102996826172,1.76,2,0
"1361",0,0.586119995117188,2.38,1.25,0
"1362",1,0.635800018310547,1.56,1.25,1
"1363",1,0.53125,0.85,1.25,0
"1364",0,0.613689994812012,1.12,1.25,0
"1365",1,0.215779991149902,0.7,0,0
"1366",1,0.205359992980957,1.34,1.25,0
"1367",0,0.337879981994629,0.91,1.25,0
"1368",0,0.0830099964141846,0.69,0,1
"1369",0,0.241410007476807,1.2,0,1
"1370",0,0.53306999206543,0.75,1.25,1
"1371",0,0.641259994506836,0.88,1.25,1
"1372",0,1.49292999267578,1,2,1
"1373",0,1.3020100402832,1.96,2.5,1
"1374",0,1.14263000488281,1.24,2,1
"1375",0,1.10458999633789,0.77,2,1
"1376",0,1.12754997253418,0.67,1.75,1
"1377",0,0.846060028076172,1.24,1.25,0
"1378",0,0.904459991455078,1.48,1.25,0
"1379",1,0.0369700002670288,1.02,0,0
"1380",1,0.225650005340576,1.56,1.25,0
"1381",0,0.0817800045013428,1.52,1.25,0
"1382",1,0.205639991760254,1.25,1.25,0
"1383",1,0.209260005950928,0.56,0,0
"1384",1,0.17867000579834,1.24,0,0
"1385",1,0.0871500015258789,0.6,0,0
"1386",1,0.166650009155273,1.05,0,0
"1387",1,0.3092799949646,0.93,1.5,0
"1388",1,0.494519996643066,0.57,0,0
"1389",1,0.258159999847412,3.72,2,0
"1390",1,0.306459999084473,0.7,0,0
"1391",1,0.298229999542236,0.81,0,0
"1392",1,0.214300003051758,0.57,2.25,1
"1393",1,0.120030002593994,1.46,2,0
"1394",0,0.0723699998855591,0.94,1.5,0
"1395",0,0.154069995880127,1.19,2.25,0
"1396",0,0.0748099994659424,1.26,2.5,1
"1397",1,0.299260005950928,1.31,0,0
"1398",1,0.258390007019043,1.03,0,0
"1399",1,0.160909996032715,1.07,0,0
"1400",0,0.229300003051758,0.58,3,1
"1401",1,0.19011999130249,0.7,0,0
"1402",1,0.265279998779297,0.61,0,0
"1403",0,0.094980001449585,0.66,0,0
"1404",0,0.169200000762939,0.63,1,1
"1405",0,0.227329998016357,0.86,1,1
"1406",0,0.113439998626709,0.63,0,0
"1407",0,0.0465100002288818,0.61,2.5,0
"1408",1,0.0356900000572205,0.85,2.5,0
"1409",1,0.154919996261597,0.61,1.25,0
"1410",0,0.145629997253418,0.51,2.5,0
"1411",1,0.281609992980957,2.52,1.25,0
"1412",0,0.0798899984359741,0.53,2.25,0
"1413",1,0.0361199998855591,1.15,0,0
"1414",1,0.263740005493164,1.02,2,1
"1415",1,0.107209997177124,0.85,1.5,1
"1416",0,0.23246000289917,1.1,0,0
"1417",0,0.277649993896484,3.43,0,1
"1418",1,0.321469993591309,0.56,2.5,1
"1419",1,0.393409996032715,1.58,1.75,0
"1420",0,0.10125,1.83,2.5,0
"1421",1,0.293290004730225,0.83,1.25,1
"1422",1,0.206110000610352,1.08,2.5,1
"1423",1,0.198850002288818,1.28,0.5,1
"1424",1,0.0411899995803833,0.9,2.75,1
"1425",1,0.127130002975464,1.23,0,1
"1426",1,0.135930004119873,0.52,3,0
"1427",1,0.195429992675781,0.96,1.25,1
"1428",1,0.168500003814697,1.26,0,1
"1429",0,0.203889999389648,1.19,1.75,1
"1430",1,0.169360008239746,0.55,2.5,1
"1431",1,0.0719199991226196,0.63,1.5,1
"1432",1,0.080600004196167,0.97,2.5,0
"1433",0,0.0701200008392334,1.25,0,1
"1434",1,0.631500015258789,0.97,1.25,0
"1435",1,0.573610000610352,1.46,0,0
"1436",1,0.344389991760254,0.72,2.5,0
"1437",0,0.024539999961853,3.74,0,1
"1438",0,0.364090003967285,5.24,2.5,0
"1439",1,0.0921300029754639,1.21,2.25,0
"1440",0,0.143780002593994,0.56,0,0
"1441",0,0.104490003585815,0.53,0.5,1
"1442",0,0.504910011291504,1.64,0.75,0
"1443",0,0.0750299978256226,0.73,0,0
"1444",0,0.156619997024536,1.09,0,0
"1445",1,0.123929996490479,1.44,0,1
"1446",0,0.171590003967285,0.9,1.25,0
"1447",1,0.125190000534058,1.49,2,0
"1448",0,0.00925999999046326,1.28,1.25,1
"1449",1,0.0279099988937378,0.52,0,0
"1450",1,0.246889991760254,0.77,2.25,1
"1451",1,0.271569995880127,0.82,2.5,0
"1452",1,0.120150003433228,0.74,3.5,0
"1453",1,0.300170001983643,1.55,2.5,0
"1454",1,0.159409999847412,2.18,2.5,0
"1455",1,0.202029991149902,1.07,2.5,0
"1456",1,0.0858399963378906,1.07,0,1
"1457",0,0.265359992980957,1.44,2,1
"1458",1,0.41,1.37,0,1
"1459",1,0.464389991760254,0.98,2,1
"1460",1,0.0303200006484985,0.62,0.75,0
"1461",1,0.367729988098145,0.63,1.25,0
"1462",1,0.417099990844727,2.17,1.25,0
"1463",1,0.346539993286133,0.9,0,1
"1464",1,0.434259986877441,1.85,0,1
"1465",1,0.284769992828369,1.44,2.5,1
"1466",1,0.0964000034332275,1.03,2.5,0
"1467",1,0.119739999771118,0.63,0,1
"1468",1,0.0727699995040894,1.46,2.5,0
"1469",0,0.193209991455078,2.21,1.25,0
"1470",1,0.0650699996948242,1.01,0,0
"1471",1,0.259519996643066,0.77,0,0
"1472",1,0.168579998016357,0.64,2.25,0
"1473",1,0.192649993896484,0.66,1.75,0
"1474",0,0.728330001831055,0.6,0,0
"1475",1,0.633250007629395,0.86,2.25,0
"1476",0,0.22181999206543,1,1.25,1
"1477",1,0.241830005645752,1.75,2.5,1
"1478",0,0.246909999847412,1.76,0.5,1
"1479",0,0.267950000762939,1.02,1.25,0
"1480",1,0.0528499984741211,1.8,2.5,0
"1481",0,0.314389991760254,2.99,1.5,0
"1482",1,0.669580001831055,0.87,0,1
"1483",1,0.132299995422363,1.19,2.5,0
"1484",1,0.230300006866455,3.26,0.75,1
"1485",1,0.364140014648438,6.53,3,1
"1486",1,0.306189994812012,4.22,3,0
"1487",0,0.124799995422363,3.67,1.5,1
"1488",1,0.0538800001144409,3.58,2.5,0
"1489",1,0.0775899982452393,3.21,0.75,0
"1490",1,0.420870018005371,3.52,3,0
"1491",1,0.063899998664856,3.32,3,0
"1492",1,0.146239995956421,2,0,0
"1493",1,0.112829999923706,2.89,2,0
"1494",1,0.115670003890991,3.12,2,0
"1495",1,0.860179977416992,2.13,1.5,0
"1496",1,0.095609998703003,1.68,1.25,0
"1497",0,0.286539993286133,0.88,1.75,1
"1498",1,0.410750007629395,2.69,1.25,0
"1499",1,0.418540000915527,3.36,0,0
"1500",1,0.275849990844727,2.18,2,0
"1501",0,0.104709997177124,1.36,0,0
"1502",1,0.342690010070801,3.46,2.25,0
"1503",1,0.240979995727539,2.88,0,0
"1504",1,0.109650001525879,2.1,0,0
"1505",1,0.0501399993896484,2.45,0,0
"1506",1,0.321100006103516,2.98,1.25,0
"1507",1,0.275389995574951,2.27,0,0
"1508",1,0.324620018005371,2.37,1.25,0
"1509",1,0.140430002212524,1.67,2.25,1
"1510",1,0.110950002670288,2.08,0,0
"1511",1,0.0818200016021729,2.17,1.25,1
"1512",1,0.0367499995231628,2.18,2,1
"1513",1,0.163530006408691,1.92,0,1
"1514",1,0.226860008239746,2.61,0,0
"1515",1,0.321199989318848,2.03,1.25,0
"1516",1,0.150799999237061,5.06,0,0
"1517",1,0.0525600004196167,2.38,1.25,0
"1518",1,0.198419990539551,2.96,2.25,1
"1519",1,0.222900009155273,3.12,2.5,0
"1520",0,0.460349998474121,1.67,1.75,0
"1521",1,0.238379993438721,2.39,0,0
"1522",1,0.285790004730225,2.66,0,0
"1523",1,0.20132999420166,3.31,1.5,0
"1524",1,0.116929998397827,5.41,1.5,0
"1525",0,0.250289993286133,2.41,0.75,1
"1526",0,0.201679992675781,0.62,0,0
"1527",1,0.155640001296997,1.28,0.5,0
"1528",1,0.190699996948242,2.04,1,1
"1529",1,0.315270004272461,2.31,0,0
"1530",1,0.176180000305176,2.46,0,1
"1531",0,0.336310005187988,1.92,0,0
"1532",1,0.379790000915527,3.26,1.75,1
"1533",1,0.287910003662109,1.85,0,1
"1534",1,0.192810001373291,2.05,0,1
"1535",1,0.307679996490479,1.65,0,1
"1536",1,0.636549987792969,0.61,0,1
"1537",1,0.572859992980957,1.99,0,0
"1538",1,0.554090003967285,3.56,0,0
"1539",1,0.452519989013672,1.98,0,0
"1540",1,0.328790016174316,2.06,0,1
"1541",1,0.270580005645752,1.7,1.25,1
"1542",1,0.238209991455078,2.02,0,0
"1543",1,0.48773998260498,2.13,0.75,1
"1544",0,0.0522900009155273,0.67,2,0
"1545",1,0.238490009307861,3.34,1.5,0
"1546",1,0.13451000213623,2.32,1,0
"1547",1,0.312360000610352,1.88,1.25,0
"1548",0,0.623400001525879,2.82,0,0
"1549",0,0.322649993896484,2.47,1.25,0
"1550",0,0.413019981384277,2.86,0,0
"1551",1,0.42298999786377,3.26,1.25,0
"1552",0,0.542309989929199,0.92,0,1
"1553",0,0.452220001220703,1.46,1.25,0
"1554",0,0.602550010681152,2.86,1.25,1
"1555",0,0.663239974975586,3.27,1.25,0
"1556",0,0.647939987182617,3.45,1.25,1
"1557",0,0.378730010986328,4.46,2,0
"1558",0,0.288899993896484,3.32,1.25,1
"1559",0,0.466119995117188,4.78,1.25,0
"1560",0,0.527290000915527,3.86,0,0
"1561",0,0.580110015869141,2.97,2.5,0
"1562",0,0.48076000213623,2.72,1.25,0
"1563",1,0.400929985046387,3.01,0,0
"1564",0,0.713870010375977,1.29,3,1
"1565",0,0.742730026245117,1.95,0,0
"1566",1,0.501150016784668,5.28,1.25,0
"1567",1,0.706179962158203,6,0,0
"1568",1,0.753219985961914,3.36,1.25,1
"1569",1,0.595800018310547,2.61,1.25,0
"1570",1,0.806650009155273,2.39,0,0
"1571",1,0.443769989013672,1.09,3,0
"1572",1,0.339939994812012,3.75,1.5,0
"1573",1,0.465460014343262,1.24,0,0
"1574",0,0.477309989929199,4.74,1.25,0
"1575",0,0.374459991455078,4.25,0,0
"1576",1,0.203939990997314,1.36,1.25,0
"1577",1,0.301599998474121,3.41,1.25,1
"1578",1,0.180100002288818,2.72,2,0
"1579",1,0.354249992370605,2.6,1.75,1
"1580",0,0.576720008850098,2.64,0,0
"1581",0,0.826340026855469,3.34,1.5,0
"1582",1,0.685989990234375,3.28,2.5,0
"1583",0,1.13283996582031,3.62,2,1
"1584",0,0.726760025024414,3.12,1.75,0
"1585",1,0.747490005493164,1.83,1.75,1
"1586",0,0.704219970703125,2.98,1.25,1
"1587",0,0.602799987792969,2.79,1.25,1
"1588",0,0.220979995727539,2.24,0,0
"1589",1,0.54984001159668,1.56,2.25,1
"1590",1,0.28625,1.35,2.5,0
"1591",1,0.0284899997711182,1.95,2.5,0
"1592",1,0.0338000011444092,1.7,2,0
"1593",1,0.297810001373291,1.15,1.25,0
"1594",0,0.178020000457764,1.98,1.25,1
"1595",1,0.20201000213623,0.96,1.5,0
"1596",1,0.223990001678467,1.48,0,0
"1597",0,0.125249996185303,0.87,0,0
"1598",1,1.4011799621582,0.63,0,0
"1599",0,1.58485000610352,1.21,0,0
"1600",1,1.50768997192383,2.05,0,0
"1601",0,1.72522003173828,2.96,0,0
"1602",1,1.52029006958008,1.4,0,0
"1603",1,1.51039001464844,2.64,0,0
"1604",1,1.65416000366211,1.95,0,0
"1605",0,1.67083999633789,5.54,0,0
"1606",1,0.255779991149902,1.12,0,0
"1607",1,0.332999992370605,2.18,1.5,0
"1608",1,0.322050018310547,3.02,1.25,0
"1609",0,0.180480003356934,1.77,0,1
"1610",1,0.253059997558594,1.46,1.25,0
"1611",1,0.103039999008179,1.38,0,1
"1612",1,0.181849994659424,1.63,0,1
"1613",1,0.101040000915527,1.33,0,1
"1614",0,0.375219993591309,3.48,1.25,1
"1615",1,0.154169998168945,1.95,1.25,0
"1616",1,0.0434100008010864,0.84,1.75,0
"1617",1,0.205669994354248,2.65,1.25,0
"1618",1,0.336790008544922,1.56,1.5,0
"1619",1,0.0573400020599365,0.69,1.75,0
"1620",1,0.275189990997314,2.31,0,1
"1621",1,0.351580009460449,1.14,0,1
"1622",1,0.135670003890991,1.98,1.25,0
"1623",1,0.0630900001525879,1.82,2.5,0
"1624",0,0.435289993286133,1.09,1.5,0
"1625",1,0.624000015258789,0.56,1.75,0
"1626",0,0.209370002746582,2.18,0,0
"1627",0,0.204829998016357,1.31,0,1
"1628",0,0.298759994506836,1.06,0,1
"1629",0,0.231030006408691,1.25,0,1
"1630",0,0.398230018615723,0.87,0,0
"1631",1,0.523569984436035,1.32,0,1
"1632",1,0.485299987792969,1.84,0,1
"1633",1,0.239869995117188,0.95,0,1
"1634",1,0.44640998840332,1.12,1.25,1
"1635",1,0.254200000762939,1.32,1.25,1
"1636",1,0.639949989318848,0.81,0,1
"1637",0,0.86291000366211,0.57,0,1
"1638",1,0.887519989013672,2,1,0
"1639",1,0.65636001586914,1.22,0,0
"1640",0,0.95302001953125,1.91,1.5,0
"1641",1,0.674919967651367,1.41,1.5,0
"1642",0,0.586339988708496,1.57,1.5,0
"1643",0,0.582109985351562,1.11,1.5,0
"1644",0,0.778820037841797,1.3,0,0
"1645",0,1.06016998291016,1.05,1.5,0
"1646",0,1.1844100189209,0.95,1.75,0
"1647",1,1.19599998474121,1.68,0,1
"1648",1,1.18359001159668,1.26,0,0
"1649",0,0.810120010375977,1.34,1.25,0
"1650",1,0.196350002288818,0.83,1.25,0
"1651",1,0.643570022583008,1.07,2.5,1
"1652",1,0.468660011291504,1,1.25,0
"1653",1,0.337799987792969,0.81,1,0
"1654",0,0.396469993591309,1.02,1.25,0
"1655",0,0.231450004577637,0.79,1.25,1
"1656",0,0.113669996261597,0.8,2,1
"1657",1,0.166860008239746,0.91,1.75,0
"1658",0,0.164389991760254,0.83,1.75,0
"1659",0,0.0802999973297119,0.98,0,0
"1660",1,0.359189987182617,1.24,2,0
"1661",0,0.460690002441406,1.13,0,0
"1662",0,2.22705993652344,0.68,1.25,0
"1663",0,1.84078994750977,1.56,2.5,0
"1664",0,1.31104995727539,1.57,1.25,0
"1665",1,0.36201000213623,4.42,1.5,1
"1666",1,0.429179992675781,1.48,0,1
"1667",0,1.85389999389648,1.49,2,0
"1668",0,0.417029991149902,1.37,0,1
"1669",0,0.639010009765625,1.13,0,1
"1670",0,0.332669982910156,1.21,0,1
"1671",0,0.217689990997314,1.13,0,1
"1672",0,0.163209991455078,0.86,0,1
"1673",0,0.199869995117188,1.06,2.5,1
"1674",0,0.534790000915527,0.89,0,1
"1675",0,0.585130004882812,0.95,0,0
"1676",1,0.102419996261597,1.46,0,1
"1677",1,0.474710006713867,1.27,0,0
"1678",1,0.734250030517578,1.36,1.25,0
"1679",1,0.613520011901855,1.14,0,1
"1680",0,0.465309982299805,1.37,0,1
"1681",1,0.640210037231445,1.27,1.25,1
"1682",1,0.335839996337891,0.8,1.25,1
"1683",1,0.391469993591309,0.94,2.5,0
"1684",0,0.428390007019043,0.82,0,1
"1685",1,0.267689990997314,2.42,4,0
"1686",1,0.187000007629395,2.81,4,0
"1687",1,0.222590007781982,3.48,4,0
"1688",1,0.243010005950928,2.32,4,0
"1689",1,0.293729991912842,1.85,4,0
"1690",0,0.187600002288818,3.83,1.25,1
"1691",0,0.22193000793457,1.17,1.25,1
"1692",1,0.17003999710083,1.41,0,0
"1693",0,0.0780399990081787,0.57,0,0
"1694",1,0.150100002288818,1.93,0,0
"1695",1,0.799440002441406,1.19,1,0
"1696",0,0.435690002441406,0.74,2,0
"1697",1,0.242119998931885,0.71,0,0
"1698",1,0.115190000534058,0.94,0.75,0
"1699",1,0.406310005187988,1.52,1.75,1
"1700",1,0.406360015869141,2.67,3,0
"1701",1,0.290359992980957,1.56,2.25,0
"1702",1,0.192649993896484,2.35,2,1
"1703",1,0.327869987487793,2.61,0,1
"1704",0,0.330519981384277,1.23,0,1
"1705",1,0.442150001525879,1.82,1.25,0
"1706",0,0.672480010986328,1.42,0,0
"1707",1,0.173509998321533,0.66,0,1
"1708",1,0.483689994812012,1.97,3,0
"1709",1,1.47863998413086,0.92,0,0
"1710",0,1.30873992919922,2,0,1
"1711",0,0.0978699970245361,0.94,0,0
"1712",0,1.77330993652344,1.9,2.5,1
"1713",1,2.18542007446289,2.26,2.5,0
"1714",0,3.07790985107422,1.79,0,1
"1715",1,2.72380004882812,3.11,2.5,0
"1716",1,0.290069999694824,4.48,0,0
"1717",0,0.262150001525879,0.68,1.75,0
"1718",0,0.352239990234375,2.21,2.5,0
"1719",1,0.374609985351562,2.41,1,0
"1720",1,0.0957400035858154,2.25,1.75,1
"1721",0,0.502459983825684,1.32,0,0
"1722",0,0.152889995574951,0.53,0,0
"1723",0,0.191609992980957,0.61,0,0
"1724",0,0.311219997406006,0.64,1.25,0
"1725",0,0.329630012512207,2.5,1.25,0
"1726",0,0.304220008850098,0.99,0,0
"1727",1,0.402210006713867,3.23,0,0
"1728",1,0.471319999694824,0.78,3,1
"1729",1,0.592760009765625,0.72,3,1
"1730",1,0.31261999130249,0.89,3,0
"1731",1,0.281900005340576,2.94,1.25,0
"1732",0,0.205440006256104,1.64,0,1
"1733",1,0.205820007324219,1.18,0,1
"1734",0,0.382610015869141,0.68,0,1
"1735",0,0.48273998260498,1.42,2,0
"1736",0,0.565579986572266,0.69,1.25,1
"1737",0,0.347109985351562,1.97,3,1
"1738",1,0.444329986572266,2.92,1.25,1
"1739",0,0.908109970092773,0.97,0,0
"1740",0,0.830550003051758,2.42,0,1
"1741",1,1.27387001037598,7.48,0,1
"1742",0,1.14690002441406,7.28,0,1
"1743",0,0.975329971313477,2.04,0,1
"1744",1,0.795879974365234,1.34,1.75,1
"1745",0,0.947559967041016,1.84,2,0
"1746",0,0.733629989624023,1.94,1.25,0
"1747",0,0.953030014038086,1.72,1.25,1
"1748",0,1.49992004394531,3.49,2.5,0
"1749",0,1.48714996337891,2.25,2.5,0
"1750",1,1.63041000366211,3.89,1.75,1
"1751",1,0.79556999206543,1.65,2,1
"1752",1,0.698079986572266,3.21,1.5,1
"1753",1,1.02332000732422,2.81,3,1
"1754",0,0.794800033569336,2.12,2,1
"1755",1,0.914410018920898,1.06,3,1
"1756",0,0.924899978637695,1.3,0.75,0
"1757",1,0.819759979248047,2.23,2,0
"1758",0,0.74511001586914,2.2,2.25,1
"1759",1,0.147119998931885,0.73,0,1
"1760",1,0.291989994049072,1.78,1.25,0
"1761",0,0.169300003051758,7.79,0,0
"1762",1,0.146440000534058,4.84,0,1
"1763",0,0.302140007019043,3.9,0,1
"1764",0,0.348199996948242,3.21,0,1
"1765",0,0.429720001220703,2.33,0,1
"1766",0,0.347569999694824,0.89,0,1
"1767",1,0.173819999694824,2.37,0,0
"1768",1,0.218880004882812,2.54,3.75,0
"1769",1,0.728450012207031,3.37,3.75,0
"1770",1,0.489090003967285,2.56,1.75,1
"1771",1,0.457610015869141,4.92,0,0
"1772",1,0.53765998840332,4.96,0,0
"1773",0,0.543919982910156,6.89,0,1
"1774",1,0.419000015258789,2.38,0,0
"1775",1,0.552529983520508,6.32,0,1
"1776",1,0.194080009460449,2.9,2.25,0
"1777",1,0.232950000762939,5.2,0,0
"1778",1,0.164650001525879,1.05,0,1
"1779",1,0.175709991455078,1.09,2.5,1
"1780",1,0.096569995880127,1.61,1.5,0
"1781",1,0.0923499965667725,2.03,3,0
"1782",1,0.172859992980957,0.82,0,0
"1783",1,0.0532800006866455,0.67,3.25,0
"1784",0,0.0455299997329712,1.91,0.75,1
"1785",1,0.35601001739502,1.49,3.5,0
"1786",0,0.134079999923706,2.08,0,1
"1787",0,0.222840003967285,1.99,2.5,0
"1788",0,0.388370018005371,2.38,1,0
"1789",1,0.50632999420166,1.87,0,0
"1790",1,0.234729995727539,0.98,0,0
"1791",0,0.25181999206543,2.32,0,0
"1792",1,0.348300018310547,2.74,0,1
"1793",1,0.30375,3.21,2.25,0
"1794",1,0.320060005187988,1.4,2.25,1
"1795",0,0.139289999008179,0.79,0,0
"1796",1,0.200330009460449,1.09,0,1
"1797",1,0.240419998168945,1.1,1.75,1
"1798",1,0.128730001449585,0.64,0,0
"1799",1,0.0699300003051758,1.36,0,0
"1800",1,0.162609996795654,1.84,0,0
"1801",0,0.163430004119873,2.32,2.25,0
"1802",1,0.136569995880127,3.35,3,0
"1803",0,0.200259990692139,1.72,1.25,0
"1804",0,0.150410003662109,1.72,2.5,0
"1805",1,0.276480007171631,1.97,2,0
"1806",0,0.551259994506836,0.72,1.25,0
"1807",1,0.408470001220703,1.15,2.5,1
"1808",0,0.195849990844727,1.76,1,1
"1809",1,0.562280006408691,2.64,0,1
"1810",0,0.432799987792969,1.71,0,1
"1811",1,0.420099983215332,2.98,1.25,0
"1812",1,0.214160003662109,0.55,0,1
"1813",1,0.215949993133545,2.13,0,0
"1814",1,0.123529996871948,3.96,0,1
"1815",1,0.124209995269775,2.3,1.25,1
"1816",1,0.081569995880127,4.79,0,0
"1817",1,0.115769996643066,1.17,1.5,0
"1818",0,0.308500003814697,5.07,0,0
"1819",1,0.642919998168945,3.01,2.25,0
"1820",1,0.287520008087158,1.73,0.75,1
"1821",0,0.242759990692139,2.51,2.25,1
"1822",0,0.152659997940063,0.63,2.75,0
"1823",0,0.0919299983978271,1.18,2,1
"1824",1,0.238299999237061,0.8,0,1
"1825",1,0.265349998474121,6.59,1.25,1
"1826",1,0.149569997787476,2.81,1.25,1
"1827",1,0.11793999671936,1.9,2.25,0
"1828",1,0.298929996490479,3.9,0,1
"1829",1,0.203589992523193,5.58,1.25,0
"1830",1,0.435670013427734,3.49,0.75,0
"1831",1,0.304309997558594,3.09,1.25,0
"1832",0,0.416080017089844,3.92,1.25,0
"1833",0,0.479560012817383,1.02,0,1
"1834",1,0.267830009460449,1.35,0,0
"1835",1,0.423250007629395,0.98,0,1
"1836",1,0.789489974975586,1.12,1.25,1
"1837",1,0.805690002441406,0.82,1.25,1
"1838",1,0.803239974975586,0.99,1.75,1
"1839",1,0.549269981384277,1.38,1.25,0
"1840",1,0.543899993896484,0.91,1,0
"1841",1,0.415950012207031,1.27,1.25,0
"1842",0,0.571139984130859,1.1,1.25,0
"1843",0,0.264449996948242,0.64,1.25,0
"1844",1,0.216149997711182,0.89,0,1
"1845",0,0.111429996490479,0.78,2,0
"1846",1,0.170100002288818,0.64,2,1
"1847",0,0.0841300010681152,0.73,0.5,1
"1848",1,0.042189998626709,0.68,0,1
"1849",1,0.207059993743896,2.33,0.75,1
"1850",1,0.245359992980957,2.44,0.5,1
"1851",1,0.0595100021362305,2.1,0.5,1
"1852",1,0.071579999923706,1.9,0,1
"1853",1,0.238099994659424,0.52,0,1
"1854",1,0.872399978637695,4.05,1.25,0
"1855",1,0.124930000305176,4.94,2,1
"1856",1,0.030699999332428,5.73,3,1
"1857",1,0.772289962768555,3.5,1.75,1
"1858",1,0.462890014648438,2.07,1,1
"1859",1,0.479659996032715,2.52,1.75,1
"1860",0,0.416640014648438,2.71,1.25,1
"1861",1,0.611809997558594,2.47,0.5,1
"1862",1,0.672259979248047,0.78,1.25,0
"1863",1,0.444249992370605,3.28,1.25,1
"1864",1,0.147550001144409,2.29,1.75,1
"1865",1,0.0876900005340576,1.11,1.25,1
