"switch","arsenic","dist","dist100","assoc","educ","educ4"
1,1.6,50.7169990539551,0.507169990539551,1,10,2.5
1,2.3,22.326000213623,0.22326000213623,0,11,2.75
0,0.61,59.9259986877441,0.599259986877441,1,0,0
1,0.65,162.921005249023,1.62921005249023,0,5,1.25
0,0.66,163.680999755859,1.63680999755859,0,0,0
0,0.51,33.7449989318848,0.337449989318848,0,0,0
0,0.65,72.8649978637695,0.728649978637695,0,5,1.25
0,3.42,153.356994628906,1.53356994628906,0,5,1.25
0,2.82,213.714996337891,2.13714996337891,1,5,1.25
0,1.32,98.9899978637695,0.989899978637695,0,0,0
0,1.89,93.1709976196289,0.931709976196289,1,0,0
0,1.37,85.3889999389648,0.853889999389648,0,0,0
0,1.38,70.6480026245117,0.706480026245117,0,5,1.25
0,2.39,50.5690002441406,0.505690002441406,0,0,0
0,0.82,28.9969997406006,0.289969997406006,1,0,0
0,0.61,84.6849975585938,0.846849975585938,0,0,0
0,2.97,75.0260009765625,0.750260009765625,0,0,0
0,1.11,11.2379999160767,0.112379999160767,0,0,0
0,1.54,96.4089965820312,0.964089965820312,0,5,1.25
0,1.19,103.411003112793,1.03411003112793,1,0,0
0,2.37,49.2980003356934,0.492980003356934,1,0,0
0,2.54,40.5740013122559,0.405740013122559,1,0,0
0,0.64,90.5490036010742,0.905490036010742,0,5,1.25
0,1.95,114.900001525879,1.14900001525879,0,5,1.25
0,1.85,84.7519989013672,0.847519989013672,0,5,1.25
0,1.3,88.2180023193359,0.882180023193359,0,5,1.25
1,0.78,42.5690002441406,0.425690002441406,0,0,0
1,1.88,39.7929992675781,0.397929992675781,0,0,0
1,1.11,3.39299988746643,0.0339299988746643,0,5,1.25
0,0.75,10.3330001831055,0.103330001831055,1,5,1.25
1,1.18,15.5959997177124,0.155959997177124,1,8,2
0,0.59,32.4550018310547,0.324550018310547,1,9,2.25
1,0.79,23.3799991607666,0.233799991607666,0,8,2
1,1.24,26.4869995117188,0.264869995117188,0,10,2.5
1,0.97,20.7180004119873,0.207180004119873,0,5,1.25
1,0.73,8.64900016784668,0.0864900016784668,1,8,2
1,0.82,24.7940006256104,0.247940006256104,1,9,2.25
0,0.75,17.5900001525879,0.175900001525879,0,0,0
0,1.05,42.5169982910156,0.425169982910156,1,0,0
0,0.53,27.7329998016357,0.277329998016357,0,0,0
1,0.55,11.456000328064,0.11456000328064,0,0,0
0,0.83,23.3810005187988,0.233810005187988,1,0,0
1,0.51,32.4879989624023,0.324879989624023,1,8,2
1,0.74,31.2150001525879,0.312150001525879,0,5,1.25
1,0.75,12.2410001754761,0.122410001754761,1,5,1.25
0,0.65,35.4780006408691,0.354780006408691,1,8,2
1,1.04,39.5410003662109,0.395410003662109,0,5,1.25
1,1.47,40.0449981689453,0.400449981689453,0,10,2.5
0,1.07,2.10899996757507,0.0210899996757507,0,8,2
1,2.11,23.1089992523193,0.231089992523193,0,7,1.75
0,1.5,7.36999988555908,0.0736999988555908,0,11,2.75
0,1.8,16.6860008239746,0.166860008239746,1,0,0
1,1.8,25.9710006713867,0.259710006713867,0,0,0
1,2.65,7.76300001144409,0.0776300001144409,1,11,2.75
1,1.9,8.96700000762939,0.0896700000762939,1,0,0
0,1.71,13.5729999542236,0.135729999542236,1,0,0
0,2.44,45.5330009460449,0.455330009460449,0,5,1.25
1,0.52,32.5309982299805,0.325309982299805,0,5,1.25
1,0.99,40.9480018615723,0.409480018615723,1,11,2.75
1,0.93,58.7459983825684,0.587459983825684,0,0,0
0,0.95,55.1100006103516,0.551100006103516,0,7,1.75
0,1.56,26.7220001220703,0.267220001220703,0,8,2
0,1.48,19.1569995880127,0.191569995880127,0,0,0
1,1.53,16.2320003509521,0.162320003509521,0,10,2.5
1,1.48,23.8390007019043,0.238390007019043,1,0,0
1,1.06,57.3409996032715,0.573409996032715,0,10,2.5
0,1.03,53.8120002746582,0.538120002746582,0,0,0
0,0.67,18.8659992218018,0.188659992218018,0,10,2.5
0,0.58,26.4820003509521,0.264820003509522,0,10,2.5
1,0.67,27.9290008544922,0.279290008544922,0,0,0
0,0.56,27.4120006561279,0.274120006561279,1,0,0
1,0.69,33.4300003051758,0.334300003051758,0,12,3
1,0.83,48.3339996337891,0.483339996337891,0,5,1.25
1,1.11,61.4070014953613,0.614070014953613,0,0,0
0,0.63,59.6419982910156,0.596419982910156,1,6,1.5
1,1.22,34.2820014953613,0.342820014953613,0,0,0
1,0.98,38.7849998474121,0.387849998474121,0,9,2.25
1,1.04,35.7490005493164,0.357490005493164,0,11,2.75
1,0.94,41.5890007019043,0.415890007019043,0,0,0
0,2.16,5.3600001335144,0.053600001335144,0,10,2.5
1,0.93,24.5009994506836,0.245009994506836,0,7,1.75
0,0.53,23.7919998168945,0.237919998168945,0,8,2
1,0.98,29.7159996032715,0.297159996032715,0,5,1.25
0,0.75,28,0.28,0,5,1.25
1,0.6,45.0279998779297,0.450279998779297,1,4,1
1,1.47,48.7729988098145,0.487729988098145,1,0,0
1,2.41,43.5589981079102,0.435589981079102,0,5,1.25
1,0.75,78.5329971313477,0.785329971313477,1,8,2
0,1.02,84.3929977416992,0.843929977416992,0,5,1.25
0,1.28,88.4189987182617,0.884189987182617,1,5,1.25
0,1.16,124.914001464844,1.24914001464844,1,5,1.25
0,1.46,150.210998535156,1.50210998535156,0,5,1.25
0,1.34,110.517997741699,1.10517997741699,1,5,1.25
1,2,79.3160018920898,0.793160018920898,1,0,0
1,1.15,41.9739990234375,0.419739990234375,0,6,1.5
1,1.09,59.7949981689453,0.597949981689453,0,10,2.5
1,1.38,102.73999786377,1.0273999786377,1,10,2.5
1,1.99,91.3730010986328,0.913730010986328,1,8,2
1,2.21,134.421005249023,1.34421005249023,0,8,2
1,1.67,152.891006469727,1.52891006469727,1,0,0
0,1.49,49.5449981689453,0.495449981689453,1,0,0
0,1.24,39.0690002441406,0.390690002441406,1,0,0
1,1.57,111.248001098633,1.11248001098633,1,5,1.25
1,0.75,69.3899993896484,0.693899993896484,1,0,0
1,1.19,28.882999420166,0.28882999420166,0,0,0
0,1.39,11.2089996337891,0.112089996337891,1,5,1.25
1,0.98,36.3489990234375,0.363489990234375,1,0,0
1,1.13,30.2099990844727,0.302099990844727,1,0,0
1,0.72,32.0999984741211,0.320999984741211,1,0,0
1,0.95,17.9969997406006,0.179969997406006,1,0,0
1,1.51,29.5340003967285,0.295340003967285,1,0,0
1,1.35,17.1539993286133,0.171539993286133,1,0,0
1,1.42,12.4029998779297,0.124029998779297,1,0,0
0,1.43,38.1459999084473,0.381459999084473,1,10,2.5
0,0.75,22.738000869751,0.22738000869751,0,0,0
0,0.98,10.3970003128052,0.103970003128052,0,8,2
1,0.72,5.27199983596802,0.0527199983596802,1,0,0
1,1.89,20.5139999389648,0.205139999389648,1,0,0
0,1.72,36.0069999694824,0.360069999694824,0,9,2.25
0,1.92,29.4409999847412,0.294409999847412,0,0,0
0,0.55,17.6389999389648,0.176389999389648,1,10,2.5
0,0.53,32.5060005187988,0.325060005187988,0,5,1.25
1,1.29,35.6689987182617,0.356689987182617,1,7,1.75
1,0.76,35.6689987182617,0.356689987182617,0,11,2.75
0,0.53,39.9550018310547,0.399550018310547,0,4,1
1,0.7,60.4790000915527,0.604790000915527,1,8,2
0,0.62,84.7519989013672,0.847519989013672,0,0,0
0,0.69,60.7509994506836,0.607509994506836,0,6,1.5
1,0.98,24.507999420166,0.24507999420166,0,0,0
1,0.93,32.9910011291504,0.329910011291504,1,10,2.5
0,1.23,17.2590007781982,0.172590007781982,0,0,0
0,0.94,8.52400016784668,0.0852400016784668,1,9,2.25
1,1.05,54.193000793457,0.54193000793457,1,0,0
0,0.85,32.2879981994629,0.322879981994629,1,8,2
0,0.82,36.568000793457,0.36568000793457,0,0,0
0,0.72,49.7610015869141,0.497610015869141,0,0,0
0,0.61,41.0979995727539,0.410979995727539,0,0,0
0,0.72,12.1040000915527,0.121040000915527,0,0,0
1,1.14,66.4540023803711,0.664540023803711,0,5,1.25
0,0.69,37.6959991455078,0.376959991455078,0,0,0
0,1.02,22.3250007629395,0.223250007629395,0,0,0
1,0.62,43.9539985656738,0.439539985656738,0,4,1
0,0.57,21.9699993133545,0.219699993133545,0,5,1.25
0,0.52,24.0480003356934,0.240480003356934,0,0,0
0,0.52,21.1459999084473,0.211459999084473,0,11,2.75
0,0.51,13.96399974823,0.1396399974823,0,0,0
0,0.65,22.2830009460449,0.222830009460449,1,5,1.25
0,0.68,11.0609998703003,0.110609998703003,0,0,0
0,3.73,173.871994018555,1.73871994018555,0,10,2.5
0,1.14,89.2279968261719,0.892279968261719,0,0,0
1,1.35,16.6439990997314,0.166439990997314,0,12,3
0,1,5.46099996566772,0.0546099996566772,0,12,3
0,1.78,23.1730003356934,0.231730003356934,0,0,0
0,0.75,16.1560001373291,0.161560001373291,0,12,3
0,0.66,22.4080009460449,0.224080009460449,0,0,0
0,0.63,14.2159996032715,0.142159996032715,0,5,1.25
1,1.18,36.0530014038086,0.360530014038086,0,5,1.25
1,1.05,11.5069999694824,0.115069999694824,0,10,2.5
0,1.43,8.28699970245361,0.0828699970245361,1,14,3.5
0,0.81,12.2259998321533,0.122259998321533,1,3,0.75
0,1.25,35.4500007629395,0.354500007629395,0,10,2.5
0,0.96,10.0299997329712,0.100299997329712,0,7,1.75
0,0.53,18.9330005645752,0.189330005645752,0,0,0
0,0.71,11.0150003433228,0.110150003433228,1,8,2
0,1.78,13.1949996948242,0.131949996948242,0,7,1.75
0,1.32,34.7220001220703,0.347220001220703,0,5,1.25
0,0.56,24.6949996948242,0.246949996948242,0,0,0
1,1.21,39.8720016479492,0.398720016479492,0,0,0
1,1.44,33.1520004272461,0.331520004272461,0,10,2.5
1,1.63,26.7399997711182,0.267399997711182,0,8,2
0,0.87,6.85599994659424,0.0685599994659424,1,10,2.5
1,0.56,34.9690017700195,0.349690017700195,0,5,1.25
1,1.92,10.3979997634888,0.103979997634888,1,0,0
0,0.91,38.931999206543,0.38931999206543,1,5,1.25
1,1.34,33.9059982299805,0.339059982299805,1,5,1.25
1,1.43,27.0259990692139,0.270259990692139,1,12,3
0,1,45.6860008239746,0.456860008239746,0,13,3.25
1,0.65,8.27700042724609,0.0827700042724609,0,10,2.5
0,1.49,12.5979995727539,0.125979995727539,0,4,1
1,0.71,28.2250003814697,0.282250003814697,1,10,2.5
1,1.03,39.9339981079102,0.399339981079102,0,9,2.25
0,1.05,7.24200010299683,0.0724200010299683,0,0,0
1,0.89,40.0709991455078,0.400709991455078,0,12,3
1,3.03,57.1049995422363,0.571049995422363,0,8,2
1,4.77,38.882999420166,0.38882999420166,0,5,1.25
1,1.1,59.5180015563965,0.595180015563965,0,10,2.5
1,1.37,40.5449981689453,0.405449981689453,0,0,0
1,1.41,21.2959995269775,0.212959995269775,0,0,0
1,1.27,33.4389991760254,0.334389991760254,0,8,2
1,0.93,34.5029983520508,0.345029983520508,0,10,2.5
1,0.91,16.2280006408691,0.162280006408691,0,0,0
1,1.04,51.7389984130859,0.517389984130859,0,0,0
1,1.54,41.6549987792969,0.416549987792969,0,5,1.25
1,0.92,48.0120010375977,0.480120010375977,0,5,1.25
1,1.64,40.2379989624023,0.402379989624023,0,5,1.25
1,1.43,31.3339996337891,0.313339996337891,0,0,0
1,0.85,16.9440002441406,0.169440002441406,0,0,0
1,0.71,17.9589996337891,0.179589996337891,0,5,1.25
1,0.96,17.7670001983643,0.177670001983643,0,0,0
1,0.75,22.6790008544922,0.226790008544922,0,0,0
1,1.29,32.9659996032715,0.329659996032715,1,0,0
1,0.87,21.9389991760254,0.219389991760254,0,0,0
1,0.58,37.3089981079102,0.373089981079102,0,0,0
1,0.73,14.414999961853,0.14414999961853,0,10,2.5
1,1.8,17.1840000152588,0.171840000152588,0,10,2.5
1,1.82,63.5620002746582,0.635620002746582,0,0,0
1,1.66,62.9599990844727,0.629599990844727,0,0,0
1,0.88,46.5270004272461,0.465270004272461,0,0,0
0,1.23,39.7809982299805,0.397809982299805,0,0,0
1,1.71,29.2119998931885,0.292119998931885,0,0,0
1,0.87,25.4160003662109,0.254160003662109,0,5,1.25
1,0.76,21.4209995269775,0.214209995269775,0,0,0
0,2.01,35.2190017700195,0.352190017700195,0,0,0
1,1.74,40.7849998474121,0.407849998474121,0,0,0
0,1.78,46.9720001220703,0.469720001220703,0,0,0
0,1.74,83.9049987792969,0.839049987792969,0,0,0
0,2.22,35.1800003051758,0.351800003051758,0,5,1.25
0,1.29,156.018005371094,1.56018005371094,0,0,0
0,2.87,116.516998291016,1.16516998291016,0,0,0
0,1.71,111.880996704102,1.11880996704102,0,5,1.25
1,2.21,114.776000976562,1.14776000976563,0,10,2.5
1,2.58,119.876998901367,1.19876998901367,1,8,2
1,1.69,150.330993652344,1.50330993652344,0,0,0
1,0.7,61.2159996032715,0.612159996032715,0,0,0
1,1.45,44.7550010681152,0.447550010681152,0,0,0
1,1.2,34.742000579834,0.34742000579834,0,0,0
1,1.22,58.5359992980957,0.585359992980957,0,0,0
0,1.36,49.7910003662109,0.497910003662109,0,5,1.25
1,1.12,57.4410018920898,0.574410018920898,0,0,0
1,0.88,16.0330009460449,0.160330009460449,0,5,1.25
1,1.64,19.4230003356934,0.194230003356934,1,5,1.25
1,1.37,15.2980003356934,0.152980003356934,1,5,1.25
1,1.01,8.14000034332275,0.0814000034332275,0,5,1.25
0,0.62,34.9580001831055,0.349580001831055,0,5,1.25
1,1.14,41.5369987487793,0.415369987487793,0,10,2.5
0,1.69,50.3950004577637,0.503950004577637,0,5,1.25
1,2.38,49.7620010375977,0.497620010375977,0,5,1.25
1,1.51,32.2490005493164,0.322490005493164,1,0,0
1,1.28,23.2670001983643,0.232670001983643,1,0,0
0,1.4,34.2929992675781,0.342929992675781,0,0,0
0,1.2,50.8320007324219,0.508320007324219,1,0,0
0,1.14,46.4090003967285,0.464090003967285,0,0,0
0,2.08,31.7229995727539,0.317229995727539,0,5,1.25
0,1.7,17.8840007781982,0.178840007781982,0,0,0
1,1.07,20.6979999542236,0.206979999542236,0,5,1.25
0,1.19,25.7940006256104,0.257940006256104,0,0,0
1,1.32,42.3120002746582,0.423120002746582,0,4,1
1,2.01,43.7369995117188,0.437369995117187,0,5,1.25
0,2.88,38.7459983825684,0.387459983825684,0,5,1.25
1,1.24,15.0550003051758,0.150550003051758,0,5,1.25
0,2.89,7.55299997329712,0.0755299997329712,0,5,1.25
1,2.77,26.5049991607666,0.265049991607666,0,5,1.25
1,0.78,35.5870018005371,0.355870018005371,0,11,2.75
0,1.99,18.8199996948242,0.188199996948242,0,5,1.25
1,2.25,25.5149993896484,0.255149993896484,0,5,1.25
1,1.41,14.7910003662109,0.147910003662109,0,5,1.25
0,0.66,8.7209997177124,0.087209997177124,0,5,1.25
1,0.62,4.13600015640259,0.0413600015640259,0,0,0
1,1.28,19.2740001678467,0.192740001678467,0,0,0
1,1.51,31.3470001220703,0.313470001220703,0,0,0
1,0.75,30.9449996948242,0.309449996948242,0,0,0
1,0.79,35.8720016479492,0.358720016479492,0,0,0
1,0.63,50.4580001831055,0.504580001831055,0,0,0
1,0.68,53.818000793457,0.53818000793457,0,0,0
1,1.25,52.1319999694824,0.521319999694824,0,0,0
1,1.09,54.0169982910156,0.540169982910156,0,0,0
0,0.66,49.0550003051758,0.490550003051758,0,0,0
1,1.11,39.1030006408691,0.391030006408691,0,0,0
1,2.2,35.484001159668,0.35484001159668,0,0,0
1,1.01,53.8450012207031,0.538450012207031,0,0,0
0,0.56,49.4410018920898,0.494410018920898,0,0,0
0,0.64,69.0849990844727,0.690849990844727,0,0,0
1,0.67,65.2750015258789,0.652750015258789,0,0,0
1,1.11,88.0429992675781,0.880429992675781,0,0,0
1,1.38,62.625,0.62625,0,0,0
0,0.85,62.048999786377,0.62048999786377,0,0,0
0,0.8,69.1989974975586,0.691989974975586,0,0,0
1,1.26,42.8030014038086,0.428030014038086,0,0,0
0,1.96,36.875,0.36875,0,0,0
0,0.92,36.4939994812012,0.364939994812012,0,0,0
0,0.87,48.3889999389648,0.483889999389648,0,6,1.5
1,3.93,24.9479999542236,0.249479999542236,0,0,0
1,1.01,32.7620010375977,0.327620010375977,0,0,0
0,1.81,60.5789985656738,0.605789985656738,0,0,0
0,3.92,82.870002746582,0.82870002746582,0,0,0
0,1.68,62.5139999389648,0.625139999389648,0,0,0
1,1.23,64.1149978637695,0.641149978637695,0,0,0
1,0.75,82.0270004272461,0.820270004272461,0,0,0
1,0.74,38.9469985961914,0.389469985961914,0,0,0
1,1.2,34.3310012817383,0.343310012817383,0,0,0
1,2.04,39.4220008850098,0.394220008850098,0,0,0
0,1.34,26.5179996490479,0.265179996490479,0,0,0
0,1.19,29.2150001525879,0.292150001525879,0,0,0
0,0.63,49.8540000915527,0.498540000915527,0,0,0
0,1.13,97.5130004882812,0.975130004882813,0,0,0
0,2.24,90.9240036010742,0.909240036010742,0,0,0
0,2.21,80.8440017700195,0.808440017700195,0,0,0
0,1.35,54.5050010681152,0.545050010681152,0,0,0
1,0.64,57.7369995117188,0.577369995117187,0,0,0
1,2,89.9710006713867,0.899710006713867,0,0,0
0,2.85,87.0189971923828,0.870189971923828,1,0,0
0,2.09,87.140998840332,0.87140998840332,0,0,0
0,1.9,68.4229965209961,0.684229965209961,0,0,0
1,3.58,94.0869979858398,0.940869979858398,0,0,0
0,3.31,83.3099975585938,0.833099975585938,0,0,0
1,0.89,16.4340000152588,0.164340000152588,0,0,0
0,0.6,59.7610015869141,0.597610015869141,0,0,0
0,2.47,37.5789985656738,0.375789985656738,0,0,0
1,1.76,44.4720001220703,0.444720001220703,1,8,2
1,2.87,53.564998626709,0.53564998626709,1,10,2.5
1,2.82,47.2849998474121,0.472849998474121,1,10,2.5
1,1.7,66.9189987182617,0.669189987182617,0,0,0
1,1.81,51.2509994506836,0.512509994506836,0,0,0
1,2.43,39.351001739502,0.39351001739502,0,0,0
0,0.51,59.2840003967285,0.592840003967285,0,0,0
1,2.55,54.2410011291504,0.542410011291504,0,0,0
1,1.91,55.2060012817383,0.552060012817383,0,0,0
1,2.17,33.609001159668,0.33609001159668,0,0,0
1,1.23,75.4710006713867,0.754710006713867,0,9,2.25
1,3.17,19.2240009307861,0.192240009307861,0,0,0
1,1.37,5.51200008392334,0.0551200008392334,0,0,0
1,2.4,17.1650009155273,0.171650009155273,0,0,0
1,1.71,19.2590007781982,0.192590007781982,0,0,0
1,2.92,12.9670000076294,0.129670000076294,0,0,0
1,1.81,20.5170001983643,0.205170001983643,0,0,0
1,2.86,39.7529983520508,0.397529983520508,0,0,0
1,3.16,41.4620018005371,0.414620018005371,0,0,0
1,2.63,71.7490005493164,0.717490005493164,0,0,0
1,1.91,59.4710006713867,0.594710006713867,0,0,0
1,1.1,27.4650001525879,0.274650001525879,0,10,2.5
1,4.68,82.8140029907227,0.828140029907227,0,0,0
1,4.27,76.9160003662109,0.769160003662109,0,0,0
1,2.31,40.6980018615723,0.406980018615723,0,0,0
1,1.6,15.3579998016357,0.153579998016357,0,0,0
1,2.47,17.7310009002686,0.177310009002686,0,0,0
0,2.3,11.0410003662109,0.110410003662109,1,10,2.5
1,1.77,33.2529983520508,0.332529983520508,0,10,2.5
1,2.24,33.3300018310547,0.333300018310547,0,10,2.5
1,3.09,50.0449981689453,0.500449981689453,0,5,1.25
1,0.58,54.798999786377,0.54798999786377,0,8,2
1,1.79,47.4269981384277,0.474269981384277,0,0,0
1,2.95,60.5419998168945,0.605419998168945,0,0,0
1,3.67,77.9830017089844,0.779830017089844,0,6,1.5
1,1.63,82.75,0.8275,1,7,1.75
1,2.21,57.5709991455078,0.575709991455078,0,9,2.25
1,2.2,82.7590026855469,0.827590026855469,0,0,0
1,1.37,106.053001403809,1.06053001403809,0,9,2.25
1,1.25,78.6790008544922,0.786790008544922,0,9,2.25
1,2.59,9.99400043487549,0.0999400043487549,0,10,2.5
1,1.71,100.549003601074,1.00549003601074,0,10,2.5
1,3.03,10.3660001754761,0.103660001754761,0,12,3
1,1.06,6.11499977111816,0.0611499977111816,0,0,0
1,2.52,25.0030002593994,0.250030002593994,0,10,2.5
1,1,28.4309997558594,0.284309997558594,0,6,1.5
0,2.05,29.3299999237061,0.293299999237061,1,4,1
0,1.44,25.1499996185303,0.251499996185303,0,10,2.5
0,1.46,9.29500007629395,0.0929500007629395,0,5,1.25
1,1.32,12.503999710083,0.12503999710083,0,5,1.25
1,0.52,7.72800016403198,0.0772800016403198,1,0,0
1,0.89,25.257999420166,0.25257999420166,0,0,0
1,0.92,19.4799995422363,0.194799995422363,0,5,1.25
1,0.54,14.3629999160767,0.143629999160767,0,0,0
1,0.53,19.4190006256104,0.194190006256104,0,0,0
1,0.84,21.2810001373291,0.212810001373291,0,0,0
1,1.34,40.0769996643066,0.400769996643066,0,0,0
1,1.19,31.3990001678467,0.313990001678467,0,10,2.5
1,0.95,49.7760009765625,0.497760009765625,0,0,0
0,3.12,84.5869979858398,0.845869979858398,0,0,0
1,3.1,78.0189971923828,0.780189971923828,0,0,0
1,3.04,88.1309967041016,0.881309967041016,0,0,0
1,0.58,31.4969997406006,0.314969997406006,0,0,0
0,1.64,40.4519996643066,0.404519996643066,0,10,2.5
0,1.48,47.1269989013672,0.471269989013672,0,8,2
0,0.69,11.8500003814697,0.118500003814697,0,0,0
0,0.51,12.125,0.12125,0,12,3
1,0.63,29.7399997711182,0.297399997711182,1,12,3
1,0.53,15.3450002670288,0.153450002670288,0,0,0
1,0.61,51.6360015869141,0.516360015869141,0,0,0
0,0.69,49.9269981384277,0.499269981384277,0,10,2.5
0,0.94,62.9259986877441,0.629259986877441,0,0,0
1,0.67,17.2700004577637,0.172700004577637,0,0,0
0,1.23,35.601001739502,0.35601001739502,0,11,2.75
0,0.92,40.1069984436035,0.401069984436035,1,0,0
1,1.71,57.701000213623,0.57701000213623,0,0,0
1,1.22,42.8930015563965,0.428930015563965,0,0,0
1,4.19,31.5410003662109,0.315410003662109,0,5,1.25
1,2.03,64.088996887207,0.64088996887207,1,8,2
1,3.96,38.617000579834,0.38617000579834,0,9,2.25
1,3.78,42.9000015258789,0.429000015258789,0,0,0
1,2.56,43.8800010681152,0.438800010681152,0,5,1.25
1,4.53,123.581001281738,1.23581001281738,0,0,0
1,2.29,144.708999633789,1.44708999633789,1,5,1.25
1,3.21,154.595993041992,1.54595993041992,0,6,1.5
1,1.76,134.102996826172,1.34102996826172,0,8,2
0,2.38,58.6119995117188,0.586119995117187,0,5,1.25
1,1.56,63.5800018310547,0.635800018310547,1,5,1.25
1,0.85,53.125,0.53125,0,5,1.25
0,1.12,61.3689994812012,0.613689994812012,0,5,1.25
1,0.7,21.5779991149902,0.215779991149902,0,0,0
1,1.34,20.5359992980957,0.205359992980957,0,5,1.25
0,0.91,33.7879981994629,0.337879981994629,0,5,1.25
0,0.69,8.30099964141846,0.0830099964141846,1,0,0
0,1.2,24.1410007476807,0.241410007476807,1,0,0
0,0.75,53.306999206543,0.53306999206543,1,5,1.25
0,0.88,64.1259994506836,0.641259994506836,1,5,1.25
0,1,149.292999267578,1.49292999267578,1,8,2
0,1.96,130.20100402832,1.3020100402832,1,10,2.5
0,1.24,114.263000488281,1.14263000488281,1,8,2
0,0.77,110.458999633789,1.10458999633789,1,8,2
0,0.67,112.754997253418,1.12754997253418,1,7,1.75
0,1.24,84.6060028076172,0.846060028076172,0,5,1.25
0,1.48,90.4459991455078,0.904459991455078,0,5,1.25
1,1.02,3.69700002670288,0.0369700002670288,0,0,0
1,1.56,22.5650005340576,0.225650005340576,0,5,1.25
0,1.52,8.17800045013428,0.0817800045013428,0,5,1.25
1,1.25,20.5639991760254,0.205639991760254,0,5,1.25
1,0.56,20.9260005950928,0.209260005950928,0,0,0
1,1.24,17.867000579834,0.17867000579834,0,0,0
1,0.6,8.71500015258789,0.0871500015258789,0,0,0
1,1.05,16.6650009155273,0.166650009155273,0,0,0
1,0.93,30.92799949646,0.3092799949646,0,6,1.5
1,0.57,49.4519996643066,0.494519996643066,0,0,0
1,3.72,25.8159999847412,0.258159999847412,0,8,2
1,0.7,30.6459999084473,0.306459999084473,0,0,0
1,0.81,29.8229999542236,0.298229999542236,0,0,0
1,0.57,21.4300003051758,0.214300003051758,1,9,2.25
1,1.46,12.0030002593994,0.120030002593994,0,8,2
0,0.94,7.23699998855591,0.0723699998855591,0,6,1.5
0,1.19,15.4069995880127,0.154069995880127,0,9,2.25
0,1.26,7.48099994659424,0.0748099994659424,1,10,2.5
1,1.31,29.9260005950928,0.299260005950928,0,0,0
1,1.03,25.8390007019043,0.258390007019043,0,0,0
1,1.07,16.0909996032715,0.160909996032715,0,0,0
0,0.58,22.9300003051758,0.229300003051758,1,12,3
1,0.7,19.011999130249,0.19011999130249,0,0,0
1,0.61,26.5279998779297,0.265279998779297,0,0,0
0,0.66,9.4980001449585,0.094980001449585,0,0,0
0,0.63,16.9200000762939,0.169200000762939,1,4,1
0,0.86,22.7329998016357,0.227329998016357,1,4,1
0,0.63,11.3439998626709,0.113439998626709,0,0,0
0,0.61,4.65100002288818,0.0465100002288818,0,10,2.5
1,0.85,3.56900000572205,0.0356900000572205,0,10,2.5
1,0.61,15.4919996261597,0.154919996261597,0,5,1.25
0,0.51,14.5629997253418,0.145629997253418,0,10,2.5
1,2.52,28.1609992980957,0.281609992980957,0,5,1.25
0,0.53,7.98899984359741,0.0798899984359741,0,9,2.25
1,1.15,3.61199998855591,0.0361199998855591,0,0,0
1,1.02,26.3740005493164,0.263740005493164,1,8,2
1,0.85,10.7209997177124,0.107209997177124,1,6,1.5
0,1.1,23.246000289917,0.23246000289917,0,0,0
0,3.43,27.7649993896484,0.277649993896484,1,0,0
1,0.56,32.1469993591309,0.321469993591309,1,10,2.5
1,1.58,39.3409996032715,0.393409996032715,0,7,1.75
0,1.83,10.125,0.10125,0,10,2.5
1,0.83,29.3290004730225,0.293290004730225,1,5,1.25
1,1.08,20.6110000610352,0.206110000610352,1,10,2.5
1,1.28,19.8850002288818,0.198850002288818,1,2,0.5
1,0.9,4.11899995803833,0.0411899995803833,1,11,2.75
1,1.23,12.7130002975464,0.127130002975464,1,0,0
1,0.52,13.5930004119873,0.135930004119873,0,12,3
1,0.96,19.5429992675781,0.195429992675781,1,5,1.25
1,1.26,16.8500003814697,0.168500003814697,1,0,0
0,1.19,20.3889999389648,0.203889999389648,1,7,1.75
1,0.55,16.9360008239746,0.169360008239746,1,10,2.5
1,0.63,7.19199991226196,0.0719199991226196,1,6,1.5
1,0.97,8.0600004196167,0.080600004196167,0,10,2.5
0,1.25,7.01200008392334,0.0701200008392334,1,0,0
1,0.97,63.1500015258789,0.631500015258789,0,5,1.25
1,1.46,57.3610000610352,0.573610000610352,0,0,0
1,0.72,34.4389991760254,0.344389991760254,0,10,2.5
0,3.74,2.4539999961853,0.024539999961853,1,0,0
0,5.24,36.4090003967285,0.364090003967285,0,10,2.5
1,1.21,9.21300029754639,0.0921300029754639,0,9,2.25
0,0.56,14.3780002593994,0.143780002593994,0,0,0
0,0.53,10.4490003585815,0.104490003585815,1,2,0.5
0,1.64,50.4910011291504,0.504910011291504,0,3,0.75
0,0.73,7.50299978256226,0.0750299978256226,0,0,0
0,1.09,15.6619997024536,0.156619997024536,0,0,0
1,1.44,12.3929996490479,0.123929996490479,1,0,0
0,0.9,17.1590003967285,0.171590003967285,0,5,1.25
1,1.49,12.5190000534058,0.125190000534058,0,8,2
0,1.28,0.925999999046326,0.00925999999046326,1,5,1.25
1,0.52,2.79099988937378,0.0279099988937378,0,0,0
1,0.77,24.6889991760254,0.246889991760254,1,9,2.25
1,0.82,27.1569995880127,0.271569995880127,0,10,2.5
1,0.74,12.0150003433228,0.120150003433228,0,14,3.5
1,1.55,30.0170001983643,0.300170001983643,0,10,2.5
