Id,As,Lsg,Newstat,Oldstat,Func,Rel,Assn,Ed,Drink,Status,Howknow,Cucard,Survey,Change,Why,Time,Shift,Shtime,Fam,Knnosw,Nosw,Inc,Usenow,Nowsw,Comp,X,Y,Nearest,Distcw,Distpw,cw50,cw100,cw150,pw50,pw100,pw150
4337,80,0,0,2,1,1,0,2,0,0,3,0,0,4,,,,,,,,,,,1,255983.6667,2631664.679,42.023,42.023,58.457,1,1,1,0,7,13
4343,627,3,0,0,0,1,1,12,0,0,3,2,0,4,,,,,0,,,,,,1,255877.7121,2631741.076,29.963,161.884,29.963,0,0,0,3,12,17
4349,183,3,0,0,0,1,1,4,0,0,0,1,1,4,,,,,,,,,,,1,255823.0502,2631714.666,7.67,205.9,7.67,0,0,0,5,9,13
4353,528,0,0,2,1,1,0,4,0,0,12,1,1,4,,,,,,,,,,,1,255749.4986,2631696.885,52.301,276.275,52.301,0,0,0,0,6,9
4357,103,3,0,0,0,1,0,7,0,0,0,0,0,4,,,,,,,,,,,1,255172.7857,2631553.529,41.852,146.006,41.852,0,0,1,1,14,21
4364,171,0,0,2,1,1,1,0,0,0,3,0,0,4,,,,,,,,,,,1,255131.07,2631549.064,0.591,186.655,0.591,0,0,0,4,12,19
4369,146,0,0,2,1,1,0,5,0,0,3,1,0,4,,,,,0,,,,,,1,254961.5791,2631476.397,24.536,243.808,24.536,0,0,0,2,5,9
4371,331,3,0,0,0,1,1,4,0,0,0,0,0,4,,,,,,,,,,,1,254971.6264,2631527.753,29.788,295.207,29.788,0,0,0,2,6,10
4379,499,0,0,0,1,1,0,5,0,0,3,0,0,4,,,,,,,,,,,1,254835.3091,2631416.852,4.97,167.786,4.97,0,0,0,1,2,3
4380,607,3,0,0,0,1,0,7,0,0,0,1,1,4,,,,,,,,,,,1,254854.7699,2631421.878,23.682,170.311,23.682,0,0,0,1,2,6
4381,285,3,0,0,0,1,1,4,0,0,0,0,0,4,,,,,,,,,,,1,254788.3764,2631405.458,45.221,172.162,45.221,0,0,0,1,3,3
4382,151,0,0,0,1,1,0,0,0,0,3,0,0,4,,,,,,,,,,,1,254980.0516,2631372.848,77.821,165.965,77.821,0,0,0,0,2,2
4388,390,0,0,0,1,1,0,3,0,0,12,1,1,4,,,,,0,,,,,,1,254710.5288,2631395.142,32.223,128.202,32.223,0,0,1,1,3,5
4389,92,3,0,0,0,2,0,0,0,0,0,0,0,4,,,,,,,,,,,1,254691.8696,2631397.305,43.063,120.669,43.063,0,0,1,1,3,4
4390,295,0,0,2,1,1,0,5,0,0,12,1,1,4,,,,,,,,,,,1,254697.4849,2631377.634,25.689,106.395,25.689,0,0,1,1,3,4
4392,110,1,0,1,1,1,1,4,0,0,3,1,1,4,,,,,,,,,,,1,254688.4357,2631375.202,32.832,99.549,32.832,0,1,1,1,3,4
4394,259,3,0,0,0,1,0,5,0,0,2,1,1,4,,,,,,,,,,,1,254671.7828,2631355.354,37.171,74.161,37.171,0,1,1,3,3,3
4399,318,0,0,2,0,1,1,4,0,0,12,0,0,4,,,,,,,,,,,1,254644.0467,2631313.347,24.902,24.902,47.898,1,1,1,1,3,5
4400,231,1,0,2,1,1,0,4,0,0,12,1,1,4,,,,,,,,,,,1,254621.1073,2631323.709,38.783,38.783,39.191,1,1,1,2,2,6
4402,94,1,0,2,0,1,0,3,0,0,3,0,0,4,,,,,,,,,,,1,254598.0664,2631308.032,44.695,44.695,64.032,1,1,1,0,3,8
4404,112,0,0,2,1,1,0,3,0,1,0,1,1,4,,,,,,,,,,,1,254559.8284,2631318.284,62.32,83.957,62.32,0,1,1,0,4,6
4407,105,0,0,0,1,1,0,5,0,0,3,0,0,4,,,,,0,,,,,,1,254656.7944,2631303.343,23.18,23.18,61.07,1,1,1,0,3,5
4413,68,1,0,0,1,3,1,4,0,0,3,0,0,4,,,,,,,,,,,1,254347.4265,2631091.034,24.906,154.846,24.906,0,0,0,1,2,4
4425,134,0,0,1,1,1,1,15,0,0,3,1,1,4,,,,,0,,,,,,1,254109.5499,2630845.382,31.145,229.98,31.145,0,0,0,1,8,13
4426,68,0,0,1,1,1,0,12,0,0,3,1,1,4,,,,,0,,,,,,1,254098.1356,2630813.811,44.571,209.722,44.571,0,0,0,1,8,12
4427,66,0,0,0,1,1,1,4,0,0,3,1,1,4,,,,,,,,,,,1,254090.8672,2630806.178,54.567,200.937,54.567,0,0,0,0,7,12
4428,68,0,0,0,1,1,1,10,0,0,1,1,1,4,,,,,,,,,,,1,254083.8352,2630792.446,64.479,191.57,64.479,0,0,0,0,5,12
4429,80,0,0,0,1,1,0,10,0,0,1,0,0,4,,,,,,,,,,,1,254079.5276,2630789.01,62.384,186.824,62.384,0,0,0,0,5,12
4430,71,0,0,0,1,1,0,10,0,0,12,1,1,4,,,,,,,,,,,1,254077.6276,2630777.223,61.577,183.736,61.577,0,0,0,0,6,11
4431,80,0,0,0,1,1,0,14,0,0,12,1,1,4,,,,,,,,,,,1,254051.3651,2630782.101,34.866,158.025,34.866,0,0,0,3,5,11
4432,129,3,0,0,0,2,0,5,0,0,0,0,0,4,,,,,,,,,,,1,254080.3113,2630785.119,63.273,187.128,63.273,0,0,0,0,5,12
4433,97,0,0,0,1,1,1,12,0,0,3,1,1,4,,,,,0,,,,,,1,254028.8215,2630735.76,35.441,137.462,35.441,0,0,1,1,5,8
4438,93,3,0,0,1,2,0,5,0,0,0,0,0,4,,,,,,,,,,,1,254160.2528,2630888.476,11.018,293.483,11.018,0,0,0,3,6,11
4444,269,0,0,2,1,1,1,7,0,0,12,1,1,4,,,,,,,,,,,1,253973.8693,2630822.755,38.581,98.712,38.581,0,1,1,2,4,8
4449,269,0,0,0,1,1,1,0,0,0,3,1,1,4,,,,,,,,,,,1,253987.7563,2630749.755,48.851,94.528,48.851,0,1,1,1,5,7
4450,261,0,0,0,1,1,0,8,0,0,3,1,1,4,,,,,,1,,,,,1,253980.3963,2630746.74,55.835,87.815,55.835,0,1,1,0,7,7
4455,235,0,0,0,1,1,0,8,0,0,12,0,0,4,,,,,,,,,,,1,253940.0737,2630634.4,31.951,137.684,31.951,0,0,1,1,2,3
4480,109,0,0,2,1,3,1,5,0,0,12,0,0,4,,,,,,,,,,,1,253793.589,2630586.287,44.691,204.525,44.691,0,0,0,1,1,2
4486,96,0,0,0,1,2,0,12,0,0,12,1,1,4,,,,,,1,,,,,1,253776.028,2630563.131,17.39,233.359,17.39,0,0,0,1,2,2
4517,221,0,0,2,1,1,1,0,0,0,12,1,1,4,,,,,,,,,,,1,253851.0384,2630056.195,68.557,68.557,143.557,0,1,1,0,0,1
4531,204,1,0,2,0,3,0,5,0,0,12,0,0,4,,,,,,4,,,,,1,253959.2224,2630030.717,74.068,96.936,74.068,0,1,1,0,1,1
4539,512,0,0,12,1,1,1,9,0,0,1,1,1,4,,,,,,,,,,,1,254083.9306,2630107.458,96.222,185.783,96.222,0,0,0,0,1,1
4551,104,1,0,0,0,1,0,4,0,0,12,1,1,4,,,,,,,,,,,1,254353.0803,2630212.038,4.338,467.123,4.338,0,0,0,1,1,1
4599,126,0,0,2,0,1,0,4,0,0,12,1,1,4,,,,,,,,,,,1,256070.4187,2630468.709,73.724,578.037,73.724,0,0,0,0,1,1
5000,226,3,0,0,0,3,0,5,0,2,,0,0,4,,,,,,,,,,,1,256343.3478,2633282.322,12.013,952.29,12.013,0,0,0,7,11,22
7014,293,0,0,0,1,1,0,11,0,0,23,1,0,4,,,,,,2,,,,,1,259318.5663,2632944.041,96.079,193.062,96.079,0,0,0,0,1,3
7078,103,3,0,0,0,1,2,0,0,2,,2,0,4,,,,,,,,,,,1,260127.6815,2632987.665,14.735,629.756,14.735,0,0,0,3,13,14
7087,59,3,0,0,0,2,2,4,0,2,,2,0,4,,,,,,,,,,,1,260181.7202,2632915.854,22.585,556.839,22.585,0,0,0,3,4,9
7125,129,1,0,0,1,2,0,5,0,0,2,1,1,4,,,,,1,,,,,,1,260053.2287,2633303.955,18.48,533.05,18.48,0,0,0,2,5,10
7177,132,0,0,0,0,1,2,5,0,2,,1,0,4,,,,,,,,,,,1,260135.9942,2633601.571,93.945,228.46,93.945,0,0,0,0,1,3
7353,159,1,0,2,0,2,1,3,0,0,2,1,0,4,,,,,,,,,,,1,260703.2306,2633489.495,14.941,14.941,33.795,1,1,1,2,6,7
7432,170,0,0,2,0,1,0,7,0,0,3,0,0,4,,,,,0,,,,,,1,261538.0331,2633135.537,66.476,209.154,66.476,0,0,0,0,6,11
7469,170,0,0,0,1,1,1,12,0,0,3,1,1,4,,,,,,2,,,,,1,261738.7565,2633199.45,12.642,325.915,12.642,0,0,0,3,5,9
7506,178,3,0,0,0,2,0,5,0,0,0,1,1,4,,,,,,,,,,,1,261345.5851,2633356.995,58.095,189.075,58.095,0,0,0,0,1,1
7545,72,3,0,0,0,2,0,5,0,0,3,0,0,4,,,,,,,,,,,1,261713.2144,2633629.42,28.875,274.589,28.875,0,0,0,1,4,9
7643,295,0,0,2,1,1,0,14,0,0,3,0,0,4,,,,,,2,,,,,1,260323.4398,2632197.338,52.477,78.524,52.477,0,1,1,0,3,10
7646,119,0,0,2,1,1,0,8,0,0,2,1,1,4,,,,,,2,,,,,1,260390.2611,2632168.53,17.043,26.736,17.043,1,1,1,3,8,13
7647,261,0,0,0,0,1,0,8,0,0,3,1,1,4,,,,,,2,,,,,1,260412.6763,2632198.261,20.639,63.365,20.639,0,1,1,6,10,20
7651,58,0,0,2,1,1,1,7,0,0,2,1,1,4,,,,,,2,,,,,1,260438.9438,2632173.264,17.154,65.401,17.154,0,1,1,4,10,20
7653,78,0,0,2,1,1,1,10,0,0,3,1,1,4,,,,,,2,,,,,1,260441.8652,2632195.746,5.542,80.416,5.542,0,1,1,5,13,22
8063,314,0,0,2,1,1,0,10,0,0,2,0,0,4,,,,,,4,,,,,1,257431.1265,2633293.032,26.228,143.308,26.228,0,0,1,2,8,16
8064,242,0,0,0,1,2,0,10,0,2,,0,0,4,,,,,,,,,,5,1,257438.5954,2633292.537,20.138,149.419,20.138,0,0,1,2,8,16
8069,158,1,0,0,1,3,0,10,0,2,,0,0,4,,,,,,,,,,5,1,257497.6852,2633360.616,39.078,236.672,39.078,0,0,0,3,9,18
8221,109,0,0,0,1,1,1,12,0,0,1,2,1,4,,,,,,24,,,,,1,261546.6682,2633267.621,86.734,172.863,86.734,0,0,0,0,1,3
8393,215,0,0,0,0,3,0,4,0,0,2,0,0,4,,,,,,,,,,,1,257877.2166,2630713.554,4.301,4.301,32.971,1,1,1,3,5,11
2123,144,3,0,,,,,,,,,,,,,,,,,,,,,,1,257514.796,2630751.014,19.17,19.17,121.718,1,1,1,0,0,4
2268,112,3,0,,,,,,,,,,,,,,,,,,,,,,1,256423.5148,2629330.499,47.002,47.002,83.522,1,1,1,0,1,3
4082,159,0,0,,,,,,,,,,,,,,,,,,,,,,1,255876.7752,2632642.516,45.175,161.043,45.175,0,0,0,1,7,20
64,20,0,1,13,1,1,1,5,23,1,12,1,1,0,,,,,4,,,,,,1,260281.6223,2632853.071,111.635,445.725,111.635,0,0,0,0,0,2
67,41,1,1,3,1,1,0,0,23,1,12,0,1,0,,,,,6,,,,,,1,260246.0615,2632860.678,82.574,482.07,82.574,0,0,0,0,1,3
68,5,1,1,3,1,1,0,0,23,1,12,0,1,0,,,,,5,,,,,,1,260236.1466,2632857.149,80.613,491.228,80.613,0,0,0,0,1,3
69,16,0,1,0,1,2,1,0,23,1,2,1,1,0,,,,,3,,,,,,1,260270.8892,2632769.407,174.812,441.198,174.812,0,0,0,0,0,0
70,30,0,1,12,1,1,0,5,23,1,12,1,1,0,,,,,1,,,,,,1,260233.1121,2632745.84,139.923,445.255,139.923,0,0,0,0,0,1
71,35,0,1,3,1,1,1,9,23,1,12,0,1,0,,,,,0,,,,,,1,260194.343,2632744.451,101.147,470.132,101.147,0,0,0,0,0,1
72,21,0,1,3,1,1,1,9,23,1,12,0,1,0,,,,,0,,,,,,1,260191.4579,2632744.684,98.263,472.3,98.263,0,0,0,0,1,1
75,28,0,1,3,1,1,0,10,23,1,1,0,1,0,,,,,3,,,,,,1,260194.7473,2632666.327,128.135,416.922,128.135,0,0,0,0,0,1
84,33,0,1,12,1,1,1,6,23,1,12,1,1,0,,,,,3,,,,,,1,260039.0989,2632380.446,23.309,415.668,23.309,0,0,0,2,3,6
85,16,0,1,13,1,1,1,5,23,1,12,1,1,0,,,,,0,,,,,,1,256879.9656,2633249.283,10.234,431.326,10.234,0,0,0,3,13,24
87,5,0,1,3,1,1,1,4,23,1,2,1,1,0,,,,,3,,,,,,1,256918.8968,2633189.532,2.287,392.059,2.287,0,0,0,8,19,31
88,11,0,1,13,1,1,0,9,23,1,12,0,0,0,,,,,4,,,,,,1,256936.9656,2633213.052,5.189,373.084,5.189,0,0,0,10,23,31
89,5,0,1,3,1,1,0,10,23,1,12,1,1,0,,,,,3,,,,,,1,256965.1411,2633190.786,7.395,345.843,7.395,0,0,0,11,24,33
91,13,4,1,3,1,1,0,5,23,1,2,0,1,0,,,,,2,,,,,,1,256941.5566,2633182.872,8.002,370,8.002,0,0,0,11,22,31
92,8,0,1,3,1,1,1,0,23,1,12,1,1,0,,,,,0,,,,,,1,255581.4897,2632345.549,10.367,141.411,10.367,0,0,1,3,13,33
93,5,0,1,3,1,1,1,10,23,1,12,1,1,0,,,,,1,,,,,,1,255550.75,2632346.807,20.41,134.999,20.41,0,0,1,3,8,33
96,32,1,1,1,1,1,0,5,23,1,12,1,1,0,,,,,4,,,,,,1,255564.6735,2632275.655,35.045,207.073,35.045,0,0,0,1,4,11
100,5,0,1,3,1,1,1,4,23,1,12,1,1,0,,,,,7,,,,,,1,255513.7203,2632176.973,21.893,305.988,21.893,0,0,0,2,3,5
103,5,0,1,13,1,1,1,8,23,1,12,1,1,0,,,,,8,,,,,,1,255517.642,2632167.672,12.431,314.91,12.431,0,0,0,2,3,3
104,5,0,1,3,1,1,1,0,23,1,12,1,1,0,,,,,3,,,,,,1,255473.0382,2632153.097,25.148,335.809,25.148,0,0,0,1,3,3
110,25,0,1,0,1,1,1,5,23,1,12,1,1,0,,,,,0,,,,,,1,255990.4607,2632702.466,7.371,284.955,7.371,0,0,0,2,8,11
114,5,0,1,13,1,1,1,10,23,1,12,1,1,0,,,,,7,,,,,,1,256020.5241,2632731.692,32.065,326.749,32.065,0,0,0,2,6,16
116,8,1,1,3,1,1,1,10,23,1,12,1,1,0,,,,,1,,,,,,1,255971.6448,2632765.759,28.55,316.379,28.55,0,0,0,2,6,12
117,25,0,1,13,1,1,1,7,23,1,12,1,1,0,,,,,3,,,,,,1,255990.4313,2632781.325,43.917,340.379,43.917,0,0,0,2,5,15
118,5,1,1,0,1,2,0,12,23,1,12,0,0,0,,,,,,,,,,,1,255991.796,2632821.931,33.753,373.05,33.753,0,0,0,1,4,10
119,5,0,1,13,1,1,0,0,23,1,12,1,1,0,,,,,8,,,,,,1,255985.6728,2632680.57,29.784,267.749,29.784,0,0,0,3,8,11
124,5,0,1,13,1,1,12,7,23,1,12,1,1,0,,,,,6,,,,,,1,255926.0113,2632639.654,14.513,195.457,14.513,0,0,0,4,7,14
128,47,0,1,13,1,1,1,10,23,1,12,1,1,0,,,,,2,,,,,,1,258279.7331,2632303.359,19.438,623.022,19.438,0,0,0,4,16,36
129,14,0,1,13,1,1,1,6,23,1,12,1,1,0,,,,,1,,,,,,1,258265.3016,2632273.683,14.44,621.978,14.44,0,0,0,3,12,33
130,21,0,1,0,1,1,0,10,23,1,12,1,1,0,,,,,,,,,,,1,258244.9908,2632278.639,19.221,642.404,19.221,0,0,0,4,14,34
131,5,0,1,12,1,2,0,0,23,1,12,1,1,0,,,,,0,,,,,,1,258247.3383,2632286.91,19.182,643.949,19.182,0,0,0,4,16,37
132,19,0,1,13,1,1,0,8,23,1,12,1,1,0,,,,,0,,,,,,1,258257.9148,2632309.633,13.356,645.143,13.356,0,0,0,4,17,42
133,5,0,1,13,1,1,0,12,23,1,13,1,0,0,,,,,0,,,,,,1,258241.4467,2632320.804,8.527,664.959,8.527,0,0,0,5,19,46
134,5,0,1,3,1,1,0,10,23,1,12,1,1,0,,,,,1,,,,,,1,258281.2123,2632320.694,13.612,630.404,13.612,0,0,0,5,17,37
135,9,1,1,3,1,1,0,11,23,1,23,1,1,0,,,,,0,,,,,,1,258277.3196,2632341.997,18.882,644.835,18.882,0,0,0,5,18,40
136,5,1,1,3,1,1,1,0,23,1,12,1,1,0,,,,,1,,,,,,1,258249.379,2632337.847,20.263,666.535,20.263,0,0,0,5,21,42
137,5,1,1,3,1,1,1,10,23,1,12,1,1,0,,,,,2,,,,,,1,258242.9442,2632349.404,23.878,657.829,23.878,0,0,0,7,21,46
141,5,0,1,3,1,1,0,10,23,1,12,1,1,0,,,,,2,,,,,,1,258184.8954,2632292.755,30.991,627.563,30.991,0,0,0,3,20,39
143,17,0,1,3,1,1,1,0,23,1,12,1,1,0,,,,,,,,,,,1,258169.2672,2632323.673,16.164,599.881,16.164,0,0,0,5,26,47
144,26,1,1,3,1,1,1,5,23,1,1,1,1,0,,,,,6,,,,,,1,258156.1565,2632362.859,20.225,572.092,20.225,0,0,0,10,29,53
145,24,0,1,3,1,1,0,3,23,1,12,1,1,0,,,,,,,,,,,1,258163.4192,2632349.995,11.351,583.756,11.351,0,0,0,9,24,51
146,23,0,1,13,1,1,1,2,23,1,1,1,1,0,,,,,4,,,,,,1,258153.2411,2632320.617,1.922,586.767,1.922,0,0,0,7,25,45
147,8,0,1,3,1,1,1,0,23,1,12,1,1,0,,,,,1,,,,,,1,258198.8881,2632336.844,26.319,621.542,26.319,0,0,0,7,23,51
149,10,0,1,3,1,1,0,9,23,1,12,1,1,0,,,,,,,,,,,1,258216.8137,2632351.873,7.031,632.522,7.031,0,0,0,5,25,49
151,9,0,1,3,1,3,0,4,23,1,12,1,1,0,,,,,,,,,,,1,258237.9825,2632377.928,12.165,643.689,12.165,0,0,0,6,22,46
152,34,0,1,3,1,3,0,5,23,1,12,1,1,0,,,,,,,,,,,1,258295.434,2632337.816,23.449,627.304,23.449,0,0,0,6,21,36
153,5,0,1,13,1,1,0,5,23,1,12,0,0,0,,,,,3,,,,,,1,258246.86,2632400.679,21.709,645.457,21.709,0,0,0,7,20,45
154,5,0,1,3,1,1,1,0,23,1,12,1,1,0,,,,,3,,,,,,1,258213.353,2632399.023,11.682,613.817,11.682,0,0,0,6,29,50
155,17,0,1,3,1,1,1,0,23,1,12,1,1,0,,,,,0,,,,,,1,258224.8748,2632417.298,16.647,619.807,16.647,0,0,0,8,24,49
156,28,0,1,3,1,1,0,0,23,1,12,0,0,0,,,,,0,,,,,,1,258221.3777,2632431.761,8.481,612.786,8.481,0,0,0,5,25,46
159,5,0,1,3,1,3,1,0,23,1,12,1,1,0,,,,,1,,,,,,1,258160.8119,2632356.687,15.425,578.751,15.425,0,0,0,10,27,52
163,5,1,1,3,1,1,0,8,23,1,12,1,1,0,,,,,0,,,,,,1,258108.4319,2632252.85,26.231,582.057,26.231,0,0,0,7,18,38
165,24,0,1,3,1,3,1,0,23,1,12,1,1,0,,,,,0,,,,,,1,258049.4027,2632218.933,33.595,555.612,33.595,0,0,0,6,21,31
166,5,0,1,3,1,1,1,8,23,1,12,1,1,0,,,,,0,,,,,,1,258098.7092,2632352.369,22.958,523.84,22.958,0,0,0,8,24,48
169,14,0,1,3,1,1,0,3,23,1,12,1,1,0,,,,,2,,,,,,1,258068.1496,2632303.387,13.523,520.71,13.523,0,0,0,6,26,37
170,29,0,1,3,1,1,1,0,23,1,12,1,1,0,,,,,0,,,,,,1,258087.0674,2632276.107,8.871,551.37,8.871,0,0,0,5,24,37
171,46,0,1,3,1,1,1,0,23,1,1,1,1,0,,,,,4,,,,,,1,258060.109,2632269.725,15.33,532.752,15.33,0,0,0,8,19,38
172,18,1,1,3,1,1,0,0,23,1,12,0,1,0,,,,,5,,,,,,1,258045.7196,2632313.734,6.528,496.216,6.528,0,0,0,5,20,39
173,11,0,1,3,1,1,1,5,23,1,12,1,1,0,,,,,0,,,,,,1,258026.0482,2632326.437,16.906,472.801,16.906,0,0,0,3,16,38
175,39,0,1,3,1,1,0,5,23,1,1,1,1,0,,,,,3,,,,,,1,258038.3432,2632279.138,17.743,509.595,17.743,0,0,0,9,17,36
178,50,0,1,1,1,1,1,5,23,1,12,0,2,0,,,,,,,,,,,1,257991.4632,2632270.504,5.884,478.065,5.884,0,0,0,7,15,23
181,39,0,1,0,0,1,0,5,23,1,12,1,1,0,,,,,3,,,,,,1,258050.6224,2632271.546,17.985,523.991,17.985,0,0,0,8,18,37
182,29,0,1,13,1,1,1,1,23,1,12,1,1,0,,,,,2,,,,,,1,258023.025,2632206.632,19.563,544.169,19.563,0,0,0,4,15,34
184,50,1,1,3,1,2,0,0,23,1,12,1,1,0,,,,,0,,,,,,1,258038.0043,2632177.571,32.559,575.095,32.559,0,0,0,2,14,32
188,48,1,1,3,1,3,0,3,23,1,12,1,1,0,,,,,3,,,,,,1,258075.6119,2632119.508,32.322,642.753,32.322,0,0,0,1,5,22
193,23,0,1,13,1,1,0,12,23,1,12,0,1,0,,,,,,,,,,,1,257994.4484,2632093.348,21.653,609.584,21.653,0,0,0,5,15,29
194,14,0,1,3,1,1,0,0,23,1,2,1,1,0,,,,,1,,,,,,1,258017.4195,2632064.524,10.901,646.43,10.901,0,0,0,3,13,26
196,43,0,1,3,1,1,0,12,23,1,1,1,1,0,,,,,,,,,,,1,257986.8926,2632068.359,12.2,625.31,12.2,0,0,0,4,21,27
197,5,0,1,3,1,1,0,5,23,1,2,1,0,0,,,,,2,,,,,,1,257973.6928,2632061.562,16.492,623.435,16.492,0,0,0,5,22,28
198,5,0,1,3,1,1,3,5,23,1,2,1,0,0,,,,,2,,,,,,1,257965.3982,2632104.176,12.754,583.659,12.754,0,0,0,9,16,32
199,5,0,1,3,1,1,0,5,23,1,2,1,0,0,,,,,3,,,,,,1,257955.306,2632100.282,11.311,581.067,11.311,0,0,0,8,19,32
205,5,0,1,3,1,1,1,5,23,1,2,1,0,0,,,,,3,,,,,,1,257934.668,2631973.939,9.916,679.374,9.916,0,0,0,6,15,32
206,34,0,1,3,1,1,1,0,23,1,2,1,0,0,,,,,3,,,,,,1,257939.6785,2632009.313,7.294,650.439,7.294,0,0,0,9,19,30
207,9,0,1,3,1,1,0,9,23,1,2,0,0,0,,,,,2,,,,,,1,257922.3823,2632011.634,1.17,640.235,1.17,0,0,0,9,20,32
208,5,0,1,3,1,1,0,5,23,1,2,1,1,0,,,,,2,,,,,,1,257911.3077,2632009.972,7.268,636.682,7.268,0,0,0,8,19,32
213,5,0,1,3,1,1,0,8,23,1,2,0,0,0,,,,,1,,,,,,1,257855.4003,2631990.039,18.73,610.544,18.73,0,0,0,5,17,32
214,24,0,1,13,1,1,1,6,23,1,12,1,1,0,,,,,3,,,,,,1,257835.9819,2632007.724,9.498,589.44,9.498,0,0,0,6,18,31
215,24,1,1,3,1,1,0,0,23,1,2,1,1,0,,,,,,,,,,,1,257878.5318,2632021.601,13.533,612.102,13.533,0,0,0,7,18,35
216,24,1,1,0,1,1,0,0,23,1,3,0,0,0,,,,,,,,,,,1,257920.5967,2632036.964,21.073,617.027,21.073,0,0,0,8,26,30
217,5,0,1,1,1,1,0,10,23,1,12,0,0,0,,,,,1,,,,,,1,257871.8006,2632066.221,11.664,568.796,11.664,0,0,0,4,22,34
218,5,0,1,13,1,1,0,5,23,1,12,1,1,0,,,,,3,,,,,,1,257892.7604,2632079.721,17.6,566.188,17.6,0,0,0,4,20,31
223,48,0,1,12,1,3,1,0,23,1,12,1,1,0,,,,,0,,,,,,1,257930.5092,2632263.767,17.26,438.176,17.26,0,0,0,4,10,18
224,50,0,1,3,1,1,1,0,23,1,12,0,0,0,,,,,0,,,,,,1,257917.5042,2632238.13,22.273,448.453,22.273,0,0,0,4,7,22
229,15,0,1,3,1,1,0,0,23,1,12,1,1,0,,,,,7,,,,,,1,257829.517,2632179.951,36.952,448.079,36.952,0,0,0,1,3,16
243,41,0,1,3,1,1,0,5,23,1,2,1,1,0,,,,,3,,,,,,1,258152.6647,2632438.635,12.77,544.533,12.77,0,0,0,9,30,46
244,29,0,1,3,0,1,0,10,23,1,12,1,1,0,,,,,0,,,,,,1,258175.2574,2632478.702,7.809,557.775,7.809,0,0,0,6,24,43
254,5,0,1,3,1,1,1,3,23,1,12,1,1,0,,,,,15,,,,,,1,258055.2841,2632601.117,45.06,429.167,45.06,0,0,0,1,4,12
256,35,0,1,0,1,1,0,10,23,1,12,1,1,0,,,,,1,,,,,,1,258018.219,2632579.76,5.592,391.556,5.592,0,0,0,1,4,11
260,16,0,1,3,1,1,0,10,23,1,12,1,1,0,,,,,0,,,,,,1,258032.2375,2632503.439,37.822,412.642,37.822,0,0,0,1,8,20
261,35,0,1,13,1,1,0,0,23,1,12,1,1,0,,,,,2,,,,,,1,258151.5174,2632522.498,10.571,527.939,10.571,0,0,0,4,16,28
262,22,1,1,3,1,1,1,5,23,1,12,0,0,0,,,,,3,,,,,,1,258134.7658,2632506.526,23.611,513.314,23.611,0,0,0,5,16,35
265,10,0,1,3,1,1,1,8,23,1,12,1,1,0,,,,,2,,,,,1,1,258073.6894,2632492.404,20.152,455.429,20.152,0,0,0,4,14,27
269,42,0,1,3,1,1,0,0,23,1,12,0,0,0,,,,,3,,,,,,1,258071.7376,2632446.821,20.13,464.425,20.13,0,0,0,5,19,37
272,26,0,1,3,1,1,0,9,23,1,12,1,1,0,,,,,0,,,,,,1,258071.9418,2632408.22,26.218,477.079,26.218,0,0,0,5,22,39
277,10,1,1,3,1,1,0,5,23,1,12,1,1,0,,,,,0,,,,,,1,258054.1602,2632523.756,30.181,431.114,30.181,0,0,0,1,10,20
301,5,4,1,3,1,2,0,0,23,1,2,1,1,0,,,,,0,,,,,,1,257955.2133,2632104.901,6.691,577.211,6.691,0,0,0,8,17,33
307,5,0,1,13,1,1,0,5,23,1,2,0,0,0,,,,,3,,,,,,1,257808.3118,2631887.777,6.683,585.249,6.683,0,0,0,2,12,19
308,32,1,1,0,1,1,1,5,23,2,,1,1,0,,,,,,,,,,,1,257804.4688,2631861.248,29.607,589.953,29.607,0,0,0,2,8,15
309,5,1,1,0,1,1,0,5,23,1,3,1,1,0,,,,,,,,,,,1,257755.8543,2631860.769,21.62,544.585,21.62,0,0,0,4,12,14
310,5,0,1,0,1,1,0,5,23,1,3,0,0,0,,,,,2,,,,,,1,257742.0458,2631878.544,0.152,525.369,0.152,0,0,0,5,13,18
311,16,0,1,1,1,1,0,9,23,1,1,1,1,0,,,,,1,,,,,,1,257740.5723,2631892.05,13.444,519.476,13.444,0,0,0,4,13,19
313,5,0,1,3,1,1,0,8,23,1,2,0,0,0,,,,,1,,,,,,1,257762.8947,2631885.398,20.97,542.752,20.97,0,0,0,5,12,18
314,5,0,1,0,1,1,0,0,23,1,3,0,0,0,,,,,2,,,,,,1,257762.2494,2631928.069,9.755,529.982,9.755,0,0,0,6,13,20
316,25,0,1,3,1,1,0,0,23,1,3,0,0,0,,,,,0,,,,,,1,257732.4791,2631936.508,15.109,499.05,15.109,0,0,0,5,14,21
317,5,1,1,3,1,1,0,0,23,1,3,0,0,0,,,,,0,,,,,,1,257758.6386,2631986.487,20.228,515.019,20.228,0,0,0,4,12,22
318,23,0,1,3,1,1,0,0,23,1,12,1,1,0,,,,,3,,,,,,1,257773.1204,2631958.174,12.704,534,12.704,0,0,0,5,16,22
319,36,0,1,3,1,1,0,0,23,1,12,0,0,0,,,,,,,,,,,1,257693.1502,2632125.169,52.909,449.161,52.909,0,0,0,0,4,6
