MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
7,2005,37,4044933,2016811,2028122,1610219,1574516,248931,282053,22007,22390,105619,117106,4048,4157,25987,27900,1675851,1709395,1297990,1286193,236607,268485,14305,14706,103185,114411,3081,3209,20683,22391,340960,318727,312229,288323,12324,13568,7702,7684,2434,2695,967,948,5304,5509
7,2005,38,4060608,2018877,2041731,1621281,1597087,247843,281638,22016,22517,98668,108912,4060,4061,25009,27516,1691567,1732529,1321969,1317091,236048,268578,14357,15030,96263,106500,3098,3152,19832,22178,327310,309202,299312,279996,11795,13060,7659,7487,2405,2412,962,909,5177,5338
7,2005,39,4185554,2085045,2100509,1669332,1639544,262976,295254,22767,23092,100214,110279,4136,4037,25620,28303,1756858,1792447,1369095,1360706,250976,282148,15195,15594,97844,107916,3150,3118,20598,22965,328187,308062,300237,278838,12000,13106,7572,7498,2370,2363,986,919,5022,5338
7,2005,40,4470383,2226254,2244129,1787202,1759444,280441,314072,24159,24267,103586,113211,4336,4289,26530,28846,1893637,1931197,1482904,1475285,268498,301179,16151,16977,101157,110672,3297,3328,21630,23756,332617,312932,304298,284159,11943,12893,8008,7290,2429,2539,1039,961,4900,5090
7,2005,41,4553968,2258597,2295371,1825319,1811935,276217,313091,23844,24502,102504,112747,4310,4229,26403,28867,1940748,1992443,1534191,1536692,264609,300461,16453,17687,100198,110319,3427,3289,21870,23995,317849,302928,291128,275243,11608,12630,7391,6815,2306,2428,883,940,4533,4872
7,2005,42,4537278,2245748,2291530,1819207,1816506,272150,307658,23529,23618,100757,110746,4036,4096,26069,28906,1944768,2001192,1543860,1552933,261004,295303,16438,17098,98536,108393,3214,3271,21716,24194,300980,290338,275347,263573,11146,12355,7091,6520,2221,2353,822,825,4353,4712
7,2005,43,4559728,2258382,2301346,1841409,1836433,269957,305947,23158,23390,93804,103441,4113,3977,25941,28158,1965694,2020935,1572981,1581285,259653,294339,16380,17302,91644,101156,3239,3133,21797,23720,292688,280411,268428,255148,10304,11608,6778,6088,2160,2285,874,844,4144,4438
7,2005,44,4585528,2264181,2321347,1855140,1859854,266987,303852,22387,23450,90335,102801,3817,3912,25515,27478,1986752,2052295,1601025,1614907,257088,292694,15874,17734,88182,100565,3061,3176,21522,23219,277429,269052,254115,244947,9899,11158,6513,5716,2153,2236,756,736,3993,4259
7,2005,45,4666734,2314057,2352677,1885156,1874718,279768,313935,23188,23877,95858,107740,4130,4079,25957,28328,2031396,2081797,1626120,1628718,269406,302303,16844,18001,93818,105538,3385,3309,21823,23928,282661,270880,259036,246000,10362,11632,6344,5876,2040,2202,745,770,4134,4400
7,2005,46,4496805,2220792,2276013,1819537,1824637,262756,296721,21280,22294,89246,101733,3665,3517,24308,27111,1968986,2029086,1589252,1600322,253519,286237,15482,16887,87287,99721,2957,2901,20489,23018,251806,246927,230285,224315,9237,10484,5798,5407,1959,2012,708,616,3819,4093
7,2005,47,4511695,2228342,2283353,1829639,1838443,258934,291387,21484,22034,90466,101991,3560,3333,24259,26165,1988247,2046964,1610094,1623586,250156,281444,15748,16899,88697,100080,2889,2723,20663,22232,240095,236389,219545,214857,8778,9943,5736,5135,1769,1911,671,610,3596,3933
7,2005,48,4449860,2188567,2261293,1802060,1824543,253630,288160,20570,21589,85343,97929,3390,3303,23574,25769,1960580,2032888,1593699,1616841,245021,278469,15244,16697,83664,96176,2847,2710,20105,21995,227987,228405,208361,207702,8609,9691,5326,4892,1679,1753,543,593,3469,3774
7,2005,49,4292077,2108325,2183752,1737941,1760600,241097,276105,19581,20644,84052,98376,3183,3287,22471,24740,1892537,1966012,1540758,1562616,232982,266925,14515,16044,82483,96605,2653,2705,19146,21117,215788,217740,197183,197984,8115,9180,5066,4600,1569,1771,530,582,3325,3623
7,2005,50,4295348,2113557,2181791,1743988,1762946,240251,273225,19585,20095,84523,98498,3124,3192,22086,23835,1901635,1969601,1550683,1570108,232017,263999,14652,15709,83000,96791,2561,2640,18722,20354,211922,212190,193305,192838,8234,9226,4933,4386,1523,1707,563,552,3364,3481
7,2005,51,4138594,2026203,2112391,1680781,1715402,225467,259576,18195,19365,78581,92668,2876,3122,20303,22258,1833269,1915194,1504792,1535956,217753,251267,13847,15261,77140,91062,2415,2607,17322,19041,192934,197197,175989,179446,7714,8309,4348,4104,1441,1606,461,515,2981,3217
7,2005,52,3989065,1947260,2041805,1621655,1665779,210220,243782,17039,18136,75772,89870,2706,2975,19868,21263,1769191,1855618,1459171,1496030,203222,236032,12943,14313,74483,88396,2261,2481,17111,18366,178069,186187,162484,169749,6998,7750,4096,3823,1289,1474,445,494,2757,2897
7,2005,53,3871906,1891790,1980116,1581188,1617983,200673,236043,16299,17241,72904,86018,2689,2649,18037,20182,1723521,1805538,1427539,1458884,194068,228872,12604,13607,71681,84588,2200,2272,15429,17315,168269,174578,153649,159099,6605,7171,3695,3634,1223,1430,489,377,2608,2867
7,2005,54,3783820,1842482,1941338,1537007,1584744,199628,234097,15824,16742,69764,83846,2549,2636,17710,19273,1679297,1771191,1387625,1429612,193464,227085,12322,13262,68568,82504,2127,2227,15191,16501,163185,170147,149382,155132,6164,7012,3502,3480,1196,1342,422,409,2519,2772
7,2005,55,3748247,1824610,1923637,1517798,1565641,198071,230924,15530,16186,73850,89359,2602,2593,16759,18934,1665630,1753982,1371808,1410219,192066,224162,12201,13006,72637,88033,2210,2203,14708,16359,158980,169655,145990,155422,6005,6762,3329,3180,1213,1326,392,390,2051,2575
7,2005,56,3625240,1761297,1863943,1480547,1533347,180608,214229,14309,15047,67475,81069,2327,2370,16031,17881,1617319,1710513,1348153,1392675,175214,208133,11419,12175,66487,79967,1959,2004,14087,15559,143978,153430,132394,140672,5394,6096,2890,2872,988,1102,368,366,1944,2322
7,2005,57,3582008,1739222,1842786,1475457,1532727,169250,200220,13639,14444,63449,76026,2206,2157,15221,17212,1603869,1696160,1351040,1397797,164288,194591,10870,11857,62474,74960,1895,1830,13302,15125,135353,146626,124417,134930,4962,5629,2769,2587,975,1066,311,327,1919,2087
7,2005,58,3748661,1819296,1929365,1569544,1635140,159496,190003,13762,14078,58929,70608,1913,2046,15652,17490,1691034,1789259,1451397,1506570,154919,184399,11132,11549,58023,69607,1662,1700,13901,15434,128262,140106,118147,128570,4577,5604,2630,2529,906,1001,251,346,1751,2056
7,2005,59,2799064,1350936,1448128,1147637,1204993,128075,156335,10541,11157,50936,60309,1796,1800,11951,13534,1239853,1324466,1045279,1091160,124012,151443,8383,9021,50258,59486,1539,1542,10382,11814,111083,123662,102358,113833,4063,4892,2158,2136,678,823,257,258,1569,1720
7,2005,60,2763609,1330174,1433435,1132835,1196021,124976,153912,10142,10899,48911,57981,1678,1831,11632,12791,1225284,1317275,1035887,1088815,121355,149550,8177,8875,48212,57181,1433,1550,10220,11304,104890,116160,96948,107206,3621,4362,1965,2024,699,800,245,281,1412,1487
7,2005,61,2745139,1316923,1428216,1128818,1202548,119769,147209,9752,10296,46449,54086,1587,1649,10548,12428,1220479,1317057,1039573,1099508,116338,143239,7932,8495,45874,53332,1380,1434,9382,11049,96444,111159,89245,103040,3431,3970,1820,1801,575,754,207,215,1166,1379
7,2005,62,2827064,1351274,1475790,1169412,1254746,117064,147012,9216,9859,43284,50578,1457,1541,10841,12054,1260108,1369788,1085105,1156807,113710,142991,7604,8128,42723,49833,1265,1345,9701,10684,91166,106002,84307,97939,3354,4021,1612,1731,561,745,192,196,1140,1370
7,2005,63,2498812,1188493,1310319,1022346,1106053,105311,134224,8379,9019,41644,49172,1370,1360,9443,10491,1105571,1213354,945281,1016092,102501,130707,6956,7530,41166,48508,1202,1183,8465,9334,82922,96965,77065,89961,2810,3517,1423,1489,478,664,168,177,978,1157
7,2005,64,2303653,1090862,1212791,935425,1020808,98639,126931,7718,8305,39153,45755,1296,1303,8631,9689,1013089,1121834,863297,936404,95830,123565,6376,6949,38691,45204,1138,1114,7757,8598,77773,90957,72128,84404,2809,3366,1342,1356,462,551,158,189,874,1091
7,2005,65,2240858,1057487,1183371,901189,990667,99499,128324,7633,8010,39526,45463,1246,1335,8394,9572,980488,1091982,829811,905928,96709,124866,6329,6726,39010,44876,1074,1142,7555,8444,76999,91389,71378,84739,2790,3458,1304,1284,516,587,172,193,839,1128
7,2005,66,2121740,1000448,1121292,859776,948249,89251,115279,6713,7431,35894,40789,1145,1155,7669,8389,929612,1037112,793970,870110,86747,112056,5556,6224,35444,40264,996,1005,6899,7453,70836,84180,65806,78139,2504,3223,1157,1207,450,525,149,150,770,936
7,2005,67,2074635,971691,1102944,836152,932139,86470,114232,6408,7035,34414,39936,1017,1217,7230,8385,904172,1020940,773387,856274,84099,111009,5340,5758,33990,39448,884,1038,6472,7413,67519,82004,62765,75865,2371,3223,1068,1277,424,488,133,179,758,972
7,2005,68,1945279,904790,1040489,778499,879979,80980,107224,5891,6525,31899,37990,923,1035,6598,7736,842618,963026,720745,808068,78748,104356,4884,5343,31526,37478,799,914,5916,6867,62172,77463,57754,71911,2232,2868,1007,1182,373,512,124,121,682,869
7,2005,69,1896115,874711,1021404,754778,864309,77595,105905,5398,6252,29821,36634,825,929,6294,7375,815595,946584,699703,794800,75518,103067,4496,5193,29486,36167,732,810,5660,6547,59116,74820,55075,69509,2077,2838,902,1059,335,467,93,119,634,828
7,2005,70,1873726,857454,1016272,741703,862013,75527,104091,5124,6148,28376,35782,833,979,5891,7259,799661,942159,687729,793051,73588,101433,4258,5061,28038,35362,744,817,5304,6435,57793,74113,53974,68962,1939,2658,866,1087,338,420,89,162,587,824
7,2005,71,1718367,781306,937061,677190,795639,67988,95536,4422,5323,25552,33071,759,875,5395,6617,729911,870612,629247,733854,66215,93112,3664,4372,25260,32673,676,744,4849,5857,51395,66449,47943,61785,1773,2424,758,951,292,398,83,131,546,760
7,2005,72,1700960,765167,935793,666683,797787,64242,93157,4199,5160,24231,32593,686,777,5126,6319,717590,872242,622316,738616,62646,90837,3470,4318,23951,32231,584,656,4623,5584,47577,63551,44367,59171,1596,2320,729,842,280,362,102,121,503,735
7,2005,73,1671512,746001,925511,655390,795833,59204,87867,3811,4945,22226,30130,632,743,4738,5993,699935,864237,612136,738608,57736,85745,3221,4119,21990,29758,562,629,4290,5378,46066,61274,43254,57225,1468,2122,590,826,236,372,70,114,448,615
7,2005,74,1638505,724073,914432,640197,792082,54542,82443,3558,4403,20787,29043,628,698,4361,5763,679594,855261,598528,736796,53145,80423,2903,3608,20590,28698,535,587,3893,5149,44479,59171,41669,55286,1397,2020,655,795,197,345,93,111,468,614
7,2005,75,1629763,709619,920144,626876,796077,54014,84541,3507,4378,20427,28715,541,660,4254,5773,666708,861203,586604,740964,52640,82528,2914,3584,20210,28354,472,567,3868,5206,42911,58941,40272,55113,1374,2013,593,794,217,361,69,93,386,567
7,2005,76,1535359,662437,872922,588735,759810,48070,77235,3032,3895,18251,26113,504,624,3845,5245,623679,818937,552371,709376,46882,75381,2469,3149,18071,25791,426,540,3460,4700,38758,53985,36364,50434,1188,1854,563,746,180,322,78,84,385,545
7,2005,77,1501643,637311,864332,569221,756430,44284,73892,2692,3651,17082,24758,429,545,3603,5056,601778,813996,535748,709379,43264,72102,2227,3017,16886,24473,376,475,3277,4550,35533,50336,33473,47051,1020,1790,465,634,196,285,53,70,326,506
7,2005,78,1439475,600987,838488,537792,736139,41229,70700,2488,3445,15850,22757,366,573,3262,4874,568673,792209,507365,692857,40284,69112,2048,2836,15683,22516,322,504,2971,4384,32314,46279,30427,43282,945,1588,440,609,167,241,44,69,291,490
7,2005,79,1357369,553999,803370,496502,706906,37745,66807,2116,3242,14255,21390,332,495,3049,4530,524547,759731,468729,666009,36861,65400,1761,2670,14133,21134,283,433,2780,4085,29452,43639,27773,40897,884,1407,355,572,122,256,49,62,269,445
7,2005,80,1305661,520539,785122,467358,694440,34395,63218,2052,3019,13681,19746,318,438,2735,4261,493774,744401,442118,656328,33669,61826,1690,2509,13546,19517,284,376,2467,3845,26765,40721,25240,38112,726,1392,362,510,135,229,34,62,268,416
7,2005,81,1218283,475653,742630,428443,660976,30490,57073,1839,2632,12213,17582,292,420,2376,3947,451518,706532,405681,627114,29791,55885,1538,2194,12085,17398,256,365,2167,3576,24135,36098,22762,33862,699,1188,301,438,128,184,36,55,209,371
7,2005,82,1109756,426417,683339,384635,609534,26873,51857,1492,2422,11035,15595,227,357,2155,3574,405088,651263,364482,579445,26301,50781,1222,2024,10934,15442,187,310,1962,3261,21329,32076,20153,30089,572,1076,270,398,101,153,40,47,193,313
7,2005,83,1038431,390040,648391,352750,581072,23832,47324,1408,2172,9859,14177,190,294,2001,3352,371456,618839,335206,553401,23301,46311,1199,1825,9770,13997,162,252,1818,3053,18584,29552,17544,27671,531,1013,209,347,89,180,28,42,183,299
7,2005,84,939062,343965,595097,312904,536041,19973,41803,1127,1939,8154,12186,154,253,1653,2875,328471,569058,298346,511636,19505,40898,888,1611,8100,12080,126,214,1506,2619,15494,26039,14558,24405,468,905,239,328,54,106,28,39,147,256
7,2005,85,4693299,1443844,3249455,1307789,2925010,87219,237018,4705,9716,36067,60706,818,1484,7246,15521,1379958,3120250,1247990,2804079,85258,232390,3842,8278,35690,60062,674,1278,6504,14163,63886,129205,59799,120931,1961,4628,863,1438,377,644,144,206,742,1358
7,2006,999,298379912,146647265,151732647,117160246,119794572,18319259,20123789,1637319,1621347,6454207,7021639,300435,290404,2775799,2880896,123880397,129893210,96634152,100198545,17381618,19139343,1086919,1116172,6265903,6831834,225835,221794,2285970,2385522,22766868,21839437,20526094,19596027,937641,984446,550400,505175,188304,189805,74600,68610,489829,495374
7,2006,0,4041738,2065819,1975919,1533948,1461628,305873,297817,28863,27855,91218,86209,5513,5259,100404,97151,1547710,1476735,1083990,1027456,274996,268080,17864,17562,85798,81233,3667,3530,81395,78874,518109,499184,449958,434172,30877,29737,10999,10293,5420,4976,1846,1729,19009,18277
7,2006,1,3972124,2029583,1942541,1511991,1441186,298756,289768,27489,26901,91210,87886,5581,5468,94556,91332,1534460,1467710,1080111,1027476,270310,262141,17312,17256,85869,82814,3657,3575,77201,74448,495123,474831,431880,413710,28446,27627,10177,9645,5341,5072,1924,1893,17355,16884
7,2006,2,3988119,2037699,1950420,1530234,1457969,291225,282799,27266,26246,91334,89091,5494,5335,92146,88980,1559546,1491323,1106198,1051037,270036,262384,17217,16826,86517,84454,3611,3484,75967,73138,478153,459097,424036,406932,21189,20415,10049,9420,4817,4637,1883,1851,16179,15842
7,2006,3,3966022,2026575,1939447,1525490,1454082,287496,278907,27444,26847,91974,89260,5358,5069,88813,85282,1560545,1491198,1108200,1053012,270292,262290,17136,16639,87662,85230,3762,3506,73493,70521,466030,448249,417290,401070,17204,16617,10308,10208,4312,4030,1596,1563,15320,14761
7,2006,4,3970880,2028196,1942684,1527083,1454628,293664,286085,27343,26670,89149,87728,4968,4899,85989,82674,1568992,1501774,1112753,1056961,278466,271469,17265,16892,85453,84206,3635,3565,71420,68681,459204,440910,414330,397667,15198,14616,10078,9778,3696,3522,1333,1334,14569,13993
7,2006,5,4050582,2067621,1982961,1554334,1481423,304117,296505,27814,27081,91219,90527,5151,4867,84986,82558,1610984,1546052,1144326,1089798,287008,279703,17637,16927,87427,87040,3786,3602,70800,68982,456637,436909,410008,391625,17109,16802,10177,10154,3792,3487,1365,1265,14186,13576
7,2006,6,3891329,1989878,1901451,1499437,1422233,296352,287784,26843,26024,83303,82993,4822,4640,79121,77777,1565130,1497018,1122816,1064551,276816,268974,16847,16223,79274,79131,3361,3193,66016,64946,424748,404433,376621,357682,19536,18810,9996,9801,4029,3862,1461,1447,13105,12831
7,2006,7,3848758,1966492,1882266,1483541,1408990,296485,288265,27243,25660,78880,80663,4936,4630,75407,74058,1564415,1496036,1129634,1069534,275633,267944,17212,16559,74880,76730,3385,3158,63671,62111,402077,386230,353907,339456,20852,20321,10031,9101,4000,3933,1551,1472,11736,11947
7,2006,8,3852265,1970668,1881597,1485234,1408894,301637,291440,27338,25732,79476,80107,4832,4581,72151,70843,1571747,1500798,1133847,1074249,281113,271550,17380,16504,75581,76231,3351,3113,60475,59151,398921,380799,351387,334645,20524,19890,9958,9228,3895,3876,1481,1468,11676,11692
7,2006,9,3901754,1994856,1906898,1506172,1431160,305608,295321,27262,26297,82012,81936,4750,4514,69052,67670,1592854,1522771,1149873,1091127,285954,276508,17656,16987,78231,78261,3354,3146,57786,56742,402002,384127,356299,340033,19654,18813,9606,9310,3781,3675,1396,1368,11266,10928
7,2006,10,4121105,2108693,2012412,1591922,1509886,324275,313457,29134,29148,87195,86277,5165,4861,71002,68783,1684212,1603931,1214953,1148057,304374,294336,18902,18278,83396,82743,3723,3531,58864,56986,424481,408481,376969,361829,19901,19121,10232,10870,3799,3534,1442,1330,12138,11797
7,2006,11,4141970,2121524,2020446,1601971,1517436,331561,320522,28726,28531,85414,82726,5173,4770,68679,66461,1696395,1612702,1223925,1155598,311616,301467,18635,18011,81672,79068,3649,3447,56898,55111,425129,407744,378046,361838,19945,19055,10091,10520,3742,3658,1524,1323,11781,11350
7,2006,12,4196880,2148879,2048001,1617115,1532924,342392,332748,30382,29727,86968,82234,5323,5147,66699,65221,1726530,1642821,1241442,1173509,322767,313167,19670,19310,83236,78665,3897,3819,55518,54351,422349,405180,375673,359415,19625,19581,10712,10417,3732,3569,1426,1328,11181,10870
7,2006,13,4264733,2186207,2078526,1644571,1555683,354172,341544,30943,30145,86736,82670,5185,4905,64600,63579,1765487,1677186,1270618,1199321,334302,322634,20280,19759,83037,79127,3789,3627,53461,52718,420720,401340,373953,356362,19870,18910,10663,10386,3699,3543,1396,1278,11139,10861
7,2006,14,4308450,2205891,2102559,1664173,1578227,354321,343859,31914,30838,87370,82362,5355,5012,62758,62261,1789336,1704847,1292918,1225183,335211,324957,21312,20673,83818,78687,3986,3648,52091,51699,416555,397712,371255,353044,19110,18902,10602,10165,3552,3675,1369,1364,10667,10562
7,2006,15,4406515,2260192,2146323,1706256,1612346,365162,352638,32630,31500,88039,83186,5346,5210,62759,61443,1843365,1751795,1334986,1262507,345697,333687,21921,21142,84456,79646,3997,3870,52308,50943,416827,394528,371270,349839,19465,18951,10709,10358,3583,3540,1349,1340,10451,10500
7,2006,16,4502997,2315411,2187586,1749737,1643033,374247,361454,33403,31890,90708,85306,5333,5221,61983,60682,1894852,1795394,1374837,1294951,354925,342825,22560,21548,87055,81827,3973,3872,51502,50371,420559,392192,374900,348082,19322,18629,10843,10342,3653,3479,1360,1349,10481,10311
7,2006,17,4331493,2231279,2100214,1689997,1581506,353792,340005,32850,31136,91790,85654,5316,5061,57534,56852,1827412,1732957,1330426,1255709,335452,323014,21533,20779,88286,82388,3974,3756,47741,47311,403867,367257,359571,325797,18340,16991,11317,10357,3504,3266,1342,1305,9793,9541
7,2006,18,4301050,2212557,2088493,1682901,1575893,341540,332435,33380,29678,94631,89805,5435,5166,54670,55516,1801449,1721483,1316822,1250572,323343,314889,21455,19971,91074,86333,3978,3832,44777,45886,411108,367010,366079,325321,18197,17546,11925,9707,3557,3472,1457,1334,9893,9630
7,2006,19,4265654,2190977,2074677,1673800,1570198,329214,323730,32473,28613,97177,93136,5608,5055,52705,53945,1779535,1713733,1306897,1250430,311326,306306,20418,19080,93622,89580,4126,3818,43146,44519,411442,360944,366903,319768,17888,17424,12055,9533,3555,3556,1482,1237,9559,9426
7,2006,20,4248095,2184969,2063126,1677623,1566524,319927,315672,31926,27968,100478,97040,5923,5344,49092,50578,1767559,1705965,1304150,1249433,301974,298562,19962,18844,96977,93538,4394,4026,40102,41562,417410,357161,373473,317091,17953,17110,11964,9124,3501,3502,1529,1318,8990,9016
7,2006,21,4258790,2191406,2067384,1689054,1573787,315074,311607,31339,27679,102638,100414,5954,5344,47347,48553,1770158,1708314,1310759,1253941,297622,294658,19634,18505,99123,96953,4378,4104,38642,40153,421248,359070,378295,319846,17452,16949,11705,9174,3515,3461,1576,1240,8705,8400
7,2006,22,4141532,2132034,2009498,1645102,1530862,300850,297786,30083,26874,104857,102042,6193,5332,44949,46602,1707961,1653079,1264094,1212803,283387,281030,18350,18070,101404,98755,4547,4061,36179,38360,424073,356419,381008,318059,17463,16756,11733,8804,3453,3287,1646,1271,8770,8242
7,2006,23,4186427,2150367,2036060,1664360,1552755,298292,298726,30258,26647,107998,107273,6150,5341,43309,45318,1711512,1667824,1268865,1223017,280687,281767,18586,17854,104377,104047,4354,4041,34643,37098,438855,368236,395495,329738,17605,16959,11672,8793,3621,3226,1796,1300,8666,8220
7,2006,24,4201291,2138575,2062716,1656565,1569566,291717,301734,28983,25685,113266,115089,6322,5716,41722,44926,1688873,1683647,1251216,1230004,273288,283908,16990,16917,109603,111636,4485,4419,33291,36763,449702,379069,405349,339562,18429,17826,11993,8768,3663,3453,1837,1297,8431,8163
7,2006,25,4254643,2139011,2115632,1658859,1604823,286428,310148,28267,25381,118540,124856,6294,5967,40623,44457,1690896,1731090,1255418,1261901,267554,290910,16580,16586,114777,121269,4428,4552,32139,35872,448115,384542,403441,342922,18874,19238,11687,8795,3763,3587,1866,1415,8484,8585
7,2006,26,4186325,2095497,2090828,1625863,1581353,279710,308590,27603,24514,117830,127731,6398,5797,38093,42843,1651599,1707740,1226324,1239612,261022,289432,15928,15807,113965,124170,4572,4452,29788,34267,443898,383088,399539,341741,18688,19158,11675,8707,3865,3561,1826,1345,8305,8576
7,2006,27,4004498,2004824,1999674,1558876,1506635,261576,295305,25835,23288,115971,128631,6306,5702,36260,40113,1579313,1630392,1175577,1178617,243737,275874,15056,14723,112289,125138,4549,4392,28105,31648,425511,369282,383299,328018,17839,19431,10779,8565,3682,3493,1757,1310,8155,8465
7,2006,28,3874154,1948157,1925997,1523185,1457403,248283,276303,25001,23929,111469,125965,5819,5162,34400,37235,1528456,1559466,1144647,1131237,231155,258264,14476,14476,107923,122444,4196,3877,26059,29168,419701,366531,378538,326166,17128,18039,10525,9453,3546,3521,1623,1285,8341,8067
7,2006,29,3790391,1908100,1882291,1492468,1422006,241859,271482,24955,24022,110242,123913,5656,4912,32920,35956,1493543,1513895,1117276,1093351,226001,253759,14559,14616,106774,120763,4058,3595,24875,27811,414557,368396,375192,328655,15858,17723,10396,9406,3468,3150,1598,1317,8045,8145
7,2006,30,3779051,1908207,1870844,1488336,1410267,239797,268419,24904,23734,117021,128545,5541,5021,32608,34858,1489616,1498319,1109183,1077222,224079,250886,14317,14266,113742,125324,3912,3649,24383,26972,418591,372525,379153,333045,15718,17533,10587,9468,3279,3221,1629,1372,8225,7886
7,2006,31,3824265,1920967,1903298,1501786,1439781,239910,271714,23702,23027,119197,129922,5109,4634,31263,34220,1519639,1537563,1136722,1111648,225265,254755,13948,14155,116116,126906,3674,3419,23914,26680,401328,365735,365064,328133,14645,16959,9754,8872,3081,3016,1435,1215,7349,7540
7,2006,32,3772538,1890125,1882413,1475296,1425277,236486,267610,23329,22977,119502,128638,4940,4491,30572,33420,1500312,1522582,1120423,1102077,222524,251500,13911,14076,116419,125522,3647,3379,23388,26028,389813,359831,354873,323200,13962,16110,9418,8901,3083,3116,1293,1112,7184,7392
7,2006,33,3860165,1928913,1931252,1501952,1461357,247040,278333,23534,23026,120917,131088,4848,4454,30622,32994,1542487,1573810,1150360,1140158,232778,261923,14318,14456,117794,128011,3577,3368,23660,25894,386426,357442,351592,321199,14262,16410,9216,8570,3123,3077,1271,1086,6962,7100
7,2006,34,4049149,2025038,2024111,1588385,1543300,256033,288394,23514,23477,121373,131350,4610,4465,31123,33125,1643203,1669537,1240403,1224642,242063,272143,14626,14831,118368,128209,3429,3353,24314,26359,381835,354574,347982,318658,13970,16251,8888,8646,3005,3141,1181,1112,6809,6766
7,2006,35,4302604,2148987,2153617,1700429,1657968,268588,304120,24728,24611,119265,129108,4807,4539,31170,33271,1766928,1796722,1351995,1336666,254739,288041,15498,15948,116245,125983,3643,3385,24808,26699,382059,356895,348434,321302,13849,16079,9230,8663,3020,3125,1164,1154,6362,6572
7,2006,36,4380502,2196017,2184485,1744336,1687652,271543,303978,24422,23993,120285,131339,4739,4636,30692,32887,1811490,1831564,1393698,1369244,257346,288120,15105,15611,117295,128259,3563,3568,24483,26762,384527,352921,350638,318408,14197,15858,9317,8382,2990,3080,1176,1068,6209,6125
7,2006,37,4126573,2059996,2066577,1644327,1604307,248552,280074,23126,22967,111831,123987,4241,4317,27919,30925,1709661,1737498,1324552,1307484,235958,266046,14540,14644,109238,121074,3264,3327,22109,24923,350335,329079,319775,296823,12594,14028,8586,8323,2593,2913,977,990,5810,6002
7,2006,38,4056686,2020763,2035923,1609694,1577943,249918,282210,22729,22764,107519,119972,4208,4121,26695,28913,1675963,1711845,1295424,1285247,237293,268444,14324,14661,104836,117224,3150,3194,20936,23075,344800,324078,314270,292696,12625,13766,8405,8103,2683,2748,1058,927,5759,5838
7,2006,39,4074868,2026022,2048846,1624403,1599308,249052,282113,22553,23091,100140,111710,4057,4143,25817,28481,1697844,1735701,1325012,1316667,237213,268906,14404,14939,97670,109174,3074,3192,20471,22823,328178,313145,299391,282641,11839,13207,8149,8152,2470,2536,983,951,5346,5658
7,2006,40,4184594,2081774,2102820,1662228,1638540,263655,295096,23540,23679,101466,112532,4335,4138,26550,28835,1750158,1790125,1360222,1356044,251398,281859,15215,15781,98922,110002,3257,3183,21144,23256,331616,312695,302006,282496,12257,13237,8325,7898,2544,2530,1078,955,5406,5579
7,2006,41,4488189,2235552,2252637,1792367,1763461,281909,315784,24378,24304,105532,115148,4335,4381,27031,29559,1900715,1937669,1486509,1478011,269780,302467,16106,17078,102972,112559,3322,3335,22026,24219,334837,314968,305858,285450,12129,13317,8272,7226,2560,2589,1013,1046,5005,5340
7,2006,42,4552280,2257544,2294736,1821272,1809011,277674,312713,24444,24992,102626,113865,4393,4183,27135,29972,1937586,1988171,1529452,1531145,265724,299863,16375,17668,100226,111333,3470,3269,22339,24893,319958,306565,291820,277866,11950,12850,8069,7324,2400,2532,923,914,4796,5079
7,2006,43,4544742,2246886,2297856,1817180,1818219,272594,309226,23908,23876,102221,112895,4179,4218,26804,29422,1943989,2004490,1540723,1552615,261394,296589,16487,17089,99859,110395,3305,3352,22221,24450,302897,293366,276457,265604,11200,12637,7421,6787,2362,2500,874,866,4583,4972
7,2006,44,4532763,2242649,2290114,1826940,1826349,267407,302504,23297,23640,94722,105162,4016,3999,26267,28460,1950608,2008795,1559996,1571010,256957,290810,16096,17219,92519,102752,3193,3192,21847,23812,292041,281319,266944,255339,10450,11694,7201,6421,2203,2410,823,807,4420,4648
7,2006,45,4573546,2255226,2318320,1844314,1855155,266160,302239,23017,23758,91433,104774,3972,3993,26330,28401,1976504,2046291,1590113,1608504,256027,290672,16129,17670,89183,102528,3172,3215,21880,23702,278722,272029,254201,246651,10133,11567,6888,6088,2250,2246,800,778,4450,4699
