"earnings","retirement","interest","assistance","other","male","over65","white","immig","educ_r","workmos","workhrs_top","any_ssi","any_welfare","any_charity"
45,0,0.1,0,0,0,0,1,0,4,12,40,0,0,0
9,0,0,0,0,0,0,1,1,3,11,30,0,0,0
0,82,30,0,0,0,1,1,0,4,0,0,0,0,0
25,0,0,0,0,1,0,0,1,4,12,35,0,0,0
6.4,0,0,0,5,0,0,0,0,3,8,20,0,0,0
0,6,0,6.696,0,0,0,0,0,2,0,0,1,0,0
0,7.2,0,6,0,1,0,0,0,1,0,0,1,0,0
50,0,0,0,0,0,0,0,1,4,12,35,0,0,0
NA,0,0,0,0,0,0,0,1,3,12,40,0,0,0
160,0,NA,0,0,0,0,1,0,4,12,40,0,0,0
140,0,NA,0,0,1,0,1,0,3,12,40,0,0,0
3,0,0,0,0.2,1,0,0,0,2,7,30,0,0,0
NA,0,NA,0,0,0,0,1,0,4,10,40,0,0,0
7.2,0,0,6.168,1.1,0,0,0,1,2,12,40,0,1,0
3.6,0,0,0,0.2,0,0,0,1,4,6,30,0,0,0
0,0,NA,0,0,0,0,1,0,2,0,0,0,0,0
NA,0,0,0,NA,1,0,1,0,4,12,40,0,0,0
52,0,3,0,0.3,0,0,1,0,3,12,40,0,0,0
400,0,4,0,9.6,0,0,1,1,4,12,40,0,0,0
0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
35,0,NA,0,NA,0,0,1,0,3,12,40,0,0,0
0,0,0,6.78,0.3,0,0,0,0,1,0,0,1,0,0
35,5.102,0,0,0,0,0,0,0,2,12,40,0,0,0
85,0,0,0,0.5,1,0,1,0,4,12,40,0,0,0
150,0,1.5,0,0,0,1,1,0,4,12,40,0,0,0
0,42,0,0,0,0,0,1,0,4,0,0,0,0,0
40,0,2,0,0,1,0,0,1,4,12,35,0,0,0
NA,0,0,0,NA,1,0,0,1,3,9,40,0,0,0
NA,NA,NA,NA,NA,0,0,1,0,4,12,40,0,0,0
35,0,0,0,0,0,0,0,1,3,12,40,0,0,0
0,NA,0,NA,0,0,1,0,1,1,0,0,0,0,0
0,NA,0,0,0,0,1,0,0,2,0,0,0,0,0
49,0,0,0,0,0,0,0,1,2,12,40,0,0,0
NA,0,NA,0,0,0,0,1,0,2,12,40,0,0,0
0,0,0,0,NA,1,0,0,1,2,0,0,0,0,0
100,45,NA,0,0,1,1,1,0,4,12,40,0,0,0
NA,0,NA,0,NA,0,0,0,1,1,12,12,0,0,0
25.5,0,0,0,0,0,0,0,0,3,12,40,0,0,0
0,0,0,NA,0,1,0,1,0,4,0,0,0,0,0
9.6,0,0,0,0,0,0,0,1,2,6,10,0,0,0
130,0,0,0,0.3,0,0,1,0,3,12,40,0,0,0
NA,0,0,0,0,0,0,1,0,2,12,40,0,0,0
54,NA,NA,0,0,0,0,1,0,2,4,40,0,0,0
95,0,NA,0,0,0,0,1,0,4,12,40,0,0,0
0,52,0,0,0,0,1,0,0,3,0,0,0,0,0
30,0,0,NA,0,0,0,0,0,2,6,40,1,0,0
112,0,0,0,0,0,0,0,1,2,12,40,0,0,0
2.4,NA,0,NA,0,1,0,0,0,3,12,40,0,0,0
130,0,7.5,0,0,1,0,1,0,4,12,40,0,0,0
60,0,0,0,0,0,0,0,1,1,12,40,0,0,0
0,0,0.1,0,0,0,0,1,0,3,0,0,0,0,0
NA,0,0,0,0,0,0,0,0,3,12,40,0,0,0
3.64,0,0,0,0.5,1,0,0,0,1,7,25,0,0,0
19.2,0,0,0,0,0,0,0,0,2,12,40,0,0,0
0,NA,0,NA,0,0,1,0,1,1,0,0,0,0,0
400,0,0,0,0,0,0,0,0,4,12,40,0,0,0
4.8,0,0,0,0,1,0,0,1,1,12,40,0,0,0
23,0,0,0,0,1,0,1,1,2,12,40,0,0,0
93,0,0.1,0,0,1,0,1,0,4,12,40,0,0,0
NA,0,0,0,NA,0,0,0,1,3,12,40,0,0,0
97,0,NA,0,20,0,0,0,0,4,12,40,0,0,0
12,0,0,0,4,0,0,1,0,3,12,40,0,0,0
0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
170,0,1.9,0,0.1,0,0,0,1,4,12,40,0,0,0
NA,0,NA,0,NA,0,0,1,0,3,12,40,0,0,0
0,6,0,0,0,1,1,0,0,1,0,0,0,0,0
66,0,0,0,0.3,0,0,1,0,2,12,40,0,0,0
NA,0,0,0,0,1,0,0,1,2,12,40,0,0,0
NA,0,0,0,0,1,0,0,1,2,10,40,0,0,0
0,50,0.2,0,0.1,0,0,0,0,4,0,0,0,0,0
0.6,0,0,0,0.15,0,0,0,1,3,2,10,0,0,0
NA,0,0.2,0,0,1,0,1,1,4,12,40,0,0,0
NA,NA,NA,NA,NA,1,0,0,0,2.5,12,40,0,0,0
55,0,0,0,0.3,0,0,0,0,2,12,40,0,0,0
100,0,0,0,NA,0,0,0,1,3,12,40,0,0,0
NA,0,0,0,0,0,0,0,1,2,9,40,0,0,0
12.5,0,0,0,0,0,0,0,1,3,12,40,0,0,0
0,NA,NA,0,0,0,1,1,0,4,0,0,0,0,0
5,0,0,0,0,0,0,0,0,2,4,40,0,0,0
22,0,0,0,0,1,0,0,1,2,12,40,0,0,0
103,30,NA,0,0,0,0,1,1,4,12,40,0,0,0
31,0,0,0,0.2,0,0,1,0,4,12,40,0,0,0
NA,0,NA,0,NA,0,0,0,0,4,3,40,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
35,0,0,0,0,1,0,0,1,3,11,40,0,0,0
7.5,0,0,0,0,0,0,0,1,2,12,40,0,0,0
NA,0,NA,0,0,0,0,0,1,3,12,40,0,0,0
12.5,0,0,0,0,0,0,0,0,2,12,22,0,0,0
38,1.7,0,5.392,0.2,0,0,0,0,3,8,40,0,0,0
0,NA,NA,0,0,0,1,1,0,4,0,0,0,0,0
68,0,1,NA,0,1,0,1,0,3,12,40,0,0,0
4.8,0,0,0,0,0,0,0,1,2,6,40,0,0,0
35,0,0,0,NA,0,0,1,0,4,12,40,0,0,0
106,0,0,8,0.2,0,0,1,1,4,4,40,0,0,0
7.44,0,0,0,0,0,0,1,0,2,12,30,0,0,0
0,0,0,NA,0,1,0,0,0,3,0,0,0,1,0
0,28.505,5,0,0,1,0,1,0,2,0,0,0,0,0
70,0,0,0,0.2,0,0,1,0,2,12,40,0,0,0
24,24,0,0,0.2,0,0,0,1,4,12,40,0,0,0
NA,NA,0,6.756,0,1,0,0,0,2,12,40,1,0,0
0,NA,0,NA,0,0,1,1,1,2,0,0,0,0,0
0,0,0,9.432,0,1,0,0,0,3,0,0,0,0,0
31.2,0,0,5.22,0,0,0,0,0,2,12,40,1,0,0
2.52,0,0,0,0,0,0,0,1,1,7,40,0,0,0
0,3,0,0,0,1,0,0,0,2,0,0,0,0,0
0,NA,0,0,0,0,0,1,0,3,0,0,0,0,0
75,70,1,20,2,0,0,1,0,3,3,35,0,0,0
34,0,0,0,0,0,0,0,1,4,12,35,0,0,0
20,0,0,0,0,1,0,0,0,3,12,40,0,0,0
NA,NA,0,NA,0,0,0,0,0,3,6,32,0,0,0
140,0,NA,0,0,1,0,1,1,4,12,40,0,0,0
24,0,0,0,0.3,1,0,0,1,1,12,40,0,0,0
50,0,NA,0,0,1,0,1,0,4,9,40,0,0,0
NA,0,0,0,NA,0,0,1,0,4,12,40,0,0,0
0,8.916,0,6.504,0,0,0,0,0,2,0,0,1,1,0
0,NA,NA,NA,0,0,1,0,0,4,0,0,0,0,0
63,0,0,0,0,1,0,0,0,3,12,40,0,0,0
0,11.7,0.1,0,0,1,1,0,0,2,0,0,0,0,0
0,NA,0,NA,0,0,1,0,0,2.5,0,0,0,0,0
0,1.44,0,3.6,0,0,0,1,0,3,0,0,0,0,0
0,NA,NA,0,0,1,1,0,0,2,0,0,0,0,0
0,NA,0,NA,0,0,1,1,0,2,0,0,0,0,0
70,0,2,0,0.5,1,0,1,1,3,12,40,0,0,0
NA,0,NA,0,0,1,0,1,0,4,12,40,0,0,0
77,0,0,0,0,1,0,0,0,3,12,40,0,0,0
7.5,0,0,0,NA,0,0,1,0,3,12,40,0,0,0
0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0
69,0,0,0,0,0,0,1,0,4,12,40,0,0,0
500,0,0,0,0,1,0,1,0,4,12,40,0,0,0
30,0,0,0,0.2,1,0,0,0,2,12,40,0,0,0
40,4,0,NA,0,1,0,0,0,1,12,40,0,0,0
0,2.424,0,4.464,0,0,0,0,1,1,0,0,1,0,0
60,0,0,0,0,1,0,0,1,4,12,40,0,0,0
112,0,0,0,6,1,0,0,0,3,12,40,0,0,0
37,0,1,0,0,0,0,1,0,2,12,40,0,0,0
110,0,0,0,0.25,0,0,1,0,3,9,40,0,0,0
117.5,0,0,0,0,0,0,0,1,4,12,40,0,0,0
NA,0,0,0,0,0,0,0,1,2,4,40,0,0,0
10.8,0,0,4.84,0,0,0,0,0,2,12,36,0,1,0
64,0,0,0,5,0,0,0,1,3,12,40,0,0,0
50,0,0,0,0,0,0,1,0,4,12,40,0,0,0
0,0,NA,8.399,0,0,0,0,0,2,0,0,1,1,1
66,0,NA,0,0,0,0,0,0,3,12,40,0,0,0
23,0,0,0,0,0,0,0,0,3,12,35,0,0,0
139,0,0,0,0,1,0,1,0,2,12,40,0,0,0
0,11,0,0,0,0,0,1,0,3,0,0,0,0,0
47.5,0,0,NA,NA,0,0,1,0,3,12,40,0,0,0
NA,0,NA,0,0,1,0,0,0,3,10,40,0,0,0
6,0,0,0,0.3,0,0,0,0,3,12,40,0,0,0
0,0,0,NA,0,0,0,0,0,2,0,0,0,0,0
NA,0,0,0,0,0,0,0,1,2,12,40,0,0,0
69,0,0,0,0,0,0,0,0,4,12,5,0,0,0
4.7,0,0,0,0,1,0,0,0,1,12,40,0,0,0
150,5,0,5,0.03,1,0,1,0,2,12,40,0,0,0
280,0,NA,0,0,0,0,1,0,4,12,40,0,0,0
20,0,0,0,0,1,0,0,1,1,12,40,0,0,0
200,0,NA,0,10,0,0,1,0,4,12,40,0,0,0
145,0,NA,0,0,0,0,1,0,4,12,40,0,0,0
90,0,0,0,0,0,0,0,0,3,12,40,0,0,0
0,0,0,10.56,0,0,1,0,0,3,0,0,1,1,0
41,0,0,0,0,0,0,0,0,2,12,40,0,0,0
115,0,0,NA,1.2,1,0,1,0,3,12,40,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.5,0,0,2,0.5,0,0,0,0,2,3,40,0,1,0
NA,0,0,0,0,0,0,1,1,2,10,40,0,0,0
111,0,NA,0,NA,0,0,0,0,2,12,40,0,0,0
51,0,0.268,0,10,0,0,0,0,3,12,40,0,0,0
26,0,NA,0,2,0,0,0,1,4,12,40,0,0,0
56,0,0.1,0,0,0,0,1,1,4,12,40,0,0,0
NA,0,0,4,0,0,0,0,1,1,12,40,1,0,0
53,0,0,0,0,1,0,0,1,1,9,40,0,0,0
NA,0,0,0,0,0,0,0,0,2,12,20,0,0,0
90,0,0.3,0,0.2,1,0,1,0,4,12,40,0,0,0
0,0,0,0,96,0,0,0,0,3,0,0,0,0,0
NA,0,0,0,0,0,0,0,1,1,12,40,0,0,0
0,0,0,0,10,0,0,0,0,2,0,0,0,0,0
NA,0,0,2.472,0,0,0,0,0,1,12,40,0,1,0
100,0,NA,0,1,0,0,1,0,4,12,40,0,0,0
27.5,0,0,0,0,1,0,1,1,3,12,9,0,0,0
50,0,0,0,0.2,0,0,1,0,4,12,40,0,0,0
27,0,0,0,0,1,0,0,1,4,10,40,0,0,0
15,0,0,0,0,0,0,0,1,1,6,32,0,0,0
NA,0,0,0,NA,0,0,0,1,2,12,40,0,0,0
31.44,0,0.3,0,2.5,0,0,0,0,2,12,40,0,0,0
147,0,2,0,1,0,0,0,0,4,11,37,0,0,0
15,0,0,0,0,0,0,0,0,3,12,40,0,0,0
35,0,0,0,0,0,0,0,0,2,7,40,0,0,0
87,0,0,0,0.2,0,0,0,0,3,12,40,0,0,0
41,0,0,0,0,1,0,0,1,1,12,40,0,0,0
43,0,1,0,0,0,0,1,0,4,5,35,0,0,0
43.8,0,0,0,0.2,0,0,0,0,4,12,30,0,0,0
17.76,0,0,3,0,0,0,0,1,1,12,40,0,0,0
32,0,0,NA,0,0,0,0,1,3,12,36,0,0,0
60,0,0,0,0,1,0,0,0,2,12,36,0,0,0
0,NA,0,0,0,0,0,0,1,2.5,0,0,0,0,0
66,3.6,0,0,0.2,0,0,0,0,2,9,40,0,0,0
50,0,0,4,2,1,0,0,0,2,10,35,0,0,0
37,0,0,0,0,0,0,0,0,4,12,40,0,0,0
124,0,0,0,0,1,0,0,1,3,12,40,0,0,0
60,0,0,0,2,1,0,1,1,1,12,40,0,0,0
65,0,NA,0,0,0,0,0,0,4,12,37,0,0,0
NA,0,0,0,NA,0,0,1,0,2,12,40,0,0,0
60,0,0,0,0,0,0,0,0,3,12,40,0,0,0
23,0,0,0,0,0,0,0,0,2,12,35,0,0,0
62.8,0,NA,0,12,0,0,0,0,4,12,40,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18,0,0,0,0,0,0,0,0,3,12,40,0,0,0
16.32,0,0,0,1.5,0,0,0,1,1,11,40,0,0,0
60,0,0,0,0,1,0,1,0,1,12,40,0,0,0
NA,0,0,3.5,5,1,0,0,1,3,12,40,0,0,0
7.5,0,0,0,0,0,0,0,1,4,12,30,0,0,0
72,0,0,1.2,0,1,0,0,0,2,12,40,0,0,0
35,0,0,0,1.5,0,0,1,1,2,12,40,0,0,0
NA,0,0,NA,0,1,0,0,1,3,12,20,0,0,0
19.2,0,0,0,0,1,0,0,1,2.5,12,40,0,0,0
50,0,0,0,NA,1,0,0,0,4,12,25,0,0,0
26,0,0,0,3.7,0,0,0,0,2,12,40,0,0,0
37,0,0,0,0,0,0,0,0,3,12,40,0,0,0
NA,0,0,0,0,1,0,0,0,4,12,40,0,0,0
27.5,0,0,0,0,0,0,0,0,1,11,40,0,0,0
0,0,0,10.8,0,0,0,0,1,1,0,0,1,0,0
8,0,0,7.8,0,0,0,0,0,3,5,30,1,0,0
20,30,0.4,2.1,0,0,0,1,1,3,10,40,0,0,0
35,0,0,0,0,1,0,0,0,3,12,40,0,0,0
24,0,0,1.056,0.3,1,0,0,0,4,12,40,0,1,0
7.2,0,0,0.9,0.5,0,0,1,0,2,6,40,0,1,0
NA,0,0,0,0,0,0,1,1,4,12,40,0,0,0
10.4,0,0,0,0,0,0,0,1,2,12,16,0,0,0
80,0,0.2,0,NA,0,0,0,1,3,12,40,0,0,0
NA,0,0,1.528,0.6,0,0,0,0,1,1,40,0,1,0
17.5,0,0,0,0,0,0,1,0,2,1,40,0,0,0
30,0,0,0,0,1,0,0,1,2,11,38,0,0,0
3.54,0,0,2.328,NA,0,0,0,1,1,3,40,0,1,0
90,0,100,0,2,1,0,0,1,4,12,40,0,0,0
11.592,0,0,0,0,0,0,0,1,1,12,40,0,0,0
33,0,0,0,0,0,0,0,0,4,12,37,0,0,0
140,0,NA,0,0,0,0,0,1,4,12,40,0,0,0
50,0,0,0,0,0,0,0,0,4,12,40,0,0,0
14,0,0,0,0,0,0,0,1,1,11,40,0,0,0
3.6,0,0,0,0,0,0,0,1,3,12,30,0,0,0
19,0,0,0,0,0,0,0,0,3,10,40,0,0,0
18.5,0,1.4,0,0,1,0,0,1,1,12,40,0,0,0
100,0,2.5,0,0.2,0,0,1,0,2,12,40,0,0,0
69,0,0,0,0,0,0,0,0,3,12,40,0,0,0
47,0,0,0,0,0,0,0,0,3,12,40,0,0,0
60,0,0,0,0,1,0,1,1,4,12,40,0,0,0
12,0,0,0,0,0,0,0,1,1,12,40,0,0,0
70,NA,NA,0,0.1,0,0,1,0,4,12,40,0,0,0
67,0,0.1,0,0,0,0,0,1,3,12,40,0,0,0
95,0,0,0,0,0,0,1,0,4,12,40,0,0,0
26.88,0,0,2.7,0,0,0,0,0,2,12,30,1,0,0
24,0,0,0,0,0,0,0,1,2,12,40,0,0,0
0,0,0,1.476,0,1,0,0,0,1,0,0,0,1,0
28,0,0.2,0,0,0,0,1,0,3,12,37,0,0,0
34,0,0,0,0.07,0,0,0,0,3,12,40,0,0,0
560,0,40,0,0,1,0,0,0,4,12,40,0,0,0
21,0,0.15,8.25,0.8,0,0,0,1,4,4,40,0,0,1
40,0.5,0.1,0,0,0,0,0,1,2,12,40,0,0,0
150,0,0,0,0,1,0,0,1,4,12,40,0,0,0
52,0,0,0,0,0,0,0,0,1,12,40,0,0,0
NA,0,NA,0,0,1,0,0,1,4,12,40,0,0,0
70,0,0,0,0,1,0,0,1,4,12,37,0,0,0
70,0,0,0,0,0,0,0,1,1,12,40,0,0,0
14,0,0,0,0.2,0,0,0,0,2,6,32,0,0,0
12,NA,0.1,0,0,1,0,0,1,2,8,40,0,0,0
23.7,0,0,0,0.1,0,0,0,0,1,12,40,0,0,0
6.96,0,0,NA,0,0,0,0,1,1,2,40,0,0,0
0,0,0,2.568,0,0,0,0,1,1,0,0,0,1,0
105,0,0,16,0,1,0,0,0,2,12,9,0,0,0
0,0,0,8.892,0,0,0,0,0,1,0,0,1,1,0
175,0,NA,0,0,0,0,0,0,4,12,40,0,0,0
32,0,3.089,0,0,1,0,0,0,3,12,40,0,0,0
7.5,0,0,NA,NA,0,0,0,1,2,11,40,0,1,0
NA,0,0,0,0,1,0,0,1,1,11,40,0,0,0
18,0,0,0,NA,0,0,0,1,2,12,40,0,0,0
54.8,0,0,0,0,1,0,0,0,2,12,40,0,0,0
18,0,0,0,0.6,0,0,0,0,2,12,40,0,0,0
14.4,0,0,1.2,0,1,0,0,0,2,6,40,0,1,0
52.5,0,0.5,0,0.2,0,0,1,0,3,12,40,0,0,0
70,0,NA,0,0,0,0,1,0,4,12,40,0,0,0
NA,0,NA,0,0,0,0,0,1,1,12,40,0,0,0
124,0,0,0,0,1,0,0,1,4,12,40,0,0,0
80,0,NA,1.5,0,0,0,0,1,4,12,27,0,0,0
66,0,0,0,0,0,0,0,0,3,12,40,0,0,0
NA,0,0,0,0.2,1,0,0,1,3,12,35,0,0,0
40,0,NA,0,0,1,0,1,0,4,7,35,0,0,0
18,0,0,NA,0,0,0,0,1,2,12,40,0,0,1
17.5,0,0,0,0.2,1,0,0,0,1,12,40,0,0,0
7.5,0,0,0,6.66,0,0,0,1,2,11,24,0,0,0
NA,0,0,0,0,1,0,0,1,2,6,40,0,0,0
NA,0,0,0,0,1,0,1,0,4,12,40,0,0,0
50,0,1,0,0.25,0,0,1,0,2,12,40,0,0,0
80,0,NA,0,0,0,0,0,1,3,12,40,0,0,0
31.7,0,0,0,0,0,0,0,0,4,12,37,0,0,0
30,0,0,0,0,0,0,0,1,3,12,40,0,0,0
NA,0,0,NA,0,0,0,1,0,4,12,40,0,0,0
56,0,0,0,0,0,0,0,0,3,12,40,0,0,0
NA,0,0,NA,0.7,0,0,0,0,4,10,34,0,0,0
NA,0,0,NA,0.2,1,0,0,1,3,7,40,0,0,0
0,0,0,NA,0,0,0,0,0,2,0,0,0,0,0
0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0
46,0,0.7,0,0.2,1,0,0,1,1,11,40,0,0,0
0,NA,0,0,0,0,0,0,1,3,0,0,0,0,0
0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
58,0,0,0,0,0,0,0,0,3,12,40,0,0,0
0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
0,NA,0,NA,0,0,1,1,0,2,0,0,0,0,0
31,0,0,0,0,1,0,0,1,3,12,40,0,0,0
75,0,0,0,0,0,0,0,1,3,12,40,0,0,0
47.5,0,0,0,0,0,0,0,0,2,12,40,0,0,0
79,0,NA,0,0,0,0,1,1,3,12,40,0,0,0
7.2,0,0,8.76,0,0,0,0,1,4,12,40,0,1,0
80,0,0,0,0,0,0,1,0,4,12,40,0,0,0
98,0,0,1.2,0,1,0,1,1,4,10,40,0,0,0
9,0,0,0,1,0,0,0,1,4,12,40,0,0,0
124,0,NA,0,0,0,0,0,1,2,12,36,0,0,0
43,0,0,0,0,0,0,0,0,4,12,40,0,0,0
16.8,0,0,0,0,0,0,0,1,1,12,40,0,0,0
250,0,0,0,0.1,1,0,1,0,3,12,40,0,0,0
NA,0,0,0,0,1,0,0,0,1,12,40,0,0,0
75,0,0.1,0,0.2,0,0,0,0,4,12,40,0,0,0
1.58,0,0,0,NA,0,0,0,1,1,6,40,0,0,0
23,0,0,0,0,0,0,0,0,3,12,37,0,0,0
NA,0,NA,0,0,0,0,0,1,4,12,40,0,0,0
700,0,10,0,0,0,0,1,0,4,12,40,0,0,0
30,0,0,0,0,0,0,1,1,3,12,40,0,0,0
95,NA,0,0,NA,1,0,1,0,4,11,37,0,0,0
26,0,0,2.45,0,0,0,0,0,2,11,40,0,0,1
100,0,10,0,1.5,1,0,0,1,4,12,40,0,0,0
NA,0,0,0,0,0,0,0,1,1,12,35,0,0,0
NA,0,0,0,0,0,0,1,0,2,12,40,0,0,0
55,0,0.1,0,0.5,0,0,1,0,3,12,40,0,0,0
215,0,1,0,0,0,0,1,0,4,12,40,0,0,0
30,0,0,0,0,0,0,0,0,3,12,37,0,0,0
48,0,NA,0,10,0,0,0,0,2,12,40,0,0,0
80,75,0.3,NA,NA,1,0,0,0,2,12,40,0,0,0
0,NA,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,1.74,0.25,0,0,0,0,1,0,0,0,1,0
45,0,NA,0,0,0,0,0,0,3,12,35,0,0,0
25,0,0,0,0,1,0,0,1,4,12,40,0,0,0
85,0,0,0,0,0,0,0,0,2,12,40,0,0,0
45,0,1.5,0,7,0,0,0,1,4,10,36,0,0,0
85,0,0,0,0,0,0,0,1,2,12,40,0,0,0
0,0,0,NA,NA,0,0,0,0,3,0,0,0,0,0
NA,0,0,0,0,0,0,1,0,3,12,40,0,0,0
27.5,0,0,0,0,0,0,0,1,4,12,40,0,0,0
11,0,0,3.696,0,0,0,0,0,2,12,15,0,1,0
NA,0,0,0,0,0,0,0,1,1,10,40,0,0,0
0,NA,0,0,0,0,0,1,0,3,0,0,0,0,0
15,0,0,0,0,0,0,0,1,2,12,40,0,0,0
16.3,0,0,2,0,0,0,0,1,1,12,40,0,0,0
0,NA,NA,NA,0,0,0,0,1,2,0,0,0,1,1
15,0,0,1.08,0,0,0,0,0,1,2,20,0,1,0
71,0,0,0,0,0,0,0,1,3,12,40,0,0,0
NA,0,0,0,0.1,0,0,1,0,3,12,40,0,0,0
130,0,0,0,0,1,0,1,0,4,12,40,0,0,0
130,0,0,0,0,0,0,0,0,4,12,37,0,0,0
2.4,0,0,0,2.2,0,0,0,0,4,11,8,0,0,0
72,0,NA,0,0,0,0,0,1,4,12,40,0,0,0
52.5,NA,0,NA,NA,0,0,0,0,2,12,37,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20,0,0,0,0.1,0,0,0,0,2,10,20,0,0,0
15,0,0,0,0,1,0,0,1,2,12,40,0,0,0
53,0,0,0,0,0,0,0,1,4,12,40,0,0,0
32.5,0,0,6.276,0,1,0,0,0,4,12,35,1,0,0
23.52,0,0,0,0,1,0,0,1,1,10,40,0,0,0
NA,0,NA,0,NA,0,0,1,0,4,12,40,0,0,0
62.5,0,0,0,0,0,0,0,1,2,12,40,0,0,0
76,0,0,0,0,0,0,1,0,4,12,40,0,0,0
NA,0,0,0,0,0,0,0,0,2,12,20,0,0,0
10,0,0,6,0,0,0,1,0,2,12,26,1,0,0
0,0,0,NA,0,0,0,0,0,1,0,0,1,0,0
137,0,2,0,2,0,0,1,0,4,12,40,0,0,0
34,0,0,0,0,0,0,0,0,3,12,35,0,0,0
250,0,NA,0,0,0,0,1,0,4,12,40,0,0,0
140,0,0,0,0,0,0,0,0,3,12,40,0,0,0
80,0,5,0,1,0,0,0,0,4,12,40,0,0,0
0,0,0,8.832,0,0,0,0,1,2,0,0,0,1,0
12.5,0,0,0,NA,0,0,0,1,1,12,32,0,0,0
17,0,0,NA,0.3,1,0,0,1,1,10,11,0,0,0
45,0,NA,0,5,0,0,1,0,4,12,40,0,0,0
8.5,0,0,0,0,1,0,0,1,2,12,40,0,0,0
1.2,0,0,0,0,0,0,0,1,1,11,40,0,0,0
36,0,0,0,0,1,0,0,1,2,12,40,0,0,0
37,0,0,0,0.7,0,0,0,0,2,12,40,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
55.4,0,0,0,0,0,0,1,0,3,12,40,0,0,0
200,0,1,25,0,0,0,1,0,4,12,40,0,0,0
NA,0,NA,0,0,1,0,1,0,4,12,25,0,0,0
40.5,0,0,0,0,0,0,0,0,3,12,40,0,0,0
36,0,0,NA,1.2,0,0,0,0,4,12,35,0,0,0
70,0,0.2,0,0.1,0,0,0,0,3,12,40,0,0,0
NA,0,NA,0,0,0,0,1,0,4,12,10,0,0,0
25,NA,0,NA,1,1,0,0,0,1,12,40,0,0,0
NA,0,0,0,NA,0,0,0,0,3,12,40,0,0,0
72,0,0,0,2,1,0,0,0,4,12,40,0,0,0
100,0,NA,0,0,0,0,1,0,2,12,40,0,0,0
0,15,0,0,0,1,0,1,0,2,0,0,0,0,0
7.2,0,0,NA,0,0,0,0,1,1,12,40,0,0,0
28.8,0,0,0,0,1,0,0,1,2,12,40,0,0,0
3.84,0,0,0,0,0,0,0,1,3,12,40,0,0,0
18.5,0,0,1.1,0,0,0,0,0,2,12,40,0,0,0
NA,0,0,0,0,0,0,0,0,1,12,40,0,0,0
25,0,0,0,0,0,0,0,0,3,12,40,0,0,0
72.5,0,0,0,0,0,0,0,1,3,12,40,0,0,0
0,16.5,0,0,0,0,1,0,0,3,0,0,0,0,0
125,0,0,0,0,1,0,0,0,3,12,40,0,0,0
43,20,0.1,0,0.2,1,1,1,0,2,12,40,0,0,0
190,0,2,8,0,1,0,1,0,4,12,40,0,0,0
0,NA,0,NA,NA,0,0,1,0,4,0,0,0,0,0
22,0,0,0,0,1,0,1,1,4,12,40,0,0,0
11,0,0,0,0,0,0,0,1,1,12,33,0,0,0
112,0,4,0,0,0,0,1,1,4,12,40,0,0,0
100,0,0,0,0,0,0,0,1,4,12,40,0,0,0
81.8,0,0.25,0,0,0,0,0,1,4,12,40,0,0,0
17.6,0,0,0,0,1,0,0,1,1,11,40,0,0,0
121.016,NA,0,2,0.3,0,0,0,0,2,12,40,0,0,0
NA,NA,0,0,0,0,0,0,0,3,12,40,0,0,0
48,0,0,0,0,1,0,0,0,3,12,35,0,0,0
50,0,0,0,0,0,0,0,1,3,12,40,0,0,0
28.8,0,0.1,0,0.8,0,0,0,1,1,12,40,0,0,0
50,0,0,0,0,1,0,0,1,2,12,36,0,0,0
42,0,0,0,0,1,0,0,1,3,12,38,0,0,0
43,0,NA,0,NA,1,0,0,0,3,12,40,0,0,0
11,4,0,6,NA,0,0,0,0,2,12,40,0,0,0
28.32,0,NA,0,0.5,0,0,0,1,4,12,40,0,0,0
NA,0,NA,0,NA,1,0,1,1,4,11,30,0,0,0
16,0,0,0,1,0,0,0,1,4,12,40,0,0,0
17.5,0,0,0,0,0,0,0,1,3,12,40,0,0,0
24,0.6,0.2,1.2,0,1,0,1,0,3,6,25,0,0,0
74,0,0,0,0,0,0,0,0,2,12,35,0,0,0
100,0,0.2,0,0,1,0,1,0,4,12,40,0,0,0
54.912,0,0,0,NA,0,0,0,1,3,12,40,0,0,0
35,0,NA,NA,0,0,0,0,1,1,10,40,0,0,0
115,8,0,0,0,1,0,0,0,3,9,40,0,0,0
10,0,0,NA,0,1,0,0,0,2,4,38,0,0,0
0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0
33,0,0,0,4.1,0,0,0,0,2,12,5,0,0,0
130,0,NA,0,0,0,0,1,0,4,12,40,0,0,0
NA,0,NA,0,0.1,0,0,1,0,2,12,40,0,0,0
